Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1992,2.44112e-05,0.989585,2.656e-05,0.171568,0.288741,0.1,5.6,8.8,75.9,204.0,51,2.18892e-05,0.981125,2.464e-05,0.116556,0.338096,0.1,4.6,5.4,67.6,205.4,29,9.62193e-06,0.853978,1.22286e-05,0.153688,0.729391,0.8,4.1,7.0,68.1,213.4,100,2630045067
55606,1991,2.43404e-05,0.989612,2.79086e-05,0.206265,0.252804,0.2,6.3,8.5,73.9,204.3,56,1.96802e-05,0.981014,2.22629e-05,0.152933,0.411767,0.1,4.5,5.6,62.4,206.0,18,7.47916e-06,0.83541,1.064e-05,0.113576,0.767899,0.7,4.7,7.3,69.3,211.5,100,2630045067
55608,2000,2.47105e-05,0.989582,2.78286e-05,0.184124,0.243084,0.1,6.7,8.7,73.5,205.3,47,2.07173e-05,0.980939,2.44571e-05,0.224801,0.34525,0.2,6.0,5.9,71.2,205.2,24,8.08224e-06,1.10542,8.90286e-06,0.0810179,0.806099,0.9,4.9,7.2,70.3,210.6,100,2630045067
55610,1974,2.38538e-05,0.989581,2.66971e-05,0.414004,0.270291,0.6,6.6,7.5,69.5,201.8,44,2.09503e-05,0.981626,2.52e-05,0.259081,0.331975,0.2,6.8,7.8,66.8,204.8,26,7.68704e-06,1.1394,8.58286e-06,0.117206,0.823832,0.8,5.2,7.9,69.4,210.2,100,2630045067
55612,1958,2.45848e-05,0.989773,2.65257e-05,0.208538,0.261865,0.4,6.1,6.8,70.2,204.8,45,2.23027e-05,0.98193,2.552e-05,0.222684,0.303507,0.2,6.6,8.0,68.5,206.8,27,7.8972e-06,1.09688,8.66286e-06,0.116468,0.820795,1.0,5.0,7.6,71.1,209.6,100,2630045067
55614,2012,2.46236e-05,0.989903,2.61943e-05,0.216936,0.299176,0.7,4.3,6.4,66.8,201.3,51,2.1928e-05,0.979473,2.448e-05,0.185898,0.344671,0.1,5.9,7.9,72.7,206.6,26,7.73501e-06,1.13803,8.02286e-06,0.0790466,0.828336,0.6,5.1,8.2,73.1,210.6,100,2630045067
55616,1970,2.34061e-05,0.990085,2.65943e-05,0.209323,0.290263,0.5,5.5,10.2,68.9,203.8,54,2.01279e-05,0.978317,2.52229e-05,0.188188,0.342256,0.0,5.9,7.6,68.1,207.6,22,6.72073e-06,1.12965,7.36e-06,0.101709,0.838632,1.2,5.5,8.0,72.0,210.7,100,2630045067
55618,2020,2.41097e-05,0.990045,2.73029e-05,0.298363,0.256195,0.4,4.7,8.6,71.0,203.2,53,1.97099e-05,0.976449,2.47886e-05,0.173559,0.339456,0.0,6.5,7.4,70.9,206.0,26,7.01314e-06,1.0734,7.18857e-06,0.115777,0.845998,1.4,5.4,8.2,71.1,211.6,100,2630045067
55620,1926,2.39886e-05,0.99011,2.63657e-05,0.175593,0.299521,0.4,4.5,8.5,70.5,201.9,50,2.15191e-05,0.975774,2.44114e-05,0.112322,0.368383,0.0,4.8,7.1,70.3,206.4,20,6.79612e-06,1.08094,7.12e-06,0.0760356,0.855968,1.3,5.3,8.3,72.7,212.6,100,2630045067
55622,2023,2.37876e-05,0.990232,2.77143e-05,0.23208,0.257931,0.3,6.0,8.1,74.1,201.8,50,2.13227e-05,0.980476,2.39086e-05,0.143775,0.348707,0.0,4.1,7.6,68.1,201.7,25,6.52656e-06,0.822676,8.01143e-06,0.106708,0.832601,1.3,5.7,8.9,75.5,212.1,100,2630045067
55624,2022,2.37556e-05,0.990039,2.68571e-05,0.285985,0.270657,0.3,5.4,7.8,69.5,206.3,51,2.20605e-05,0.979647,2.44343e-05,0.18008,0.347606,0.1,5.7,7.6,68.7,202.2,14,5.7293e-06,1.07754,7.69143e-06,0.0930933,0.845795,1.4,6.5,8.6,75.6,212.6,100,2630045067
55626,2033,2.51148e-05,0.990067,2.76686e-05,0.171334,0.248208,0.5,4.2,9.0,70.3,207.2,46,2.09572e-05,0.982929,2.34857e-05,0.177577,0.353966,0.0,5.6,8.1,68.2,202.0,19,5.78869e-06,1.05753,7.61143e-06,0.0895189,0.850948,1.5,6.0,8.5,77.0,211.4,100,2630045067
55628,1967,2.47836e-05,0.990292,2.75314e-05,0.202485,0.251943,0.5,5.6,8.2,72.9,207.5,53,2.11673e-05,0.97877,2.38514e-05,0.170641,0.379304,0.0,6.3,7.4,70.6,202.6,28,6.64535e-06,1.09274,7.07429e-06,0.0871319,0.864478,1.0,5.2,8.1,77.3,210.8,100,2630045067
55630,1954,2.50485e-05,0.989998,2.70857e-05,0.141094,0.27668,0.1,4.0,9.2,71.3,199.2,46,2.14917e-05,0.978446,2.38629e-05,0.145983,0.373377,0.0,5.1,8.0,65.5,202.3,21,6.03998e-06,1.1309,6.98286e-06,0.0583203,0.86955,0.9,5.2,8.3,78.3,213.7,100,2630045067
55632,1999,2.35751e-05,0.98992,2.736e-05,0.214052,0.284581,0.4,5.9,7.7,71.4,205.4,45,2.07584e-05,0.973101,2.376e-05,0.157571,0.361403,0.0,6.1,7.6,66.0,204.8,28,5.17876e-06,0.91315,6.88e-06,0.0759012,0.851713,0.5,3.9,8.6,81.2,208.5,100,2630045067
55634,1984,2.44318e-05,0.990164,2.71886e-05,0.149459,0.252511,0.1,5.6,8.4,71.0,203.7,52,1.99749e-05,0.97284,2.22857e-05,0.16989,0.415884,0.0,6.1,7.9,68.3,206.7,24,5.42776e-06,1.09139,6.52571e-06,0.0926012,0.876948,0.7,4.6,8.2,80.7,211.4,100,2630045067
55636,1991,2.38584e-05,0.990354,2.696e-05,0.193278,0.27742,0.3,5.2,8.9,75.0,203.4,47,2.06214e-05,0.9727,2.14171e-05,0.130582,0.449577,0.0,5.5,8.7,69.1,200.8,30,2.08064e-05,0.868129,2.27771e-05,0.161311,0.395514,0.5,4.7,7.9,71.9,208.7,100,2630045067
55638,1984,2.46922e-05,0.990337,2.75543e-05,0.277352,0.242934,0.2,5.6,9.4,71.9,207.4,51,2.0811e-05,0.975738,2.14743e-05,0.163948,0.442689,0.0,6.4,7.4,65.4,200.0,25,1.98378e-05,1.23067,7.37143e-06,0.0973798,0.83699,0.6,3.9,8.2,78.2,209.1,100,2630045067
55640,1965,2.43244e-05,0.990403,2.64229e-05,0.170457,0.287367,0.3,5.2,8.4,73.3,200.2,47,2.04637e-05,0.974215,2.37829e-05,0.116119,0.370487,0.0,4.9,8.7,67.1,200.1,25,4.06396e-06,1.11319,8.77714e-06,0.0597134,0.807596,0.2,3.2,7.9,79.2,210.2,100,2630045067
55642,1993,2.59258e-05,0.990098,2.712e-05,0.112915,0.271962,0.0,3.4,9.7,67.5,206.2,49,2.06762e-05,0.97028,2.288e-05,0.130548,0.427963,0.0,5.5,7.2,64.7,201.4,24,3.81268e-06,1.15055,6.45714e-06,0.0655209,0.872729,0.3,3.4,8.4,78.0,208.4,100,2630045067
55644,1975,2.39543e-05,0.990268,2.62514e-05,0.171627,0.291353,0.4,4.6,8.6,69.7,202.4,47,1.94814e-05,0.972591,2.28457e-05,0.156166,0.41605,0.0,5.6,7.6,65.7,201.6,25,4.00685e-06,0.918172,4.77714e-06,0.0187768,0.910793,0.0,3.0,8.2,81.3,208.9,100,2630045067
55646,1992,2.38401e-05,0.990245,2.72457e-05,0.13677,0.252191,0.0,4.7,10.4,71.9,201.2,49,2.01462e-05,0.973827,2.27086e-05,0.14244,0.409694,0.0,5.4,7.6,68.3,200.7,25,4.36779e-06,1.17902,6.14857e-06,0.0854005,0.883201,0.5,3.3,8.2,78.3,208.8,100,2630045067
55648,1990,2.45734e-05,0.990241,2.70743e-05,0.217787,0.261236,0.3,6.4,10.5,70.2,205.7,51,2.02718e-05,0.973587,2.21829e-05,0.120828,0.421488,0.0,4.4,6.7,65.2,202.3,25,4.16219e-06,1.18506,5.58857e-06,0.091626,0.89918,0.5,2.8,8.6,78.4,210.0,100,2630045067
55650,2006,2.40434e-05,0.990172,2.63771e-05,0.318278,0.264589,0.5,5.5,9.5,72.4,200.6,53,2.03495e-05,0.971561,2.23314e-05,0.140614,0.447847,0.0,4.4,7.6,62.0,204.3,28,3.20046e-06,0.904825,4.67429e-06,0.0208707,0.908373,0.1,2.6,8.1,80.4,208.2,100,2630045067
55652,1982,2.40411e-05,0.990056,2.71657e-05,0.257367,0.282314,0.1,5.2,8.0,70.0,206.1,52,1.95957e-05,0.971904,2.04114e-05,0.113299,0.493161,0.0,5.1,6.9,67.1,203.9,24,3.89263e-06,1.14652,5.50857e-06,0.0265156,0.896822,0.1,3.0,8.5,80.0,209.0,100,2630045067
55654,1948,2.38926e-05,0.989969,2.61829e-05,0.179987,0.2745,0.3,5.5,8.2,68.8,203.0,50,2.06031e-05,0.972707,2.21029e-05,0.140993,0.461508,0.0,5.8,6.5,66.4,204.4,16,4.45231e-06,1.15368,5.16571e-06,0.0111612,0.914287,0.2,2.7,8.7,79.5,209.1,100,2630045067
55656,1993,2.47539e-05,0.990217,2.696e-05,0.162983,0.279754,0.3,4.3,10.3,70.0,204.8,55,1.94723e-05,0.976098,2.02971e-05,0.098683,0.468567,0.0,4.9,6.5,65.2,200.4,28,1.89446e-05,0.879893,2.06286e-05,0.105532,0.485867,0.2,3.4,9.2,72.5,208.2,100,2630045067
55658,1945,2.42399e-05,0.990187,2.70057e-05,0.261827,0.271807,0.4,4.7,8.2,69.0,204.5,51,1.92302e-05,0.974884,2.128e-05,0.130919,0.479959,0.1,4.1,6.7,64.3,201.3,27,8.38378e-06,0.893091,1.17029e-05,0.116228,0.74006,0.6,4.1,10.8,74.8,206.5,100,2630045067
55660,1992,2.50143e-05,0.990111,2.70857e-05,0.158742,0.273461,0.2,4.6,9.0,67.9,211.8,51,1.96459e-05,0.973261,2.216e-05,0.107037,0.431882,0.0,3.9,7.6,64.6,199.4,27,2.73672e-06,1.0545,3.79429e-06,0.0525084,0.93393,0.8,3.1,9.1,80.6,211.6,100,2630045067
55662,1971,2.3783e-05,0.990214,2.68571e-05,0.151642,0.275285,0.2,4.0,8.3,65.7,205.6,56,1.91159e-05,0.972184,2.04114e-05,0.0861548,0.487498,0.0,3.8,9.1,66.1,202.8,23,3.27127e-06,1.06964,3.39429e-06,0.0663386,0.938861,0.8,2.9,9.5,79.2,210.2,100,2630045067
55664,1983,2.42056e-05,0.990294,2.75886e-05,0.182915,0.244815,0.1,7.0,7.7,72.3,205.8,50,1.79417e-05,0.974601,2.15086e-05,0.127283,0.46267,0.0,3.9,7.5,67.5,204.2,25,3.2964e-06,0.841211,3.44e-06,0.0412827,0.93688,1.7,4.0,9.0,80.4,211.1,100,2630045067
55666,1976,2.41119e-05,0.990221,2.71543e-05,0.174079,0.245536,0.2,4.8,8.3,68.1,206.1,44,1.91799e-05,0.973184,2.01371e-05,0.110708,0.494435,0.0,3.9,8.0,68.2,199.1,26,1.98972e-06,0.900869,3.41714e-06,0.104205,0.922702,1.0,3.0,9.6,79.1,212.5,100,2630045067
55668,2007,2.44295e-05,0.99008,2.77943e-05,0.188829,0.25438,0.4,4.4,9.4,68.8,206.7,51,1.64089e-05,0.972004,2.00229e-05,0.0966646,0.511086,0.0,4.1,7.5,63.7,201.1,18,2.12222e-06,1.14035,3.47429e-06,0.0892077,0.925763,1.2,3.4,9.2,79.9,209.9,100,2630045067
55670,1950,2.45665e-05,0.990186,2.64571e-05,0.246283,0.308107,0.1,4.9,7.2,70.1,205.4,52,1.9052e-05,0.975545,2.01029e-05,0.11709,0.489427,0.0,4.0,6.9,66.8,199.7,24,2.49914e-06,1.08527,2.25143e-06,0.0445768,0.96072,1.2,3.3,9.4,79.3,209.5,100,2630045067
55672,1959,2.39452e-05,0.990137,2.77257e-05,0.212254,0.248569,0.3,6.6,9.0,73.6,202.0,47,1.76242e-05,0.974122,1.896e-05,0.106282,0.524159,0.0,3.8,8.3,65.7,199.2,23,2.14963e-06,1.07671,2.25143e-06,0.0519558,0.958615,0.9,2.9,9.6,79.5,209.9,100,2630045067
