Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1992,2.38721e-05,0.990406,2.78057e-05,0.242359,0.251009,1.0,5.1,9.5,71.6,202.4,51,2.20788e-05,0.986723,2.296e-05,0.238218,0.410752,0.5,4.1,7.4,72.3,196.0,24,1.4241e-05,0.85876,1.66171e-05,0.239645,0.597112,0.4,7.3,2.8,71.7,202.7,100,1279683782
55606,1966,2.38081e-05,0.990333,2.68571e-05,0.208279,0.252573,0.6,4.0,8.5,68.0,201.1,53,2.16996e-05,0.986973,2.28686e-05,0.271129,0.399278,0.6,4.4,7.1,73.1,195.6,25,1.42204e-05,0.85827,1.59543e-05,0.153318,0.630503,0.3,6.5,2.9,70.5,202.8,100,1279683782
55608,2003,2.38378e-05,0.990225,2.73371e-05,0.336531,0.25327,0.8,4.8,8.7,69.3,203.6,51,2.06396e-05,0.986284,2.39429e-05,0.168637,0.364584,0.3,3.1,8.5,72.3,194.9,25,1.35031e-05,0.835589,1.60914e-05,0.205789,0.625646,0.4,7.1,4.4,69.9,201.5,100,1279683782
55610,1995,2.3735e-05,0.990409,2.76686e-05,0.31524,0.247125,0.8,4.0,8.7,70.9,201.3,52,2.06922e-05,0.987749,2.27543e-05,0.248158,0.388448,0.7,3.7,7.7,72.1,195.8,26,1.28612e-05,0.842702,1.37257e-05,0.25267,0.676373,0.6,6.5,5.1,70.5,194.2,100,1279683782
55612,1979,2.40046e-05,0.990581,2.72571e-05,0.182287,0.247903,0.6,3.9,8.9,70.2,197.7,51,1.90862e-05,0.986806,2.35086e-05,0.184744,0.356029,0.4,3.7,9.4,68.3,194.8,26,1.17967e-05,0.802799,1.52229e-05,0.21715,0.649044,0.5,6.6,3.8,70.8,193.9,100,1279683782
55614,1969,2.43518e-05,0.990766,2.72457e-05,0.261659,0.251638,0.8,4.8,9.9,68.6,206.3,49,2.01119e-05,0.987386,2.29486e-05,0.164472,0.384615,0.3,3.8,9.8,69.8,194.2,28,1.26739e-05,0.820163,1.37257e-05,0.114112,0.690104,0.2,6.4,3.8,73.6,193.9,100,1279683782
55616,1988,2.3783e-05,0.990631,2.67886e-05,0.138989,0.227988,0.2,4.2,8.3,68.9,200.0,45,2.14392e-05,0.984694,2.36343e-05,0.22464,0.38967,0.6,4.7,8.2,68.3,199.2,25,1.2466e-05,0.846496,1.40571e-05,0.253044,0.685563,0.7,6.6,3.6,72.9,187.4,100,1279683782
55618,1965,2.39383e-05,0.990559,2.632e-05,0.344271,0.264189,1.0,4.7,7.7,68.3,200.5,50,2.02673e-05,0.984077,2.30857e-05,0.138788,0.379427,0.3,2.9,9.9,69.1,189.3,26,1.07641e-05,0.928779,1.33943e-05,0.175885,0.681366,0.4,6.0,3.9,72.5,189.2,100,1279683782
55620,1957,2.47424e-05,0.990642,2.66857e-05,0.254974,0.243087,0.9,5.2,8.8,73.1,203.4,53,1.94243e-05,0.984338,2.408e-05,0.180887,0.366833,0.2,4.1,7.9,72.6,191.1,31,1.07984e-05,1.23619,1.24343e-05,0.128372,0.704605,0.2,6.7,5.0,72.6,185.3,100,1279683782
55622,1998,2.43153e-05,0.990634,2.67314e-05,0.167922,0.256915,0.6,5.6,7.0,66.6,202.6,44,1.96893e-05,0.982432,2.30057e-05,0.148799,0.381206,0.3,3.0,8.2,73.9,194.6,22,1.04489e-05,1.1431,1.10057e-05,0.089197,0.742124,0.1,6.8,4.2,72.4,184.7,100,1279683782
55624,1956,2.32667e-05,0.990606,2.65486e-05,0.38854,0.280315,0.9,6.5,8.9,70.9,200.1,46,2.00959e-05,0.983059,2.26971e-05,0.158587,0.402315,0.2,3.9,9.7,73.8,188.7,23,1.02204e-05,0.88726,1.21829e-05,0.0543335,0.726607,0.0,6.3,3.3,72.8,191.9,100,1279683782
55626,1948,2.37007e-05,0.990672,2.78971e-05,0.259811,0.26054,0.8,5.3,9.0,72.7,207.1,52,1.90862e-05,0.982135,2.30743e-05,0.244162,0.378524,0.6,3.8,8.2,70.7,192.3,30,9.38435e-06,0.909978,1.18857e-05,0.0699014,0.716607,0.0,7.0,3.2,71.2,182.4,100,1279683782
55628,1986,2.40206e-05,0.990588,2.73486e-05,0.15805,0.226314,0.3,3.8,8.6,72.0,199.2,52,2.00685e-05,0.983222,2.32343e-05,0.169287,0.379442,0.4,3.9,10.1,73.2,195.9,18,8.02513e-06,0.849626,9.46286e-06,0.0496722,0.778242,0.0,7.3,2.7,71.4,181.5,100,1279683782
55630,1945,2.36825e-05,0.990795,2.67086e-05,0.168662,0.238122,0.5,3.6,7.0,70.3,198.6,47,2.09001e-05,0.983284,2.19771e-05,0.204691,0.418381,0.5,4.1,7.9,72.7,192.2,28,7.55454e-06,0.82961,9.2e-06,0.047766,0.79409,0.0,6.4,2.3,72.3,184.1,100,1279683782
55632,1987,2.39452e-05,0.990618,2.58743e-05,0.158478,0.261638,0.3,3.9,9.3,70.0,191.8,48,2.0779e-05,0.983241,2.13257e-05,0.307486,0.439601,1.1,4.8,8.6,68.4,192.7,23,7.7076e-06,0.822401,9.25714e-06,0.0519238,0.79271,0.0,6.8,2.2,72.9,186.7,100,1279683782
55634,2025,2.36322e-05,0.990267,2.71429e-05,0.180318,0.255416,0.6,3.6,7.7,72.2,200.8,45,2.09595e-05,0.981787,2.26857e-05,0.267977,0.410337,0.7,4.6,10.1,68.6,193.4,19,8.00914e-06,0.820255,8.94857e-06,0.0547817,0.791481,0.0,6.7,2.6,75.2,188.0,100,1279683782
55636,1981,2.37007e-05,0.99023,2.72114e-05,0.284877,0.234701,0.9,5.0,10.0,73.1,202.2,43,2.00274e-05,0.983265,2.35543e-05,0.186142,0.418091,0.5,4.6,8.6,72.8,197.9,29,1.43027e-05,0.832293,1.22971e-05,0.128391,0.696057,0.2,7.1,3.2,72.6,191.3,100,1279683782
55638,1969,2.4418e-05,0.990071,2.70057e-05,0.346861,0.270499,0.7,5.5,8.3,70.7,196.6,52,2.02079e-05,0.976578,2.20229e-05,0.258639,0.422742,0.7,5.2,9.2,75.4,190.7,25,1.65939e-05,0.83361,1.47429e-05,0.174137,0.625306,0.2,8.1,4.2,74.0,185.2,100,1279683782
