Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1962,2.22136e-05,0.991131,2.58971e-05,0.225361,0.281484,0.3,5.8,8.5,63.6,184.1,46,1.74986e-05,0.988555,2.11771e-05,0.151873,0.4259,0.3,3.2,9.6,67.7,182.9,32,1.57487e-05,0.850257,1.80914e-05,0.118772,0.536763,0.2,4.3,9.2,65.6,190.5,100,3360583842
55606,1958,2.18207e-05,0.990973,2.51429e-05,0.320032,0.306479,0.6,5.6,7.5,59.4,182.6,48,2.0233e-05,0.987406,2.15886e-05,0.140028,0.41525,0.2,3.7,8.7,66.4,182.9,24,1.54472e-05,0.846537,1.79086e-05,0.1199,0.550239,0.2,3.9,8.9,63.0,196.1,100,3360583842
55608,2016,2.1992e-05,0.990875,2.49943e-05,0.392418,0.305185,0.5,5.1,8.6,62.6,183.2,51,1.84215e-05,0.98819,2.01143e-05,0.163224,0.46143,0.4,3.9,8.4,65.6,177.3,27,1.50817e-05,0.849397,1.77829e-05,0.129545,0.565281,0.2,4.0,9.2,62.2,190.1,100,3360583842
55610,1966,2.23849e-05,0.990923,2.53486e-05,0.156103,0.278419,0.2,3.7,8.5,61.0,194.4,48,1.91616e-05,0.987201,2.14857e-05,0.125124,0.423234,0.1,4.0,7.8,68.5,185.2,17,1.48943e-05,0.842533,1.73714e-05,0.127438,0.570686,0.2,3.6,7.9,61.7,190.4,100,3360583842
55612,1999,2.25563e-05,0.991092,2.48e-05,0.236826,0.292069,0.2,3.6,9.1,64.8,183.9,50,1.80765e-05,0.987599,2.06743e-05,0.135427,0.476308,0.3,3.3,7.5,67.6,178.2,27,1.4755e-05,0.865075,1.83314e-05,0.113187,0.554271,0.0,3.6,6.9,63.2,192.7,100,3360583842
55614,1978,2.17978e-05,0.990865,2.48229e-05,0.272647,0.298213,0.2,5.0,7.8,61.4,186.1,53,1.64866e-05,0.986146,2.17486e-05,0.1292,0.435201,0.0,4.2,7.9,66.1,183.4,26,1.33935e-05,0.856475,1.49829e-05,0.103638,0.63264,0.2,3.4,6.8,60.1,187.3,100,3360583842
55616,1973,2.28738e-05,0.990974,2.38057e-05,0.228992,0.317958,0.3,3.3,8.5,60.9,181.1,51,1.92027e-05,0.986302,2.03314e-05,0.144649,0.475612,0.1,4.2,7.7,68.8,185.2,25,1.48464e-05,1.18129,1.74743e-05,0.193504,0.617021,1.1,6.3,9.9,63.7,179.9,100,3360583842
55618,1972,2.28852e-05,0.99111,2.48229e-05,0.192056,0.310378,0.3,3.8,8.0,59.0,196.0,49,1.91936e-05,0.986251,2.07771e-05,0.133436,0.454198,0.1,4.7,7.9,65.3,179.4,23,1.41085e-05,1.14455,1.624e-05,0.187262,0.633981,0.8,6.5,9.2,61.5,176.9,100,3360583842
55620,1968,2.21679e-05,0.991458,2.52343e-05,0.18971,0.29581,0.3,4.0,9.7,62.8,187.5,46,1.7944e-05,0.984785,2.07657e-05,0.13133,0.457338,0.2,3.5,8.7,65.9,179.4,20,1.32382e-05,1.15718,1.53486e-05,0.177907,0.661848,0.8,5.5,10.9,64.8,181.1,100,3360583842
55622,2014,2.24603e-05,0.991389,2.46514e-05,0.127091,0.324471,0.1,4.1,9.4,60.3,188.9,46,1.91799e-05,0.985156,2.11771e-05,0.121709,0.451282,0.0,4.7,8.1,65.8,183.5,21,1.27904e-05,1.13366,1.54629e-05,0.137753,0.659108,0.3,5.6,10.8,63.4,182.4,100,3360583842
