Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,2006,2.38835e-05,0.989002,2.64343e-05,0.433763,0.269943,0.9,6.2,10.8,69.5,187.6,52,1.99612e-05,0.983828,2.184e-05,0.124658,0.42342,0.0,4.3,11.1,73.8,188.9,30,1.76014e-05,1.16632,1.79314e-05,0.248842,0.537423,0.4,4.2,7.3,72.5,210.4,100,520002076
55606,2004,2.41188e-05,0.989437,2.63657e-05,0.289196,0.295747,0.6,6.5,11.9,71.3,188.2,50,1.71993e-05,0.984945,2.152e-05,0.124248,0.415749,0.0,3.8,9.3,72.6,192.2,31,1.61645e-05,1.1726,1.75086e-05,0.186037,0.575577,0.3,4.3,6.3,74.1,205.8,100,520002076
55608,1968,2.37259e-05,0.989611,2.64343e-05,0.215944,0.278594,0.2,5.8,11.5,70.1,186.1,55,1.84649e-05,0.983215,2.11886e-05,0.126737,0.445741,0.1,4.6,9.3,73.6,196.6,29,1.46065e-05,1.14293,1.86971e-05,0.242427,0.518102,0.4,4.0,6.2,72.7,209.3,100,520002076
55610,1979,2.38561e-05,0.989568,2.64914e-05,0.295473,0.256868,0.6,3.9,11.9,70.3,189.3,44,2.00777e-05,0.984903,2.18629e-05,0.244283,0.402124,0.2,4.6,9.3,72.2,192.1,18,1.57487e-05,1.22841,1.728e-05,0.243275,0.573058,0.6,2.9,6.2,74.1,212.5,100,520002076
55612,1961,2.37304e-05,0.989338,2.62857e-05,0.232577,0.28493,0.3,5.2,11.7,71.0,189.6,49,1.89012e-05,0.983692,2.176e-05,0.110957,0.42739,0.1,4.4,10.2,72.5,189.8,25,1.43872e-05,1.10706,1.65143e-05,0.235136,0.592452,0.6,3.6,6.5,72.3,213.7,100,520002076
55614,2003,2.34358e-05,0.989212,2.63086e-05,0.328131,0.296553,0.5,6.4,11.9,70.1,187.5,46,1.87162e-05,0.984308,2.25371e-05,0.273265,0.402423,0.1,5.2,10.2,73.3,190.7,29,1.38755e-05,0.941483,1.75429e-05,0.189375,0.565022,0.2,3.5,4.2,77.3,216.4,100,520002076
55616,1957,2.35203e-05,0.989443,2.55314e-05,0.246826,0.274124,0.5,5.4,11.3,65.7,190.3,46,1.85585e-05,0.984124,2.23771e-05,0.356833,0.413232,0.3,5.0,10.8,75.2,197.8,28,1.39555e-05,0.881085,1.53486e-05,0.139955,0.620205,0.3,2.5,6.5,73.8,212.4,100,520002076
55618,1927,2.38241e-05,0.989476,2.592e-05,0.234926,0.299372,0.4,6.0,11.6,67.0,190.3,45,2.05277e-05,0.983777,2.10514e-05,0.229586,0.421278,0.2,4.6,8.9,76.8,190.9,27,1.37658e-05,0.913953,1.64114e-05,0.215065,0.572057,0.7,3.5,3.6,76.1,207.8,100,520002076
55620,1991,2.39817e-05,0.989627,2.59771e-05,0.243391,0.300385,0.5,5.8,10.4,66.5,186.0,42,1.84238e-05,0.981976,1.93257e-05,0.197899,0.480694,0.1,4.1,9.6,72.9,192.6,25,1.36905e-05,1.17444,1.624e-05,0.174195,0.596648,0.4,3.8,5.0,78.7,215.3,100,520002076
55622,1968,2.45574e-05,0.989701,2.71771e-05,0.345327,0.269856,0.5,6.0,11.7,74.7,190.4,50,1.86202e-05,0.980609,2.05257e-05,0.362278,0.48872,0.2,5.9,8.5,74.7,194.1,29,1.35991e-05,1.1367,1.62971e-05,0.26565,0.620017,0.4,4.4,4.2,71.1,208.3,100,520002076
55624,1969,2.38858e-05,0.989645,2.62743e-05,0.436672,0.294245,0.7,5.1,10.6,65.9,184.6,50,1.89081e-05,0.981004,2.04914e-05,0.219904,0.458105,0.1,4.7,10.0,73.1,189.3,30,1.27219e-05,0.910716,1.49486e-05,0.192825,0.676958,0.2,4.4,3.4,72.2,216.8,100,520002076
55626,2020,2.37738e-05,0.989592,2.60571e-05,0.171585,0.286185,0.1,5.0,10.9,67.4,189.2,50,1.68407e-05,0.9814,2.09029e-05,0.138325,0.454699,0.1,4.8,10.2,75.5,196.7,27,1.06088e-05,0.860974,1.44114e-05,0.179412,0.655391,0.3,3.5,5.9,76.4,208.0,100,520002076
