Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1936,2.31776e-05,0.990706,2.54857e-05,0.366833,0.294091,0.2,5.2,9.8,56.9,182.3,52,1.96733e-05,0.986335,2.22971e-05,0.168267,0.435832,0.2,5.3,10.9,60.6,180.6,26,1.18698e-05,0.84958,1.30171e-05,0.0505755,0.693159,0.1,1.8,8.6,59.3,187.6,100,76726283
55606,1975,2.33352e-05,0.990753,2.51429e-05,0.153558,0.296628,0.0,4.9,9.4,56.3,179.7,47,2.12085e-05,0.985902,2.45143e-05,0.138264,0.376291,0.2,4.2,10.5,59.3,189.0,26,1.13375e-05,0.856192,1.21943e-05,0.0486709,0.713436,0.1,1.9,8.6,58.4,189.6,100,76726283
55608,1960,2.2691e-05,0.990986,2.55771e-05,0.235344,0.271155,0.7,5.3,9.5,54.3,178.0,45,1.93078e-05,0.983237,2.37486e-05,0.206504,0.393179,0.3,6.2,10.0,61.7,185.8,21,9.76585e-06,0.855846,1.232e-05,0.0403224,0.709532,0.0,2.3,9.0,56.9,185.0,100,76726283
55610,2003,2.30406e-05,0.990934,2.66057e-05,0.147251,0.248528,0.1,4.5,8.8,56.2,188.5,50,1.99772e-05,0.980903,2.34057e-05,0.173092,0.425191,0.2,5.1,10.3,61.2,186.4,15,1.02867e-05,0.851535,1.22743e-05,0.0819809,0.701773,0.3,2.7,8.7,56.2,182.7,100,76726283
55612,1985,2.39954e-05,0.990607,2.56e-05,0.359594,0.308956,0.3,5.2,8.9,54.2,175.3,43,2.11262e-05,0.979435,2.22514e-05,0.123183,0.441711,0.1,4.8,9.8,61.6,185.5,29,9.24729e-06,0.856544,1.08457e-05,0.099475,0.750457,0.6,2.7,7.3,60.0,183.6,100,76726283
55614,1983,2.33786e-05,0.990603,2.54514e-05,0.248257,0.294418,0.2,4.8,8.2,54.4,183.0,49,1.93581e-05,0.973948,2.38171e-05,0.232899,0.421143,0.6,7.3,10.0,61.5,184.5,25,9.39577e-06,0.829935,1.00229e-05,0.0641152,0.777131,0.4,2.9,8.2,57.3,180.2,100,76726283
55616,1991,2.33992e-05,0.990559,2.67771e-05,0.198849,0.262168,0.5,5.5,10.2,59.5,180.1,51,1.91982e-05,0.975094,2.24686e-05,0.175129,0.44369,0.3,6.3,9.5,64.1,181.3,30,9.17876e-06,0.845027,1.06057e-05,0.0811982,0.771094,0.4,2.3,8.4,57.6,183.9,100,76726283
55618,1963,2.33855e-05,0.990608,2.55657e-05,0.204452,0.301121,0.3,6.1,8.6,57.0,178.7,56,2.03221e-05,0.970236,2.41143e-05,0.190301,0.398953,0.8,6.4,10.8,62.1,187.4,26,8.68304e-06,0.935893,1.06514e-05,0.0363442,0.765004,0.0,3.7,8.8,54.4,178.9,100,76726283
55620,1957,2.21793e-05,0.990716,2.57257e-05,0.165544,0.289568,0.3,4.6,10.6,57.8,187.1,50,2.04318e-05,0.970344,2.27657e-05,0.150655,0.443095,0.4,5.8,9.9,63.1,187.3,35,7.63678e-06,1.11716,8.82286e-06,0.0548573,0.81375,0.1,4.0,9.1,54.1,174.4,100,76726283
55622,1985,2.29994e-05,0.99052,2.61257e-05,0.154234,0.274111,0.0,4.7,10.8,60.8,180.4,46,1.94929e-05,0.977316,2.37829e-05,0.231904,0.422789,0.6,6.0,10.9,63.5,187.9,19,6.83038e-06,1.16959,7.24571e-06,0.0607009,0.866581,0.2,4.1,9.3,55.5,176.5,100,76726283
55624,2032,2.21017e-05,0.990526,2.59657e-05,0.207779,0.272111,0.2,5.4,9.4,60.5,180.8,51,2.02147e-05,0.974252,2.38514e-05,0.236157,0.426812,0.6,7.9,10.4,67.1,187.5,28,5.35694e-06,0.911767,7.05143e-06,0.0782213,0.856342,0.5,3.9,7.6,55.3,180.1,100,76726283
55626,1992,2.27276e-05,0.990596,2.6e-05,0.206667,0.284568,0.3,5.8,9.7,57.8,179.3,49,2.07447e-05,0.974439,2.27543e-05,0.215139,0.451045,0.5,7.4,13.5,62.4,192.3,27,6.06968e-06,0.898049,7.76e-06,0.0997264,0.840577,0.5,5.5,9.8,52.4,173.5,100,76726283
