Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1959,2.42444e-05,0.990895,2.75086e-05,0.17332,0.260846,0.3,4.8,9.4,71.4,210.5,54,1.90977e-05,0.97896,2.07886e-05,0.111316,0.453232,0.0,5.2,10.5,57.3,205.7,28,1.03324e-05,0.841808,1.22971e-05,0.160553,0.738977,0.5,4.9,11.5,77.5,205.8,100,3680763423
55606,1982,2.45368e-05,0.991198,2.75086e-05,0.23436,0.272295,0.3,5.8,10.1,70.2,219.4,44,1.83415e-05,0.975705,2.19086e-05,0.136132,0.434644,0.0,6.3,11.3,58.4,208.0,20,1.03826e-05,0.816599,1.12114e-05,0.176347,0.774953,0.4,5.9,12.0,75.5,206.2,100,3680763423
55608,1996,2.40183e-05,0.991216,2.57257e-05,0.402976,0.309497,1.0,5.9,9.6,68.6,210.9,46,1.65163e-05,0.976714,1.98857e-05,0.135058,0.485051,0.0,5.7,11.1,57.7,208.9,31,1.06819e-05,0.825342,1.14514e-05,0.165115,0.766988,0.3,7.1,12.1,75.9,208.1,100,3680763423
55610,1961,2.40388e-05,0.990946,2.70286e-05,0.306313,0.267594,0.4,4.9,10.9,75.1,208.7,50,1.7245e-05,0.976636,2.22857e-05,0.152947,0.439674,0.0,7.5,10.2,58.9,201.8,24,9.02799e-06,0.831481,1.02171e-05,0.187972,0.80545,0.4,5.4,12.3,80.3,208.0,100,3680763423
55612,1983,2.45186e-05,0.991163,2.704e-05,0.197866,0.258025,0.4,4.8,9.9,66.7,215.4,48,1.79326e-05,0.975835,2.18171e-05,0.136177,0.433799,0.0,6.3,10.2,58.9,206.1,21,9.48715e-06,0.814132,1.00914e-05,0.192298,0.803291,0.6,7.1,12.8,78.3,206.3,100,3680763423
55614,1987,2.41097e-05,0.991105,2.62629e-05,0.176409,0.263299,0.1,5.7,8.9,70.6,211.7,50,1.78595e-05,0.976962,2.01486e-05,0.116895,0.472343,0.0,5.8,10.6,55.8,203.3,28,8.73558e-06,0.825246,1.08114e-05,0.127278,0.774724,0.1,7.4,10.8,83.8,206.8,100,3680763423
55616,1991,2.43884e-05,0.991189,2.77143e-05,0.170738,0.260452,0.3,4.0,10.8,69.8,215.2,46,1.7245e-05,0.976841,2.10171e-05,0.132422,0.430929,0.0,5.5,11.8,57.4,211.8,23,8.6739e-06,0.826993,9.49714e-06,0.195982,0.813309,0.3,7.7,11.0,83.4,204.9,100,3680763423
55618,2031,2.3486e-05,0.990953,2.75429e-05,0.209183,0.255881,0.4,5.6,8.8,70.9,208.7,49,1.70828e-05,0.974442,2.17486e-05,0.122136,0.432146,0.0,6.4,10.5,59.0,203.1,28,5.33866e-06,0.813519,8.45714e-06,0.0822725,0.838443,0.1,7.4,9.2,84.9,209.8,100,3680763423
55620,2000,2.45071e-05,0.990894,2.73486e-05,0.136912,0.29115,0.2,3.9,10.7,72.5,215.4,52,1.72838e-05,0.973994,2.07314e-05,0.123149,0.448053,0.0,5.8,11.3,60.1,204.3,24,7.13878e-06,0.819205,8.02286e-06,0.0755603,0.834666,0.0,7.0,9.3,87.0,210.6,100,3680763423
55622,1945,2.35637e-05,0.990682,2.68457e-05,0.241599,0.259372,0.4,6.2,8.5,69.5,217.1,48,1.86865e-05,0.974823,2.16114e-05,0.156254,0.44302,0.0,7.4,11.6,61.1,210.4,23,6.18846e-06,0.82964,6.82286e-06,0.0508008,0.866348,0.0,7.6,8.7,85.6,210.8,100,3680763423
