Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1990,2.50645e-05,0.991435,2.76914e-05,0.172901,0.252694,0.4,4.0,7.4,61.1,218.7,50,2.06945e-05,0.988276,2.29486e-05,0.0896827,0.368236,0.0,3.2,7.4,53.2,217.0,34,1.00537e-05,0.86723,1.12343e-05,0.553637,0.72348,0.5,5.7,5.4,54.1,212.4,100,2177067659
55606,1979,2.44866e-05,0.991267,2.69257e-05,0.149796,0.263773,0.2,4.5,9.4,59.0,214.2,51,1.87504e-05,0.988708,2.32457e-05,0.231029,0.359661,0.1,4.5,8.5,54.5,208.2,31,9.61051e-06,1.23087,1.20571e-05,0.580231,0.709416,0.5,6.5,6.2,52.7,211.7,100,2177067659
55608,1964,2.55237e-05,0.991208,2.70286e-05,0.250148,0.254518,0.3,5.3,9.0,59.6,218.0,49,1.84329e-05,0.987852,2.09829e-05,0.20878,0.42161,0.1,3.4,7.4,54.8,217.8,21,9.42547e-06,0.933801,1.096e-05,0.557892,0.755625,0.5,6.1,6.1,52.3,210.7,100,2177067659
55610,2021,2.46922e-05,0.991349,2.74743e-05,0.276598,0.27836,0.5,4.8,8.5,61.4,218.7,48,1.92187e-05,0.986376,2.14857e-05,0.107977,0.413047,0.0,3.7,7.5,50.9,212.5,22,9.06225e-06,1.22528,1.112e-05,0.465309,0.730929,0.4,4.8,4.4,54.0,215.2,100,2177067659
55612,1978,2.40777e-05,0.991381,2.77714e-05,0.356169,0.253767,0.4,4.3,7.3,58.6,222.1,51,1.93238e-05,0.98732,2.22171e-05,0.21105,0.402624,0.1,3.8,6.6,53.5,208.7,29,1.00583e-05,1.16717,1.19314e-05,0.253643,0.696701,0.2,4.2,5.3,54.8,212.4,100,2177067659
55614,2009,2.4747e-05,0.991485,2.70286e-05,0.35559,0.251062,0.2,5.0,7.9,60.8,219.3,47,1.79623e-05,0.987366,2.03086e-05,0.187604,0.465471,0.1,3.6,6.6,52.4,213.7,24,9.75214e-06,1.12239,1.19429e-05,0.0764421,0.709214,0.0,4.9,4.6,55.2,212.2,100,2177067659
55616,2022,2.49572e-05,0.991348,2.80229e-05,0.383066,0.270248,0.3,4.8,7.5,60.7,222.5,58,1.93147e-05,0.985541,2.10286e-05,0.113877,0.426908,0.0,4.2,8.2,52.9,215.4,28,9.21302e-06,1.20396,1.09029e-05,0.0688145,0.744791,0.0,4.8,4.3,52.3,213.1,100,2177067659
55618,1987,2.50577e-05,0.991368,2.728e-05,0.17617,0.262677,0.2,4.8,7.8,59.7,220.5,45,1.86019e-05,0.987014,2.112e-05,0.225722,0.423692,0.1,3.9,6.3,54.8,217.4,28,9.19932e-06,1.24401,1.008e-05,0.0590695,0.775653,0.0,4.6,5.8,51.7,209.9,100,2177067659
55620,2000,2.48041e-05,0.991072,2.69029e-05,0.28079,0.260035,0.5,4.2,8.6,63.6,212.4,50,1.7526e-05,0.985169,2.08571e-05,0.185493,0.444928,0.1,3.6,7.3,53.0,215.0,26,7.91319e-06,1.18882,1.016e-05,0.0764323,0.76808,0.0,4.8,5.0,51.8,213.8,100,2177067659
55622,1957,2.39954e-05,0.991161,2.61371e-05,0.542185,0.2707,0.5,4.2,8.4,56.5,220.2,47,1.79783e-05,0.983721,2.05486e-05,0.101566,0.464002,0.0,4.0,6.6,56.6,209.7,14,9.60137e-06,1.22665,1.04457e-05,0.0955439,0.757099,0.0,5.4,5.3,53.3,211.1,100,2177067659
