Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1982,2.63804e-05,0.991415,2.8e-05,0.136574,0.248593,0.1,3.7,9.0,63.1,227.0,109,2.04272e-05,0.983569,2.384e-05,0.160256,0.375192,0.4,3.9,9.2,58.9,218.2,10,2.61336e-05,0.993384,2.94857e-05,0.175374,0.216014,0.3,5.0,8.1,60.4,227.5,100,603119006
55568,2008,2.52199e-05,0.991478,2.88686e-05,0.181021,0.22096,0.1,5.2,8.6,61.1,223.3,112,2.05026e-05,0.984527,2.264e-05,0.115498,0.408283,0.2,4.0,9.5,59.2,213.6,19,2.46945e-05,0.889284,2.95886e-05,0.188488,0.22664,0.4,5.3,6.8,67.8,220.6,100,603119006
55570,2001,2.50394e-05,0.991421,2.77714e-05,0.162833,0.253932,0.2,4.6,8.0,57.0,225.4,114,2.02444e-05,0.9835,2.39771e-05,0.151132,0.373409,0.4,3.4,7.9,60.2,213.5,25,2.01462e-05,0.852204,2.392e-05,0.184812,0.389953,0.5,6.2,6.0,70.6,220.6,100,603119006
55572,1977,2.59143e-05,0.991426,2.848e-05,0.181164,0.223494,0.3,4.9,8.4,59.8,223.3,113,1.98058e-05,0.984574,2.25143e-05,0.119304,0.396356,0.1,4.2,7.7,61.3,219.0,29,2.03587e-05,0.851482,2.41029e-05,0.203588,0.379158,1.0,6.9,5.7,73.4,221.2,100,603119006
55574,1949,2.59623e-05,0.991398,2.82286e-05,0.169505,0.233706,0.2,4.7,8.3,61.0,219.8,123,2.00046e-05,0.982373,2.09486e-05,0.131648,0.456348,0.2,4.3,8.5,59.5,217.4,23,2.11719e-05,0.840764,2.21486e-05,0.17493,0.456967,0.7,6.3,4.9,71.4,222.0,100,603119006
55576,1978,2.57796e-05,0.991311,2.87657e-05,0.171469,0.236984,0.3,4.3,9.4,64.9,225.7,123,2.01553e-05,0.982118,2.28114e-05,0.145342,0.377816,0.5,4.0,6.8,61.2,212.8,28,2.10668e-05,0.845279,2.29829e-05,0.205081,0.416347,0.7,6.3,4.5,73.4,221.8,100,603119006
55578,1997,2.63507e-05,0.991294,2.76914e-05,0.198287,0.25205,0.3,5.6,8.6,60.3,221.7,128,1.96642e-05,0.984576,2.14857e-05,0.205447,0.430212,0.7,3.7,7.7,58.3,209.5,28,1.96916e-05,0.852469,2.17371e-05,0.129477,0.45401,0.4,4.4,4.7,75.6,222.4,100,603119006
55580,2018,2.551e-05,0.991157,2.90286e-05,0.213137,0.228588,0.6,4.4,7.1,62.8,224.5,124,1.97944e-05,0.984697,2.344e-05,0.106124,0.357744,0.1,3.5,6.9,58.7,215.8,21,2.04249e-05,0.83362,2.39086e-05,0.161752,0.420937,1.0,6.4,5.2,76.6,227.9,100,603119006
55582,2011,2.60445e-05,0.991156,2.89143e-05,0.281693,0.230686,0.9,5.9,8.1,59.7,228.3,47,2.05643e-05,0.982866,2.31657e-05,0.125179,0.409221,0.1,3.3,7.0,63.5,212.8,18,1.72633e-05,0.836939,2.15657e-05,0.126163,0.479109,0.7,4.5,5.0,74.9,224.9,100,603119006
55584,1982,2.48292e-05,0.991041,2.86057e-05,0.152859,0.219571,0.2,3.9,8.2,62.6,223.0,49,1.98584e-05,0.981897,2.30514e-05,0.136946,0.395962,0.2,5.4,6.8,62.4,216.6,30,1.85425e-05,0.846916,2.35086e-05,0.17422,0.436181,0.8,4.8,5.1,73.1,228.9,100,603119006
55586,2042,2.56128e-05,0.990867,2.83657e-05,0.212931,0.239616,0.3,5.8,8.7,60.0,232.3,50,1.92827e-05,0.983524,2.19543e-05,0.128413,0.435295,0.2,4.8,7.3,59.2,215.0,24,1.96025e-05,0.836731,2.064e-05,0.172145,0.507164,0.8,5.7,5.4,75.2,225.6,100,603119006
55588,1948,2.57179e-05,0.990989,2.85029e-05,0.19206,0.21314,0.4,5.0,7.3,59.3,221.4,50,2.10737e-05,0.984531,2.30171e-05,0.142391,0.396467,0.1,4.7,8.3,60.2,211.2,28,1.91114e-05,0.851815,2.21943e-05,0.22383,0.481353,0.7,5.0,6.0,72.2,216.0,100,603119006
55590,1996,2.6008e-05,0.990923,2.83657e-05,0.306306,0.232927,0.6,5.4,9.6,61.1,219.2,53,2.0313e-05,0.98369,2.34286e-05,0.108582,0.397557,0.2,3.4,7.0,61.8,214.5,23,1.92484e-05,0.855079,2.16457e-05,0.152066,0.494156,0.6,3.8,6.0,74.8,222.2,100,603119006
55592,1967,2.66705e-05,0.99106,2.816e-05,0.1964,0.219711,0.4,4.8,9.1,61.7,230.6,47,2.01919e-05,0.986116,2.27771e-05,0.100716,0.412868,0.0,3.4,7.6,62.0,211.1,18,1.77704e-05,0.860232,1.95657e-05,0.184145,0.557902,0.8,3.8,6.1,74.2,222.0,100,603119006
55594,1997,2.47447e-05,0.99123,2.82514e-05,0.185971,0.247109,0.5,4.6,8.0,61.3,220.7,51,2.07173e-05,0.986278,2.21943e-05,0.137464,0.41197,0.3,3.9,7.6,58.2,210.0,28,1.7839e-05,0.859569,1.95657e-05,0.16256,0.555529,0.9,3.6,5.9,76.2,224.4,100,603119006
55596,1959,2.51879e-05,0.991028,2.78514e-05,0.17743,0.231019,0.5,3.8,7.5,60.6,217.8,48,2.04592e-05,0.987479,2.27314e-05,0.106278,0.402309,0.0,4.1,9.2,61.6,208.3,14,1.79166e-05,0.854361,2.024e-05,0.156187,0.554365,0.7,3.8,5.3,78.9,225.2,100,603119006
55598,1970,2.48909e-05,0.991055,2.78971e-05,0.180581,0.213395,0.2,4.9,7.5,62.4,223.9,49,1.85014e-05,0.985149,2.112e-05,0.160402,0.464248,0.4,4.8,8.1,60.3,211.0,35,1.7341e-05,0.850627,1.83657e-05,0.120403,0.589485,0.7,3.5,7.0,80.2,226.0,100,603119006
55600,1999,2.47264e-05,0.991148,2.82514e-05,0.211679,0.220355,0.3,5.5,8.6,56.3,227.5,53,2.14095e-05,0.984582,2.24686e-05,0.114747,0.423004,0.1,4.5,7.6,60.7,212.2,17,1.5719e-05,0.845937,1.79886e-05,0.126736,0.610661,0.6,3.1,6.5,78.8,223.3,100,603119006
55602,2010,2.54255e-05,0.991289,2.92686e-05,0.21079,0.211651,0.5,5.3,9.9,59.6,230.0,48,2.32393e-05,0.984347,2.21486e-05,0.161582,0.424507,0.4,4.3,8.2,63.0,203.5,14,1.5719e-05,0.845349,1.76914e-05,0.113587,0.623898,0.4,3.3,6.5,78.4,220.8,100,603119006
