Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1952,2.42947e-05,0.98956,2.73143e-05,0.294573,0.283535,0.6,5.0,10.5,67.3,216.0,108,2.12267e-05,0.978288,2.32343e-05,0.181423,0.388155,0.7,4.1,7.8,64.5,225.6,10,2.3831e-05,0.99299,2.70629e-05,0.14651,0.225674,0.2,4.4,9.7,64.5,216.0,100,2657169429
55568,2004,2.45711e-05,0.989403,2.57943e-05,0.233516,0.287072,0.4,7.3,8.8,64.3,223.7,110,1.96276e-05,0.978646,2.41257e-05,0.135887,0.364928,0.2,4.8,8.8,63.8,221.4,27,2.3502e-05,1.20972,2.68686e-05,0.13287,0.262126,0.2,4.1,10.6,64.1,217.6,100,2657169429
55570,1996,2.44546e-05,0.989423,2.74743e-05,0.201606,0.278126,0.2,5.4,11.1,67.2,220.8,120,2.03975e-05,0.981822,2.30171e-05,0.20546,0.384345,0.5,5.3,8.8,66.2,226.7,26,2.14552e-05,1.16479,2.59314e-05,0.131625,0.27622,0.1,4.2,11.4,66.2,213.3,100,2657169429
55572,2004,2.34495e-05,0.989476,2.76571e-05,0.182734,0.264924,0.2,5.3,10.4,61.9,219.7,120,1.99406e-05,0.984112,2.20914e-05,0.0960259,0.432763,0.1,3.8,7.4,61.8,220.2,33,2.07676e-05,0.950841,2.58057e-05,0.138659,0.284088,0.3,3.5,12.2,65.1,211.1,100,2657169429
55574,1960,2.46945e-05,0.989909,2.74057e-05,0.185216,0.252515,0.2,5.4,9.0,67.5,223.0,121,1.93992e-05,0.983053,2.31771e-05,0.144077,0.398794,0.3,3.9,8.1,65.7,219.1,29,2.05985e-05,0.956533,1.976e-05,0.086963,0.451836,0.1,3.2,9.8,62.6,214.2,100,2657169429
55576,1987,2.48247e-05,0.989935,2.72229e-05,0.166132,0.256163,0.0,5.1,8.6,64.7,221.7,113,2.08475e-05,0.982474,2.15314e-05,0.165784,0.444868,0.4,4.2,8.1,63.6,220.2,25,1.58469e-05,0.905368,2.20114e-05,0.149727,0.41415,0.5,3.8,9.2,60.7,212.7,100,2657169429
55578,2007,2.35979e-05,0.989785,2.752e-05,0.161671,0.24969,0.2,5.3,8.7,66.4,218.5,114,1.88738e-05,0.980115,2.25486e-05,0.154607,0.396522,0.5,3.9,7.8,65.3,222.4,34,1.6683e-05,0.934506,2.14629e-05,0.178656,0.396337,0.6,5.1,12.4,56.4,218.0,100,2657169429
55580,1988,2.37076e-05,0.989608,2.62971e-05,0.179599,0.27915,0.1,5.2,10.6,63.3,212.4,124,2.03746e-05,0.980047,2.32343e-05,0.155555,0.408421,0.3,4.7,8.7,62.6,218.3,30,1.95294e-05,1.18935,2.07771e-05,0.156498,0.439088,0.3,5.4,12.5,63.1,213.4,100,2657169429
55582,2032,2.53455e-05,0.989696,2.72457e-05,0.150338,0.260079,0.0,5.2,10.2,65.3,222.4,47,1.92233e-05,0.980742,2.31314e-05,0.185528,0.384164,0.4,4.5,8.9,62.7,224.6,28,1.64729e-05,1.18933,2.04343e-05,0.13958,0.468759,0.2,6.0,11.3,62.4,216.9,100,2657169429
55584,2024,2.41782e-05,0.989579,2.66286e-05,0.174282,0.27471,0.2,5.4,9.7,62.8,213.2,52,2.01828e-05,0.98067,2.29486e-05,0.212199,0.396699,0.5,4.6,8.7,62.4,225.1,24,1.84009e-05,1.20248,2.27314e-05,0.151431,0.407613,0.3,4.6,11.1,62.0,216.5,100,2657169429
