Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1942,2.54757e-05,0.991226,2.79886e-05,0.24071,0.249681,0.3,4.6,9.5,66.7,216.8,106,2.02559e-05,0.980654,2.51429e-05,0.113814,0.367775,0.0,3.1,12.3,73.6,226.0,10,2.42284e-05,0.988545,2.74857e-05,0.135897,0.274475,0.1,4.4,10.2,65.9,216.4,100,527118661
55568,1975,2.41805e-05,0.991471,2.74971e-05,0.140204,0.26678,0.3,3.7,8.9,69.1,225.7,112,2.16471e-05,0.980313,2.448e-05,0.110488,0.342891,0.0,3.0,12.2,71.8,235.3,28,2.33786e-05,1.16049,2.73829e-05,0.133484,0.275957,0.1,4.3,9.1,64.0,217.0,100,527118661
55570,1993,2.53524e-05,0.991162,2.77029e-05,0.176516,0.24769,0.3,4.9,9.9,63.9,216.7,108,2.0016e-05,0.980654,2.20686e-05,0.101727,0.426348,0.0,3.0,11.7,71.4,234.2,19,2.36779e-05,1.20342,2.76686e-05,0.132936,0.27457,0.0,4.8,9.1,65.3,216.5,100,527118661
55572,1991,2.43518e-05,0.991198,2.77714e-05,0.183826,0.258821,0.6,4.5,9.1,66.2,218.8,111,2.17521e-05,0.98098,2.20914e-05,0.0939448,0.422244,0.0,3.1,10.5,68.2,232.1,25,2.23438e-05,0.945834,2.78971e-05,0.13258,0.2469,0.0,3.7,9.2,62.5,219.7,100,527118661
55574,1974,2.5309e-05,0.991369,2.72229e-05,0.119098,0.275642,0.2,3.3,6.5,68.8,226.4,112,2.20925e-05,0.98112,2.24e-05,0.114365,0.422479,0.0,3.4,12.1,70.8,229.9,20,2.29606e-05,1.27404,2.62514e-05,0.147167,0.310145,0.0,5.5,7.4,63.1,217.4,100,527118661
55576,1961,2.45597e-05,0.991307,2.84571e-05,0.242216,0.238636,0.6,5.6,10.3,65.4,220.5,124,2.05368e-05,0.982818,2.32e-05,0.127701,0.407427,0.0,3.6,12.1,72.0,227.8,26,2.2675e-05,1.22112,2.73486e-05,0.0880053,0.300933,0.0,3.5,6.7,65.1,218.3,100,527118661
55578,2028,2.48087e-05,0.991186,2.78857e-05,0.215501,0.235164,0.5,4.6,9.2,64.6,224.1,112,2.08909e-05,0.981942,2.32686e-05,0.120781,0.406326,0.0,3.9,11.6,71.4,234.6,30,2.20354e-05,1.15928,2.312e-05,0.14827,0.40159,0.1,5.8,7.0,61.7,220.1,100,527118661
55580,1948,2.46556e-05,0.991421,2.83314e-05,0.156003,0.252847,0.2,4.7,9.4,65.0,221.7,123,2.06305e-05,0.980781,2.31429e-05,0.110651,0.426259,0.0,3.5,12.3,69.4,230.7,24,2.06488e-05,1.19604,2.55086e-05,0.128191,0.320868,0.0,5.7,6.5,65.0,219.3,100,527118661
55582,2026,2.51765e-05,0.991365,2.86171e-05,0.12992,0.233473,0.1,4.1,8.6,65.3,222.6,43,2.10737e-05,0.981586,2.19543e-05,0.0957029,0.45228,0.0,3.5,13.6,72.1,231.9,23,2.05894e-05,1.17972,2.39886e-05,0.147073,0.377793,0.0,6.1,6.2,66.3,214.4,100,527118661
55584,1985,2.54506e-05,0.991246,2.784e-05,0.132922,0.253415,0.0,4.6,9.6,65.5,215.4,48,1.93558e-05,0.97936,2.34629e-05,0.100889,0.400555,0.0,3.1,13.5,72.1,236.1,25,2.03221e-05,1.16678,2.30514e-05,0.133786,0.396502,0.0,5.6,8.8,66.5,209.8,100,527118661
