Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,2016,2.48384e-05,0.990819,2.736e-05,0.204666,0.267291,0.5,4.3,10.3,56.5,199.7,107,2.18709e-05,0.987148,2.27314e-05,0.10525,0.388821,0.0,4.5,12.1,56.4,199.5,10,2.52359e-05,0.989873,2.77943e-05,0.307643,0.264462,0.4,5.4,10.1,62.3,198.4,100,1156955421
55568,2014,2.45071e-05,0.990575,2.68e-05,0.209171,0.280688,0.3,4.6,10.0,63.4,199.6,120,2.22913e-05,0.987168,2.39771e-05,0.123895,0.339707,0.2,3.5,10.1,58.3,195.3,33,2.26042e-05,0.939391,2.74171e-05,0.12769,0.297879,0.1,3.7,10.4,64.7,192.8,100,1156955421
55570,2012,2.42193e-05,0.990643,2.81143e-05,0.225996,0.251699,0.4,6.1,10.1,57.2,195.6,115,2.12244e-05,0.987546,2.46629e-05,0.133286,0.360524,0.2,3.9,9.1,57.5,197.4,17,2.42216e-05,1.13099,2.81486e-05,0.292973,0.28046,0.8,5.7,11.1,64.7,194.9,100,1156955421
55572,1993,2.46716e-05,0.990944,2.77486e-05,0.260385,0.260751,0.6,6.6,11.1,60.8,199.3,112,2.21816e-05,0.987226,2.40571e-05,0.0879298,0.372611,0.1,2.8,12.0,60.5,195.5,28,2.32439e-05,1.15517,2.624e-05,0.263157,0.321958,0.6,5.4,11.4,66.1,197.4,100,1156955421
55574,1975,2.48841e-05,0.99077,2.72457e-05,0.160111,0.278463,0.1,5.3,8.5,57.8,194.8,123,2.12747e-05,0.988999,2.45143e-05,0.102867,0.355973,0.1,3.6,10.0,61.6,197.3,23,2.22958e-05,1.18791,2.47429e-05,0.266584,0.363902,0.7,5.6,10.2,65.5,194.1,100,1156955421
55576,1983,2.50691e-05,0.990759,2.74286e-05,0.322197,0.265069,0.5,5.6,8.9,59.6,198.4,118,2.1229e-05,0.988723,2.352e-05,0.0876482,0.377447,0.1,2.7,9.9,59.7,191.1,29,2.0699e-05,0.906548,2.53829e-05,0.295004,0.35292,0.9,4.6,8.6,64.7,190.3,100,1156955421
55578,1994,2.46374e-05,0.990651,2.81714e-05,0.328265,0.235614,0.4,6.3,9.6,61.9,199.3,120,2.07904e-05,0.98823,2.36e-05,0.104388,0.365808,0.1,4.0,9.7,58.8,192.4,22,1.80948e-05,0.877573,2.20457e-05,0.221886,0.470962,0.3,5.5,9.9,57.3,202.8,100,1156955421
55580,1968,2.52016e-05,0.990849,2.72e-05,0.286835,0.258645,0.4,6.2,9.4,56.4,196.4,121,2.11057e-05,0.98797,2.36914e-05,0.119358,0.372035,0.2,4.0,12.4,59.3,199.9,32,1.58995e-05,0.850548,1.744e-05,0.214953,0.587109,0.3,4.9,9.7,59.1,200.1,100,1156955421
55582,2004,2.52176e-05,0.99077,2.83543e-05,0.306333,0.257712,0.5,5.4,12.4,60.0,198.0,48,2.21999e-05,0.987916,2.23314e-05,0.0765775,0.420687,0.0,4.1,10.3,60.2,198.0,26,1.48532e-05,0.841774,1.95657e-05,0.149465,0.53495,0.2,4.5,11.3,59.6,199.9,100,1156955421
55584,2003,2.46442e-05,0.990633,2.72343e-05,0.218456,0.256927,0.6,4.8,10.3,60.0,193.7,45,2.04272e-05,0.987727,2.27657e-05,0.115609,0.402098,0.2,3.6,10.4,60.9,202.9,33,1.45563e-05,0.875731,1.90629e-05,0.273027,0.532715,0.8,5.6,10.8,57.4,189.7,100,1156955421
