Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1922,2.28875e-05,0.989712,2.56229e-05,0.180843,0.299995,0.3,4.8,8.2,75.4,174.1,112,2.09503e-05,0.976125,2.504e-05,0.300968,0.303378,0.7,9.0,10.7,72.4,184.4,10,2.355e-05,0.992573,2.58514e-05,0.153972,0.286579,0.2,4.0,9.1,72.7,180.5,100,3577167572
55568,1940,2.3751e-05,0.989797,2.60457e-05,0.225094,0.278041,0.2,7.0,9.1,69.9,187.6,123,2.16425e-05,0.9795,2.50286e-05,0.217928,0.318996,0.3,7.6,10.0,67.5,188.2,31,2.20674e-05,0.904273,2.6e-05,0.0950992,0.273879,0.0,3.7,7.4,73.5,180.0,100,3577167572
55570,1986,2.25837e-05,0.989704,2.59771e-05,0.203941,0.28248,0.4,5.4,8.5,74.3,185.0,119,2.12496e-05,0.977597,2.30514e-05,0.232078,0.406044,0.8,7.4,10.5,72.6,190.1,21,2.14209e-05,1.18076,2.46171e-05,0.105481,0.304942,0.0,3.5,8.5,69.7,184.5,100,3577167572
55572,2015,2.4032e-05,0.990133,2.57829e-05,0.194167,0.277968,0.4,5.3,9.2,75.6,177.6,115,2.1695e-05,0.980829,2.41029e-05,0.245662,0.341506,0.5,7.9,9.7,67.7,183.8,20,2.07287e-05,1.22196,2.36571e-05,0.193125,0.369806,0.2,4.6,8.4,70.3,188.1,100,3577167572
55574,1962,2.21725e-05,0.990028,2.58857e-05,0.22723,0.251659,0.5,5.4,8.2,71.3,181.9,117,2.12998e-05,0.981954,2.4e-05,0.18561,0.381599,0.5,5.5,9.7,68.7,190.6,21,1.96528e-05,1.171,2.44114e-05,0.225417,0.371685,0.3,5.4,8.9,71.3,187.7,100,3577167572
55576,1976,2.37099e-05,0.990267,2.58857e-05,0.207951,0.273939,0.4,5.7,7.0,73.1,184.1,108,2.12724e-05,0.981645,2.41486e-05,0.202303,0.367889,0.7,5.6,10.5,72.7,185.1,26,1.98241e-05,1.15573,2.25371e-05,0.0946903,0.380117,0.0,5.1,8.4,69.4,181.1,100,3577167572
55578,1992,2.31251e-05,0.990344,2.64e-05,0.263359,0.267975,0.2,6.6,6.8,70.0,182.0,116,2.06967e-05,0.980623,2.288e-05,0.160856,0.395867,0.3,6.4,9.9,71.7,183.4,23,1.87299e-05,1.19447,2.32686e-05,0.150963,0.388702,0.1,4.0,9.5,70.4,190.5,100,3577167572
55580,1980,2.38835e-05,0.990296,2.57486e-05,0.174822,0.268588,0.2,5.6,8.4,72.5,184.1,121,2.09457e-05,0.980054,2.41486e-05,0.154268,0.363646,0.3,5.1,9.3,72.1,187.4,28,1.63541e-05,0.935291,2.18171e-05,0.126125,0.392929,0.0,2.6,8.7,71.9,184.4,100,3577167572
55582,2000,2.31342e-05,0.990408,2.62629e-05,0.185631,0.267185,0.1,6.0,8.9,73.9,186.0,52,2.08704e-05,0.980988,2.35086e-05,0.265988,0.39757,0.6,7.9,10.5,73.0,181.2,23,1.65802e-05,0.876966,2.18857e-05,0.286728,0.429391,0.5,3.8,9.4,66.5,195.7,100,3577167572
55584,1992,2.39338e-05,0.990091,2.58857e-05,0.187917,0.26567,0.3,5.2,9.7,72.8,184.5,49,2.06145e-05,0.980045,2.29143e-05,0.249546,0.39541,0.8,6.9,9.8,72.8,191.0,25,1.65848e-05,0.834792,1.83657e-05,0.334085,0.515583,0.9,4.0,8.0,64.9,198.4,100,3577167572
55586,2010,2.45802e-05,0.989878,2.52229e-05,0.163804,0.284117,0.2,4.0,9.8,72.0,178.0,49,2.14666e-05,0.982196,2.37143e-05,0.182989,0.395042,0.3,7.1,11.1,68.4,188.1,25,1.45768e-05,0.802883,1.80914e-05,0.27139,0.555246,0.8,3.8,10.5,68.8,200.6,100,3577167572
55588,1971,2.23095e-05,0.989725,2.57829e-05,0.17455,0.297669,0.1,5.9,7.3,73.0,180.4,42,2.12678e-05,0.979103,2.37486e-05,0.217335,0.374228,0.7,6.0,10.6,70.4,185.1,26,1.62741e-05,0.808215,1.91543e-05,0.256165,0.508255,0.9,4.4,9.5,66.9,199.2,100,3577167572
55590,1986,2.27276e-05,0.989854,2.576e-05,0.179835,0.282175,0.3,4.4,9.2,72.4,176.3,49,1.99566e-05,0.974465,2.36686e-05,0.230716,0.366265,0.6,7.2,12.3,69.0,186.9,25,1.50451e-05,0.840477,1.73257e-05,0.204258,0.561813,0.4,3.8,10.1,67.2,200.9,100,3577167572
55592,1990,2.39383e-05,0.990056,2.57143e-05,0.214341,0.309231,0.4,5.3,8.8,69.7,176.3,47,2.00731e-05,0.972289,2.35543e-05,0.145435,0.388253,0.2,6.1,11.6,67.4,193.4,20,1.76768e-05,0.828066,1.73829e-05,0.265033,0.546665,0.6,2.9,11.0,70.2,201.9,100,3577167572
