Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,5067,2.48315e-05,0.991032,2.66857e-05,0.165027,0.256097,0.2,4.5,7.3,78.1,193.0,100,397838150
54002,4995,2.46762e-05,0.991136,2.71886e-05,0.134521,0.278244,0.2,3.1,10.2,78.0,195.1,100,397838150
54004,4941,2.52747e-05,0.991191,2.76457e-05,0.202047,0.257483,0.5,4.0,9.1,76.0,200.2,100,397838150
54006,4929,2.54163e-05,0.991212,2.81257e-05,0.29891,0.230039,0.5,5.7,10.7,82.3,201.9,100,397838150
54008,4898,2.49138e-05,0.991077,2.79086e-05,0.152261,0.258319,0.1,3.9,9.1,80.8,194.4,100,397838150
54010,4970,2.48064e-05,0.991066,2.68686e-05,0.118821,0.253341,0.1,3.3,8.7,79.1,194.5,100,397838150
54012,4959,2.43221e-05,0.991203,2.78286e-05,0.291855,0.223547,0.9,4.8,10.0,78.9,192.5,100,397838150
54014,5011,2.46236e-05,0.991204,2.73943e-05,0.12756,0.235324,0.0,4.2,9.8,81.7,194.3,100,397838150
54016,4971,2.44957e-05,0.991067,2.77943e-05,0.170612,0.24057,0.3,3.7,9.1,78.1,197.6,100,397838150
54018,4980,2.56334e-05,0.99108,2.80229e-05,0.201152,0.247995,0.4,5.0,10.7,79.8,198.7,100,397838150
54020,4956,2.49709e-05,0.991012,2.76686e-05,0.257172,0.21997,0.4,3.5,10.4,84.5,193.5,100,397838150
54022,5024,2.51879e-05,0.990964,2.76229e-05,0.142151,0.229829,0.2,3.3,9.6,83.5,195.6,100,397838150
54024,4981,2.47402e-05,0.990898,2.72571e-05,0.152365,0.247213,0.2,4.2,9.1,80.7,197.2,100,397838150
54026,4960,2.46808e-05,0.990987,2.78971e-05,0.213256,0.222428,0.5,4.8,9.2,78.8,193.8,100,397838150
54028,4979,2.41508e-05,0.990961,2.73371e-05,0.150921,0.246565,0.2,4.1,10.3,80.4,188.1,100,397838150
54030,4942,2.54003e-05,0.990935,2.76457e-05,0.285322,0.23761,0.5,4.6,8.5,83.1,192.8,100,397838150
54032,4985,2.49206e-05,0.991036,2.82057e-05,0.182886,0.256012,0.2,4.1,11.0,82.1,196.9,100,397838150
54034,4941,2.44866e-05,0.990991,2.712e-05,0.154262,0.243364,0.2,3.7,10.5,82.0,192.3,100,397838150
54036,4980,2.49161e-05,0.990989,2.76343e-05,0.163209,0.252928,0.2,3.5,11.6,83.6,193.9,100,397838150
54038,4995,2.37853e-05,0.99114,2.82629e-05,0.141666,0.204151,0.0,4.1,10.0,84.3,197.9,100,397838150
54040,4964,2.54186e-05,0.991059,2.85486e-05,0.177928,0.212961,0.4,4.3,11.8,79.2,190.2,100,397838150
54042,4945,2.4996e-05,0.991147,2.73943e-05,0.154436,0.255216,0.1,3.8,10.1,76.6,201.5,100,397838150
54044,4973,2.54232e-05,0.991168,2.78971e-05,0.167498,0.230669,0.2,4.4,9.7,82.4,192.3,100,397838150
54046,4989,2.50485e-05,0.991211,2.76229e-05,0.151948,0.232569,0.2,3.6,8.5,80.6,189.0,100,397838150
54048,5007,2.42764e-05,0.991258,2.78057e-05,0.245387,0.236966,0.7,4.6,9.7,80.0,193.5,100,397838150
54050,4918,2.38972e-05,0.99113,2.78057e-05,0.18658,0.242292,0.3,5.1,8.8,81.3,195.2,100,397838150
54052,4941,2.36482e-05,0.990958,2.81829e-05,0.14862,0.220706,0.0,4.2,10.3,79.1,201.4,100,397838150
54054,4974,2.53204e-05,0.990951,2.78857e-05,0.126979,0.242625,0.0,3.4,9.3,80.6,198.5,100,397838150
54056,4987,2.50645e-05,0.991057,2.79657e-05,0.278697,0.229986,0.6,5.6,11.1,77.1,200.4,100,397838150
54058,4946,2.47082e-05,0.991118,2.74857e-05,0.288532,0.270226,0.6,3.8,9.0,80.9,198.8,100,397838150
54060,4959,2.45049e-05,0.991084,2.81829e-05,0.181711,0.241947,0.3,5.5,10.9,77.9,197.0,100,397838150
54062,4935,2.46785e-05,0.991037,2.80343e-05,0.221103,0.244268,0.3,5.1,10.9,79.8,194.1,100,397838150
54064,4960,2.41713e-05,0.991031,2.80686e-05,0.327378,0.245455,0.4,3.0,11.2,84.0,199.0,100,397838150
54066,4911,2.51491e-05,0.991032,2.73029e-05,0.143212,0.250918,0.2,2.9,11.0,79.9,195.2,100,397838150
54068,4936,2.47493e-05,0.991011,2.77486e-05,0.169125,0.221385,0.3,4.6,9.9,80.2,201.3,100,397838150
54070,4928,2.57841e-05,0.991077,2.70971e-05,0.170907,0.234509,0.1,4.3,11.1,74.5,193.5,100,397838150
54072,4934,2.51856e-05,0.991042,2.81371e-05,0.229968,0.236147,0.3,3.9,10.4,83.2,202.5,100,397838150
54074,4975,2.52222e-05,0.991098,2.73943e-05,0.306775,0.248544,0.5,4.8,10.0,80.1,197.5,100,397838150
54076,4988,2.43609e-05,0.990987,2.784e-05,0.180427,0.247008,0.5,3.7,10.8,81.5,198.2,100,397838150
54078,4984,2.44912e-05,0.990953,2.86857e-05,0.185722,0.204067,0.2,3.6,10.8,77.8,198.9,100,397838150
54080,4946,2.46328e-05,0.99099,2.84457e-05,0.285045,0.232441,0.2,4.6,11.7,83.3,193.8,100,397838150
54082,4906,2.59692e-05,0.990997,2.776e-05,0.166296,0.245007,0.1,5.0,7.0,83.2,199.7,100,397838150
54084,5017,2.48041e-05,0.990906,2.81943e-05,0.303172,0.225548,0.6,3.9,10.2,84.7,198.8,100,397838150
54086,4984,2.43472e-05,0.991065,2.752e-05,0.237537,0.252818,0.1,4.1,8.7,80.5,195.8,100,397838150
54088,4956,2.4578e-05,0.991133,2.744e-05,0.165545,0.241832,0.3,3.9,10.0,75.8,195.8,100,397838150
54090,4968,2.48315e-05,0.991199,2.81371e-05,0.144425,0.219707,0.2,3.4,11.6,84.0,198.0,100,397838150
54092,4957,2.45346e-05,0.99108,2.74286e-05,0.110494,0.2561,0.1,2.3,10.0,80.9,199.4,100,397838150
54094,4927,2.51673e-05,0.990972,2.77829e-05,0.287444,0.237912,0.2,4.8,10.7,82.4,196.3,100,397838150
54096,4926,2.48772e-05,0.991175,2.79771e-05,0.1167,0.240352,0.0,3.3,9.9,82.4,199.8,100,397838150
54098,4968,2.52793e-05,0.991079,2.752e-05,0.13887,0.245123,0.3,3.3,9.7,82.1,196.1,100,397838150
54100,4920,2.51057e-05,0.990952,2.77371e-05,0.260917,0.250624,0.4,4.3,9.1,81.2,199.0,100,397838150
54102,4959,2.5309e-05,0.991047,2.728e-05,0.326297,0.224784,0.3,3.5,9.2,82.8,188.9,100,397838150
54104,4940,2.57087e-05,0.991073,2.79886e-05,0.265656,0.218692,0.4,3.9,9.3,81.9,202.5,100,397838150
54106,4981,2.56905e-05,0.991076,2.76914e-05,0.197786,0.258174,0.2,4.6,11.3,79.8,200.5,100,397838150
54108,4902,2.46236e-05,0.991006,2.85714e-05,0.173748,0.241549,0.1,4.4,9.3,84.2,198.9,100,397838150
54110,4966,2.50645e-05,0.991027,2.72e-05,0.153294,0.25803,0.1,4.0,8.6,79.0,196.2,100,397838150
54112,4926,2.48498e-05,0.990938,2.79543e-05,0.236161,0.230073,0.5,4.6,9.2,77.7,196.4,100,397838150
54114,4913,2.4498e-05,0.990967,2.81829e-05,0.261542,0.24087,0.3,4.2,10.4,80.9,195.3,100,397838150
54116,4916,2.38173e-05,0.990895,2.81829e-05,0.430285,0.257212,0.6,3.0,10.6,82.0,198.1,100,397838150
54118,4999,2.50782e-05,0.9908,2.784e-05,0.221136,0.254085,0.1,3.8,10.5,83.6,204.9,100,397838150
54120,4941,2.41942e-05,0.990779,2.78286e-05,0.173005,0.242859,0.1,4.1,9.7,79.3,202.0,100,397838150
54122,4938,2.52107e-05,0.990844,2.784e-05,0.193506,0.229432,0.3,4.5,10.4,79.5,202.1,100,397838150
54124,4935,2.60742e-05,0.990834,2.72914e-05,0.277383,0.246309,0.2,5.0,7.6,79.5,193.7,100,397838150
54126,4924,2.48635e-05,0.990877,2.75086e-05,0.262908,0.248157,0.3,4.2,9.6,79.9,192.6,100,397838150
54128,5005,2.49206e-05,0.990936,2.70629e-05,0.369137,0.276175,0.3,3.7,9.2,82.2,193.2,100,397838150
54130,4913,2.51445e-05,0.991054,2.69371e-05,0.224121,0.253907,0.2,3.2,10.8,85.4,200.5,100,397838150
54132,4984,2.38926e-05,0.991184,2.77486e-05,0.238957,0.235699,0.3,4.0,8.8,82.3,194.1,100,397838150
54134,4905,2.57544e-05,0.991088,2.776e-05,0.188578,0.254187,0.5,4.3,10.2,78.2,202.6,100,397838150
54136,4910,2.52519e-05,0.991103,2.82286e-05,0.16163,0.226792,0.2,4.2,11.9,79.2,194.7,100,397838150
54138,4952,2.57796e-05,0.991071,2.696e-05,0.258406,0.235357,0.3,3.9,9.3,76.5,198.9,100,397838150
54140,4947,2.47813e-05,0.99092,2.77486e-05,0.331413,0.250234,0.5,2.8,11.5,83.2,196.1,100,397838150
54142,4989,2.40891e-05,0.990928,2.69943e-05,0.362464,0.254383,0.4,3.5,10.0,81.2,194.9,100,397838150
54144,4982,2.52267e-05,0.990981,2.69257e-05,0.252005,0.22106,0.3,3.0,8.9,82.0,193.2,100,397838150
