Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4972,2.39041e-05,0.990902,2.68114e-05,0.165361,0.254987,0.2,4.9,9.1,69.7,199.0,100,1150226203
54002,4955,2.36231e-05,0.990914,2.616e-05,0.173164,0.272284,0.3,5.2,12.8,70.1,194.3,100,1150226203
54004,4946,2.41462e-05,0.990991,2.62286e-05,0.318345,0.263444,0.4,5.7,11.2,70.0,187.9,100,1150226203
54006,4912,2.37464e-05,0.990994,2.65143e-05,0.189734,0.237059,0.4,4.8,11.6,68.7,191.8,100,1150226203
54008,4986,2.41325e-05,0.991105,2.58629e-05,0.175274,0.243127,0.4,5.1,12.7,69.5,186.5,100,1150226203
54010,4942,2.43061e-05,0.991104,2.62857e-05,0.205406,0.238452,0.3,5.2,11.5,71.3,188.7,100,1150226203
54012,4945,2.40777e-05,0.990974,2.64686e-05,0.141167,0.236652,0.1,4.4,12.0,70.9,188.8,100,1150226203
54014,4953,2.37167e-05,0.991076,2.67429e-05,0.210968,0.258953,0.4,4.9,11.5,69.9,190.9,100,1150226203
54016,4967,2.40183e-05,0.991084,2.62971e-05,0.188354,0.261669,0.3,4.2,8.4,71.1,189.5,100,1150226203
54018,4959,2.3751e-05,0.991033,2.56e-05,0.231233,0.262116,0.5,5.1,9.8,70.4,192.2,100,1150226203
54020,4944,2.29058e-05,0.990974,2.68114e-05,0.274439,0.224877,0.4,4.6,10.8,70.7,186.8,100,1150226203
54022,4919,2.38766e-05,0.990947,2.65486e-05,0.201954,0.232302,0.4,5.4,13.3,70.3,190.1,100,1150226203
54024,4963,2.38355e-05,0.990993,2.68e-05,0.170163,0.231345,0.4,3.9,10.3,72.5,196.9,100,1150226203
54026,4979,2.37487e-05,0.991078,2.63771e-05,0.156837,0.248703,0.4,4.6,11.2,68.1,189.9,100,1150226203
54028,4935,2.39406e-05,0.991135,2.57714e-05,0.330736,0.273146,0.6,5.9,10.8,67.1,188.4,100,1150226203
54030,5013,2.35774e-05,0.991173,2.63086e-05,0.193226,0.275523,0.3,5.2,9.6,70.0,191.4,100,1150226203
54032,4981,2.36025e-05,0.991244,2.59086e-05,0.219845,0.27415,0.2,4.0,11.1,70.0,192.2,100,1150226203
54034,4971,2.3735e-05,0.991102,2.65714e-05,0.220822,0.255394,0.3,5.2,13.5,68.1,190.0,100,1150226203
54036,4978,2.32233e-05,0.991217,2.70971e-05,0.168984,0.268513,0.3,4.3,11.0,74.0,187.0,100,1150226203
54038,4887,2.37876e-05,0.99126,2.57143e-05,0.221431,0.264454,0.6,5.1,10.8,69.6,186.0,100,1150226203
54040,5018,2.29583e-05,0.991051,2.64457e-05,0.183811,0.255208,0.3,4.0,10.5,74.4,189.9,100,1150226203
54042,4945,2.39132e-05,0.991154,2.656e-05,0.167347,0.246953,0.4,4.1,11.4,67.4,191.7,100,1150226203
54044,4975,2.33855e-05,0.990993,2.64914e-05,0.320431,0.245522,0.5,5.1,9.7,70.8,188.5,100,1150226203
54046,5012,2.34289e-05,0.990999,2.68e-05,0.1444,0.239004,0.0,4.5,12.0,72.8,196.2,100,1150226203
54048,4977,2.30474e-05,0.990927,2.74514e-05,0.251283,0.237434,0.3,4.3,12.2,73.6,196.8,100,1150226203
54050,4983,2.34403e-05,0.990744,2.64457e-05,0.290372,0.288374,0.4,4.3,10.9,71.5,196.2,100,1150226203
54052,4920,2.39863e-05,0.990912,2.69257e-05,0.33737,0.260842,0.3,5.1,11.8,75.1,197.1,100,1150226203
54054,4940,2.38469e-05,0.990977,2.67314e-05,0.177203,0.225227,0.3,4.0,12.0,69.4,195.0,100,1150226203
54056,4847,2.3815e-05,0.99113,2.608e-05,0.31983,0.289609,0.8,4.3,10.8,70.1,191.7,100,1150226203
54058,4918,2.4313e-05,0.991104,2.62629e-05,0.254423,0.245059,0.5,5.6,11.8,69.3,188.9,100,1150226203
54060,4924,2.37145e-05,0.991058,2.74629e-05,0.317104,0.227297,0.6,4.8,10.5,72.2,191.0,100,1150226203
54062,4979,2.46739e-05,0.991134,2.65029e-05,0.188391,0.249783,0.2,4.9,11.9,68.2,191.0,100,1150226203
54064,5013,2.40982e-05,0.991094,2.69143e-05,0.353314,0.225761,0.7,6.3,11.4,70.2,194.7,100,1150226203
54066,4890,2.41348e-05,0.991007,2.61029e-05,0.199753,0.273324,0.5,4.9,11.5,67.8,191.6,100,1150226203
54068,4932,2.33352e-05,0.991076,2.632e-05,0.161527,0.247066,0.1,4.8,10.1,71.2,187.6,100,1150226203
54070,4955,2.3438e-05,0.991084,2.65257e-05,0.1818,0.266004,0.5,5.0,11.3,69.3,189.3,100,1150226203
54072,4994,2.36596e-05,0.991152,2.62286e-05,0.213315,0.241906,0.6,4.8,9.8,68.5,194.8,100,1150226203
54074,4982,2.3582e-05,0.991059,2.648e-05,0.33123,0.265618,0.5,5.3,12.6,71.0,193.4,100,1150226203
54076,4897,2.3968e-05,0.990953,2.664e-05,0.313062,0.263736,0.4,4.9,12.5,69.0,189.5,100,1150226203
54078,4991,2.36482e-05,0.990942,2.62514e-05,0.227721,0.26098,0.3,5.3,9.4,67.2,190.5,100,1150226203
54080,4959,2.40891e-05,0.990951,2.632e-05,0.358739,0.229653,0.8,5.2,10.5,72.7,190.7,100,1150226203
54082,4962,2.34517e-05,0.990883,2.61486e-05,0.153709,0.25611,0.3,3.8,11.1,70.9,191.4,100,1150226203
54084,4864,2.39817e-05,0.990933,2.53371e-05,0.252624,0.273748,0.2,4.8,10.9,67.7,190.4,100,1150226203
54086,4941,2.34906e-05,0.991003,2.66286e-05,0.293276,0.233331,0.5,5.1,12.0,69.2,193.5,100,1150226203
54088,4944,2.35454e-05,0.99096,2.672e-05,0.342171,0.25241,0.5,5.1,11.8,72.4,192.7,100,1150226203
54090,4948,2.40822e-05,0.991034,2.70057e-05,0.366257,0.231449,0.6,5.4,12.0,71.1,196.6,100,1150226203
54092,4996,2.39977e-05,0.991048,2.696e-05,0.220376,0.234835,0.3,6.2,11.8,69.1,190.1,100,1150226203
54094,4978,2.36117e-05,0.991125,2.71429e-05,0.159952,0.238039,0.1,5.2,11.0,72.3,193.9,100,1150226203
54096,4940,2.41234e-05,0.991055,2.65943e-05,0.269983,0.240913,0.6,5.0,10.8,69.3,192.1,100,1150226203
54098,5032,2.41325e-05,0.99116,2.62743e-05,0.364054,0.276136,0.5,6.6,11.7,68.6,190.5,100,1150226203
54100,5028,2.39132e-05,0.991248,2.63771e-05,0.329064,0.251927,0.6,6.3,11.9,69.3,191.6,100,1150226203
