Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,5025,2.34929e-05,0.991516,2.54057e-05,0.171374,0.286837,0.4,4.7,9.6,57.8,178.3,100,334888284
54002,5002,2.37647e-05,0.99153,2.61943e-05,0.313661,0.263213,0.4,5.6,8.8,56.7,174.7,100,334888284
54004,5033,2.39475e-05,0.99157,2.51886e-05,0.290626,0.288408,0.4,4.3,10.5,60.3,180.3,100,334888284
54006,4987,2.3831e-05,0.991429,2.61486e-05,0.217279,0.287716,0.6,5.3,8.8,59.9,175.1,100,334888284
54008,4984,2.37007e-05,0.991436,2.576e-05,0.144742,0.289444,0.1,4.0,9.7,60.1,172.1,100,334888284
54010,4933,2.28487e-05,0.99145,2.57829e-05,0.173813,0.26847,0.4,3.9,10.0,59.5,182.0,100,334888284
54012,4970,2.31342e-05,0.99141,2.60343e-05,0.194595,0.275544,0.3,3.8,10.3,60.3,179.2,100,334888284
54014,4951,2.27596e-05,0.991334,2.616e-05,0.264322,0.300376,0.6,4.9,9.8,59.3,174.9,100,334888284
54016,4922,2.33718e-05,0.991466,2.63086e-05,0.178045,0.279524,0.2,5.7,8.8,60.5,176.9,100,334888284
54018,4919,2.37099e-05,0.991544,2.55657e-05,0.270371,0.288109,0.3,4.8,9.3,60.7,175.4,100,334888284
54020,4902,2.39246e-05,0.991567,2.61943e-05,0.196709,0.283561,0.3,5.0,11.7,61.5,181.9,100,334888284
54022,4984,2.40366e-05,0.991387,2.57371e-05,0.178593,0.260004,0.6,5.4,9.5,61.2,179.5,100,334888284
54024,4917,2.37921e-05,0.991423,2.63886e-05,0.352348,0.277361,0.8,5.5,11.7,61.9,178.3,100,334888284
54026,4923,2.3333e-05,0.991616,2.56457e-05,0.174649,0.280097,0.1,4.9,10.0,57.3,176.4,100,334888284
54028,4922,2.30246e-05,0.991575,2.59543e-05,0.206532,0.282723,0.5,5.2,9.8,59.9,177.8,100,334888284
54030,4959,2.27253e-05,0.991583,2.53714e-05,0.162027,0.276691,0.3,4.6,10.3,58.9,172.7,100,334888284
54032,4910,2.2755e-05,0.991554,2.56e-05,0.343355,0.298335,0.7,5.8,9.6,53.9,179.9,100,334888284
54034,4954,2.32005e-05,0.991637,2.57257e-05,0.153301,0.296027,0.2,4.6,8.0,60.0,175.6,100,334888284
54036,4970,2.29515e-05,0.991607,2.54743e-05,0.173782,0.278618,0.3,4.8,9.4,59.2,175.3,100,334888284
54038,4937,2.21885e-05,0.991681,2.63886e-05,0.168811,0.262538,0.3,4.6,9.8,59.6,177.7,100,334888284
54040,4954,2.33352e-05,0.991608,2.56457e-05,0.304343,0.299916,0.5,5.5,8.8,59.6,176.5,100,334888284
54042,4943,2.29309e-05,0.991556,2.58514e-05,0.212217,0.293671,0.5,4.3,10.0,61.6,171.1,100,334888284
54044,4892,2.34677e-05,0.991646,2.6e-05,0.133731,0.287867,0.3,4.2,10.4,56.5,175.0,100,334888284
54046,4940,2.31753e-05,0.991571,2.56571e-05,0.241231,0.288418,0.3,4.0,11.4,59.7,176.8,100,334888284
