Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4916,2.49914e-05,0.991275,2.952e-05,0.179349,0.194421,0.3,4.9,8.6,58.3,230.7,100,570721659
54002,4930,2.62136e-05,0.991249,2.928e-05,0.18875,0.184587,0.4,5.2,8.7,60.6,227.0,100,570721659
54004,4925,2.694e-05,0.991189,2.85829e-05,0.165947,0.209934,0.0,5.9,9.9,62.1,226.3,100,570721659
54006,4972,2.58458e-05,0.991302,2.888e-05,0.157271,0.235393,0.1,5.2,9.0,65.7,225.7,100,570721659
54008,4985,2.72827e-05,0.991434,2.952e-05,0.198107,0.214957,0.3,4.9,10.4,62.5,224.8,100,570721659
54010,4958,2.54209e-05,0.991375,2.93486e-05,0.248368,0.238143,0.3,4.6,9.3,60.6,227.0,100,570721659
54012,4939,2.54529e-05,0.99134,2.92343e-05,0.297231,0.217803,0.4,5.8,9.1,65.0,226.8,100,570721659
54014,4982,2.67299e-05,0.991287,2.93143e-05,0.212627,0.212753,0.5,5.7,9.9,63.0,226.0,100,570721659
54016,4989,2.61451e-05,0.991247,2.888e-05,0.189064,0.229811,0.3,5.5,9.6,60.6,229.7,100,570721659
54018,4939,2.64352e-05,0.991316,2.69714e-05,0.143448,0.259372,0.2,4.9,8.6,58.2,223.8,100,570721659
54020,4916,2.59006e-05,0.991282,2.92457e-05,0.283775,0.198814,0.5,4.4,10.2,67.3,226.5,100,570721659
54022,4884,2.60583e-05,0.991371,2.81829e-05,0.294663,0.232788,0.5,6.1,8.5,57.9,231.3,100,570721659
54024,4942,2.6008e-05,0.991357,2.92e-05,0.180391,0.202885,0.2,5.5,10.3,60.6,224.5,100,570721659
54026,4897,2.63461e-05,0.991371,2.85829e-05,0.248824,0.22699,0.5,6.5,8.2,63.4,227.2,100,570721659
54028,4972,2.56037e-05,0.991331,2.848e-05,0.261792,0.222047,0.4,5.1,7.8,61.0,227.0,100,570721659
54030,4985,2.66865e-05,0.991282,2.95886e-05,0.289696,0.230952,0.2,6.0,10.5,62.8,222.0,100,570721659
54032,4918,2.70337e-05,0.99137,2.83543e-05,0.212765,0.226271,0.5,5.7,9.6,59.3,220.8,100,570721659
54034,4882,2.69766e-05,0.991337,2.99771e-05,0.194742,0.227071,0.4,4.8,9.9,66.5,238.2,100,570721659
54036,4885,2.56265e-05,0.991268,2.85829e-05,0.151431,0.249821,0.4,4.2,9.2,60.7,226.0,100,570721659
54038,4965,2.62045e-05,0.991171,2.90171e-05,0.137857,0.215375,0.2,4.6,9.3,63.9,231.4,100,570721659
54040,4935,2.63644e-05,0.991168,2.87886e-05,0.169556,0.227055,0.2,6.4,7.6,66.5,225.8,100,570721659
54042,4937,2.52656e-05,0.991257,2.90171e-05,0.285727,0.211759,0.5,4.4,11.7,59.3,228.8,100,570721659
54044,4970,2.56311e-05,0.991385,2.896e-05,0.175117,0.224828,0.0,6.2,10.2,59.6,229.2,100,570721659
54046,4924,2.62821e-05,0.991457,2.896e-05,0.144001,0.216841,0.1,4.8,10.1,60.0,224.4,100,570721659
54048,4930,2.65951e-05,0.991505,2.84229e-05,0.231578,0.250757,0.3,6.6,8.8,60.5,222.4,100,570721659
54050,4920,2.6755e-05,0.991401,2.96229e-05,0.172418,0.188124,0.4,4.8,9.3,60.4,234.2,100,570721659
54052,4956,2.67139e-05,0.991328,2.89829e-05,0.187402,0.211865,0.2,5.8,9.3,64.7,226.0,100,570721659
54054,5067,2.56516e-05,0.991432,2.93943e-05,0.240341,0.235205,0.2,4.9,11.1,67.0,223.9,100,570721659
54056,4985,2.57521e-05,0.991465,2.89257e-05,0.246856,0.211036,0.2,4.4,10.5,65.3,224.7,100,570721659
54058,4974,2.6193e-05,0.991438,2.92457e-05,0.39045,0.208238,0.5,7.0,9.5,59.8,224.4,100,570721659
54060,4983,2.57087e-05,0.991436,2.95086e-05,0.208192,0.224999,0.3,5.3,8.5,65.5,231.0,100,570721659
54062,4898,2.60742e-05,0.991537,2.94057e-05,0.24494,0.20856,0.3,5.3,8.2,63.8,226.8,100,570721659
54064,4964,2.61976e-05,0.991505,2.98857e-05,0.19298,0.212642,0.2,6.7,10.7,64.7,228.4,100,570721659
54066,4989,2.59303e-05,0.991356,2.87657e-05,0.193099,0.220448,0.3,5.7,9.8,61.6,223.0,100,570721659
54068,4967,2.62387e-05,0.991399,2.92114e-05,0.169497,0.205222,0.3,4.1,10.3,62.4,228.2,100,570721659
54070,4961,2.63095e-05,0.991339,2.928e-05,0.140588,0.207873,0.0,4.8,9.7,61.5,228.2,100,570721659
54072,5003,2.59395e-05,0.991241,2.83429e-05,0.193504,0.233757,0.2,5.3,11.0,59.9,226.5,100,570721659
54074,4926,2.61108e-05,0.991096,2.864e-05,0.321896,0.216519,0.7,6.8,8.7,63.4,228.4,100,570721659
54076,4898,2.60537e-05,0.991203,2.86857e-05,0.374588,0.220336,0.6,5.0,9.8,62.6,226.5,100,570721659
54078,4977,2.65288e-05,0.991283,2.84457e-05,0.203751,0.223588,0.3,5.8,8.4,61.4,226.6,100,570721659
54080,4923,2.62204e-05,0.991228,2.93943e-05,0.188297,0.215082,0.2,5.9,10.0,64.0,222.7,100,570721659
54082,4875,2.60423e-05,0.991224,2.88343e-05,0.251901,0.221973,0.2,5.1,11.3,60.3,225.9,100,570721659
54084,4890,2.63415e-05,0.991289,2.87771e-05,0.13511,0.194885,0.0,4.2,8.9,64.3,228.5,100,570721659
54086,4925,2.62753e-05,0.991352,2.96571e-05,0.29246,0.20026,0.3,6.2,8.1,60.8,225.7,100,570721659
54088,4898,2.66111e-05,0.991359,2.90171e-05,0.230926,0.230782,0.4,5.9,11.4,60.8,221.9,100,570721659
54090,4937,2.62319e-05,0.991255,2.97943e-05,0.365921,0.180738,0.5,4.9,11.6,62.1,231.5,100,570721659
54092,4958,2.6426e-05,0.991319,2.88e-05,0.166067,0.230603,0.5,4.7,9.7,62.4,226.8,100,570721659
54094,4966,2.63895e-05,0.991369,2.88114e-05,0.316945,0.212282,0.5,5.6,10.0,62.6,227.3,100,570721659
54096,4972,2.62661e-05,0.991335,2.98171e-05,0.265793,0.197152,0.3,5.0,10.1,64.8,228.4,100,570721659
54098,4983,2.61953e-05,0.991334,2.88343e-05,0.225723,0.191233,0.3,4.2,8.6,58.7,231.3,100,570721659
54100,4929,2.6771e-05,0.991256,2.872e-05,0.205754,0.218039,0.2,3.4,7.8,62.5,229.7,100,570721659
54102,5055,2.61062e-05,0.991174,2.91657e-05,0.110386,0.223211,0.0,3.8,9.5,61.7,226.8,100,570721659
54104,4997,2.64786e-05,0.991255,2.86743e-05,0.353682,0.231479,0.4,5.2,9.8,63.1,228.6,100,570721659
54106,4958,2.61336e-05,0.991213,2.96571e-05,0.215083,0.209792,0.5,5.8,10.0,59.7,226.4,100,570721659
54108,4932,2.64672e-05,0.991222,2.87771e-05,0.229368,0.235972,0.2,4.4,9.5,62.7,221.1,100,570721659
54110,4912,2.59098e-05,0.991403,2.84571e-05,0.260045,0.222852,0.3,5.0,10.5,63.2,224.5,100,570721659
54112,4988,2.54003e-05,0.991517,2.93486e-05,0.328101,0.199502,0.6,6.7,9.0,63.8,227.6,100,570721659
54114,4875,2.657e-05,0.991615,2.96571e-05,0.277491,0.197581,0.3,5.3,10.8,60.1,228.1,100,570721659
54116,4927,2.55557e-05,0.991504,2.83543e-05,0.255066,0.218083,0.3,5.0,8.7,62.3,227.4,100,570721659
54118,4965,2.62958e-05,0.99136,2.89829e-05,0.285179,0.23784,0.2,6.6,8.9,62.5,230.4,100,570721659
54120,4951,2.57247e-05,0.991381,3.02971e-05,0.154817,0.187079,0.1,4.9,10.7,66.2,231.8,100,570721659
54122,4921,2.65014e-05,0.991446,2.81257e-05,0.289794,0.235606,0.4,6.5,9.6,60.8,223.7,100,570721659
54124,4966,2.61999e-05,0.991474,2.95657e-05,0.187793,0.255961,0.2,6.0,10.8,63.3,228.5,100,570721659
54126,4898,2.59235e-05,0.991318,2.85257e-05,0.14021,0.232,0.0,5.3,10.5,58.0,227.4,100,570721659
54128,4939,2.59143e-05,0.991383,2.81829e-05,0.184245,0.244281,0.4,5.2,11.1,61.2,223.3,100,570721659
54130,4963,2.61656e-05,0.99135,2.80343e-05,0.150884,0.233579,0.2,4.9,10.7,59.6,216.5,100,570721659
54132,4932,2.551e-05,0.991411,2.94057e-05,0.35091,0.224011,0.4,4.4,8.7,58.7,227.8,100,570721659
54134,4964,2.65357e-05,0.991421,2.78857e-05,0.143586,0.248632,0.2,3.9,7.7,58.9,225.9,100,570721659
54136,4989,2.63644e-05,0.991396,2.92914e-05,0.252637,0.199158,0.2,5.0,8.9,60.4,224.3,100,570721659
54138,4950,2.50942e-05,0.99135,2.86629e-05,0.202771,0.247426,0.3,5.9,9.2,58.5,237.3,100,570721659
54140,4948,2.62798e-05,0.991385,2.94286e-05,0.195304,0.214437,0.3,5.9,10.3,61.1,225.9,100,570721659
54142,4969,2.64672e-05,0.991441,2.89371e-05,0.221444,0.233961,0.5,6.4,10.0,59.7,232.5,100,570721659
54144,4968,2.60765e-05,0.991401,2.96914e-05,0.167728,0.187843,0.2,5.5,8.2,63.5,225.6,100,570721659
54146,5006,2.54186e-05,0.991386,2.88343e-05,0.182187,0.226481,0.3,5.1,8.8,62.9,234.5,100,570721659
54148,4978,2.61108e-05,0.991363,2.99886e-05,0.407618,0.207276,0.5,5.8,10.7,66.9,229.5,100,570721659
54150,4952,2.59714e-05,0.991475,2.976e-05,0.269088,0.201155,0.2,6.1,10.2,60.9,233.9,100,570721659
54152,4963,2.59806e-05,0.99148,2.81371e-05,0.393138,0.232911,0.8,5.7,7.7,63.7,226.0,100,570721659
54154,4977,2.66179e-05,0.991351,2.968e-05,0.160324,0.207897,0.3,5.9,10.5,60.5,226.6,100,570721659
