Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4989,2.43358e-05,0.990805,2.74629e-05,0.297725,0.283748,0.5,4.9,9.9,56.2,204.9,100,243193232
54002,4969,2.49595e-05,0.990857,2.75086e-05,0.563909,0.269524,0.8,6.8,9.7,61.2,202.7,100,243193232
54004,4980,2.52724e-05,0.990881,2.90971e-05,0.265715,0.228032,0.6,6.7,10.6,58.8,210.1,100,243193232
54006,4972,2.4763e-05,0.990854,2.83886e-05,0.178847,0.234042,0.3,5.2,11.0,63.2,206.5,100,243193232
54008,4937,2.5229e-05,0.990875,2.83086e-05,0.265485,0.235597,0.3,5.0,9.6,58.7,209.0,100,243193232
54010,5006,2.51262e-05,0.990908,2.77714e-05,0.233176,0.259486,0.6,6.2,11.4,60.4,204.7,100,243193232
54012,4957,2.51102e-05,0.990903,2.83771e-05,0.397809,0.217972,0.4,5.5,9.6,60.1,206.9,100,243193232
54014,4944,2.5197e-05,0.990866,2.71657e-05,0.166887,0.270453,0.1,4.8,9.9,59.2,202.1,100,243193232
54016,4974,2.51947e-05,0.990775,2.82171e-05,0.345219,0.246022,0.7,5.7,10.3,60.3,204.6,100,243193232
54018,4941,2.44683e-05,0.990709,2.82857e-05,0.162484,0.2437,0.1,4.5,9.8,62.7,206.6,100,243193232
54020,4973,2.58115e-05,0.990638,2.76229e-05,0.230711,0.231781,0.2,4.3,11.1,56.9,200.9,100,243193232
54022,5004,2.58321e-05,0.990739,2.74971e-05,0.158408,0.253673,0.1,4.8,9.0,60.4,204.0,100,243193232
54024,4939,2.51696e-05,0.990816,2.73029e-05,0.303445,0.270867,0.6,5.2,9.8,60.2,206.0,100,243193232
54026,4932,2.4964e-05,0.990877,2.71086e-05,0.315712,0.271357,0.6,5.0,8.9,61.0,197.4,100,243193232
54028,4934,2.44592e-05,0.990918,2.75771e-05,0.30146,0.252358,0.5,5.4,9.0,60.6,205.4,100,243193232
54030,4972,2.55991e-05,0.99096,2.79771e-05,0.38376,0.254506,0.6,6.3,12.5,61.4,209.8,100,243193232
54032,4927,2.53204e-05,0.990907,2.80686e-05,0.289187,0.215537,0.6,3.8,10.5,58.9,204.1,100,243193232
54034,5013,2.40868e-05,0.990973,2.83086e-05,0.177559,0.271111,0.2,4.8,8.7,59.9,202.7,100,243193232
54036,4935,2.51765e-05,0.990981,2.84229e-05,0.215938,0.251767,0.1,5.8,10.6,58.5,207.8,100,243193232
54038,4975,2.43678e-05,0.991148,2.78171e-05,0.216671,0.268566,0.2,6.3,8.8,61.1,197.2,100,243193232
54040,4925,2.53866e-05,0.9911,2.91086e-05,0.319379,0.243661,0.3,6.1,8.9,62.6,205.6,100,243193232
54042,4914,2.47127e-05,0.991083,2.73371e-05,0.196005,0.273418,0.4,4.7,11.0,58.1,201.2,100,243193232
54044,5017,2.46122e-05,0.991134,2.87429e-05,0.333839,0.240898,0.7,5.0,9.5,59.4,205.5,100,243193232
54046,4948,2.41919e-05,0.990995,2.73943e-05,0.242493,0.274432,0.4,5.5,11.0,58.7,199.9,100,243193232
54048,4963,2.54026e-05,0.991078,2.808e-05,0.190302,0.256134,0.4,4.9,10.9,56.3,198.9,100,243193232
54050,4958,2.39817e-05,0.99102,2.69029e-05,0.217082,0.260979,0.5,5.1,10.7,55.0,199.0,100,243193232
54052,4975,2.56151e-05,0.990969,2.75543e-05,0.413432,0.24832,0.6,5.6,11.5,58.8,202.2,100,243193232
54054,4923,2.51513e-05,0.99099,2.82514e-05,0.224836,0.238416,0.6,4.8,11.1,58.2,207.6,100,243193232
54056,4946,2.49617e-05,0.991104,2.73943e-05,0.274679,0.260419,0.8,6.1,8.1,59.9,199.3,100,243193232
54058,4992,2.50257e-05,0.990982,2.832e-05,0.220634,0.254457,0.4,5.8,9.9,64.7,211.6,100,243193232
54060,4966,2.55031e-05,0.991051,2.79086e-05,0.17246,0.248956,0.1,4.5,9.9,56.9,207.5,100,243193232
54062,4908,2.45094e-05,0.991171,2.76343e-05,0.197974,0.243202,0.2,5.4,10.7,61.6,202.0,100,243193232
54064,4969,2.47424e-05,0.990953,2.74057e-05,0.200564,0.279673,0.4,4.9,9.7,58.9,205.1,100,243193232
54066,4936,2.48041e-05,0.99097,2.73257e-05,0.180251,0.257113,0.2,5.2,10.3,60.6,201.6,100,243193232
54068,4954,2.47607e-05,0.990974,2.81714e-05,0.234862,0.262501,0.2,6.4,10.1,58.6,202.5,100,243193232
54070,4948,2.49023e-05,0.990938,2.712e-05,0.248501,0.254754,0.8,5.0,8.6,60.4,197.8,100,243193232
54072,4917,2.48772e-05,0.990867,2.792e-05,0.207445,0.296086,0.4,5.2,9.7,56.3,202.9,100,243193232
54074,4984,2.50143e-05,0.99089,2.81829e-05,0.181172,0.244262,0.1,5.4,9.0,64.7,207.0,100,243193232
54076,5018,2.50371e-05,0.990863,2.67886e-05,0.26672,0.279856,0.3,4.8,8.8,59.4,206.0,100,243193232
54078,4951,2.65403e-05,0.991014,2.87771e-05,0.192616,0.259158,0.1,5.5,10.5,60.3,208.0,100,243193232
54080,4976,2.42147e-05,0.990992,2.80571e-05,0.201773,0.257093,0.3,6.2,9.6,59.3,204.5,100,243193232
54082,4953,2.50326e-05,0.990953,2.76e-05,0.27055,0.24025,0.3,4.7,10.7,60.5,205.2,100,243193232
54084,4987,2.59029e-05,0.991002,2.71429e-05,0.398006,0.272524,0.6,5.1,10.2,60.4,202.3,100,243193232
54086,4961,2.62867e-05,0.990986,2.78857e-05,0.42018,0.2631,0.7,6.5,10.1,60.3,207.6,100,243193232
54088,4929,2.52359e-05,0.990928,2.77257e-05,0.228874,0.254141,0.3,5.8,10.2,60.2,204.8,100,243193232
54090,4993,2.5181e-05,0.990892,2.76229e-05,0.336229,0.23069,0.8,5.8,9.3,59.9,207.0,100,243193232
54092,5020,2.54734e-05,0.990829,2.84114e-05,0.173426,0.249076,0.2,4.7,8.5,62.2,206.7,100,243193232
54094,4890,2.55968e-05,0.990845,2.80343e-05,0.243604,0.264622,0.2,6.8,9.6,62.3,202.1,100,243193232
54096,4994,2.55877e-05,0.990929,2.77257e-05,0.192219,0.279976,0.2,4.6,8.9,63.0,202.8,100,243193232
54098,4983,2.44797e-05,0.991068,2.90743e-05,0.363842,0.223768,0.7,6.2,10.1,61.7,205.6,100,243193232
54100,4975,2.53044e-05,0.99102,2.79543e-05,0.234257,0.264367,0.5,6.3,10.7,61.7,207.3,100,243193232
54102,4875,2.50554e-05,0.991039,2.86171e-05,0.356558,0.248463,0.4,4.8,9.7,59.2,205.0,100,243193232
54104,4922,2.43221e-05,0.991037,2.84114e-05,0.301163,0.256043,0.4,6.0,11.4,58.8,201.9,100,243193232
54106,4951,2.61816e-05,0.991165,2.86057e-05,0.311434,0.264285,0.3,5.5,10.2,63.2,205.0,100,243193232
54108,4930,2.4169e-05,0.991084,2.82857e-05,0.187501,0.250991,0.2,4.9,9.1,59.4,205.2,100,243193232
54110,5004,2.46145e-05,0.991099,2.808e-05,0.413177,0.269709,0.5,5.4,9.8,56.7,210.5,100,243193232
54112,4921,2.54163e-05,0.991125,2.74971e-05,0.185344,0.262537,0.4,4.4,9.9,60.1,204.1,100,243193232
54114,4975,2.551e-05,0.991118,2.74857e-05,0.305422,0.269588,0.3,5.7,9.7,59.5,204.4,100,243193232
54116,4900,2.43815e-05,0.991205,2.81486e-05,0.207198,0.250813,0.3,5.9,8.6,58.6,207.5,100,243193232
54118,4996,2.52975e-05,0.991091,2.86514e-05,0.209216,0.215767,0.4,5.4,9.6,59.3,202.1,100,243193232
54120,4986,2.48612e-05,0.991078,2.81829e-05,0.243568,0.22133,0.5,5.0,9.7,58.2,199.7,100,243193232
54122,4982,2.55694e-05,0.991156,2.78171e-05,0.216094,0.253656,0.4,5.1,9.2,59.7,204.0,100,243193232
54124,4954,2.54575e-05,0.991143,2.79429e-05,0.457386,0.25666,1.0,5.7,10.1,65.1,205.0,100,243193232
54126,4974,2.53569e-05,0.991043,2.848e-05,0.147349,0.24525,0.0,4.6,10.5,59.6,207.1,100,243193232
54128,4999,2.5823e-05,0.991093,2.81829e-05,0.305177,0.229716,0.7,4.8,10.8,59.3,204.8,100,243193232
54130,4966,2.51513e-05,0.991035,2.81829e-05,0.257982,0.246179,0.7,5.5,9.4,57.7,207.4,100,243193232
54132,4968,2.48475e-05,0.99098,2.81143e-05,0.173587,0.238299,0.3,4.4,10.0,62.0,205.3,100,243193232
54134,5002,2.53821e-05,0.990979,2.91886e-05,0.218841,0.224474,0.2,5.5,10.8,59.9,206.4,100,243193232
54136,4950,2.49457e-05,0.991099,2.81143e-05,0.289367,0.240791,0.3,4.4,9.2,61.1,210.1,100,243193232
54138,4993,2.54963e-05,0.990931,2.848e-05,0.33144,0.227948,0.4,6.0,10.2,62.7,209.1,100,243193232
54140,4988,2.54826e-05,0.990926,2.86629e-05,0.315037,0.239958,0.4,5.8,9.2,59.5,211.8,100,243193232
54142,4966,2.52222e-05,0.990863,2.76571e-05,0.404618,0.245334,0.7,4.6,10.0,61.5,199.8,100,243193232
54144,4864,2.57704e-05,0.990827,2.76e-05,0.345076,0.259052,0.5,5.9,10.3,61.8,199.4,100,243193232
54146,4935,2.50782e-05,0.990888,2.77943e-05,0.175242,0.251819,0.3,5.0,7.3,63.0,206.4,100,243193232
54148,4999,2.54803e-05,0.990967,2.888e-05,0.404532,0.228871,0.5,5.2,11.2,61.7,207.0,100,243193232
54150,4988,2.46259e-05,0.991055,2.78171e-05,0.135732,0.240702,0.1,4.1,9.6,59.7,207.0,100,243193232
54152,4884,2.51376e-05,0.990987,2.77257e-05,0.327797,0.243211,0.3,3.9,10.4,62.4,207.1,100,243193232
54154,4941,2.56813e-05,0.991034,2.77714e-05,0.457802,0.276672,0.4,5.5,9.3,64.3,206.1,100,243193232
54156,4969,2.48681e-05,0.991056,2.864e-05,0.276629,0.24618,0.1,6.0,10.6,61.7,212.5,100,243193232
54158,4953,2.55854e-05,0.991069,2.82743e-05,0.281427,0.249085,0.3,4.9,10.1,60.0,202.3,100,243193232
54160,4938,2.59486e-05,0.991107,2.90286e-05,0.166993,0.244002,0.1,5.3,9.2,60.8,211.6,100,243193232
54162,4991,2.5679e-05,0.991089,2.70857e-05,0.1877,0.267712,0.3,5.0,11.0,61.7,202.9,100,243193232
54164,4941,2.47698e-05,0.991113,2.82057e-05,0.236229,0.243192,0.3,6.4,10.7,57.2,201.8,100,243193232
54166,5001,2.54597e-05,0.99112,2.78057e-05,0.236108,0.231817,0.4,6.2,11.8,59.3,198.7,100,243193232
54168,5008,2.54415e-05,0.991122,2.82857e-05,0.280944,0.271714,0.3,4.8,11.5,62.4,211.4,100,243193232
54170,4991,2.51011e-05,0.991072,2.86629e-05,0.215126,0.222493,0.2,5.4,9.6,60.8,204.5,100,243193232
54172,4969,2.53501e-05,0.991039,2.73943e-05,0.246145,0.250342,0.2,4.2,10.6,64.2,200.4,100,243193232
54174,5010,2.55351e-05,0.991115,2.80343e-05,0.404412,0.261289,0.4,5.5,11.6,60.3,205.0,100,243193232
54176,4976,2.47653e-05,0.991087,2.81943e-05,0.171478,0.259141,0.0,5.3,11.1,62.1,206.3,100,243193232
54178,4942,2.49343e-05,0.991123,2.792e-05,0.19243,0.254817,0.4,5.1,9.6,60.3,204.7,100,243193232
54180,4950,2.52907e-05,0.991115,2.81714e-05,0.19457,0.239266,0.4,4.9,12.1,59.7,205.4,100,243193232
54182,4957,2.53638e-05,0.991191,2.81943e-05,0.229678,0.254103,0.3,5.5,9.2,62.0,206.3,100,243193232
54184,4971,2.55283e-05,0.991071,2.81486e-05,0.351873,0.253087,0.6,6.3,10.2,60.3,206.3,100,243193232
54186,4969,2.42878e-05,0.991049,2.78743e-05,0.306723,0.258149,0.6,6.2,11.4,59.5,202.7,100,243193232
54188,4972,2.5245e-05,0.991033,2.73371e-05,0.265755,0.266377,0.4,4.8,9.1,59.3,201.7,100,243193232
54190,5000,2.50303e-05,0.990946,2.84114e-05,0.247743,0.229761,0.3,4.6,7.1,59.7,201.2,100,243193232
54192,4958,2.49526e-05,0.990971,2.77943e-05,0.226034,0.245554,0.6,6.4,9.7,62.3,200.9,100,243193232
54194,4968,2.64626e-05,0.990912,2.808e-05,0.282576,0.251178,0.3,3.8,11.3,60.9,205.7,100,243193232
54196,4965,2.54186e-05,0.990953,2.79543e-05,0.278817,0.213969,0.1,5.7,9.9,63.8,206.2,100,243193232
54198,4951,2.58527e-05,0.990956,2.90857e-05,0.296953,0.22884,0.5,5.2,8.8,63.0,204.6,100,243193232
54200,4939,2.52267e-05,0.990858,2.81714e-05,0.163584,0.245261,0.1,4.8,10.4,62.7,202.7,100,243193232
54202,4962,2.61222e-05,0.990913,2.84686e-05,0.258925,0.258927,0.2,4.3,9.9,59.5,202.0,100,243193232
54204,4905,2.61428e-05,0.990858,2.79086e-05,0.365602,0.261834,0.8,5.5,10.1,62.2,205.6,100,243193232
54206,4953,2.54392e-05,0.990831,2.84343e-05,0.216734,0.253748,0.2,6.3,10.0,58.1,209.7,100,243193232
54208,5033,2.53295e-05,0.990941,2.82171e-05,0.265706,0.256184,0.1,5.6,10.4,62.0,203.1,100,243193232
54210,4903,2.54666e-05,0.990924,2.86286e-05,0.207871,0.233562,0.3,4.9,11.0,63.0,209.7,100,243193232
54212,4921,2.53798e-05,0.991001,2.78514e-05,0.382921,0.262828,0.4,5.4,9.8,59.0,203.7,100,243193232
54214,4918,2.46077e-05,0.990805,2.768e-05,0.381178,0.236143,0.3,5.8,10.2,59.1,209.5,100,243193232
54216,4981,2.57156e-05,0.99097,2.76457e-05,0.419574,0.264852,0.5,5.4,9.4,60.3,208.0,100,243193232
54218,4946,2.58001e-05,0.991056,2.81371e-05,0.373782,0.26185,0.5,7.3,8.9,61.5,206.5,100,243193232
54220,4982,2.46579e-05,0.99095,2.78057e-05,0.123888,0.245939,0.0,4.0,9.9,59.1,206.1,100,243193232
54222,5006,2.61725e-05,0.991041,2.77714e-05,0.221132,0.258691,0.4,5.3,10.2,63.0,201.5,100,243193232
54224,4952,2.54483e-05,0.991137,2.768e-05,0.236994,0.256448,0.5,5.4,9.8,57.4,204.8,100,243193232
54226,4981,2.46762e-05,0.991167,2.776e-05,0.268004,0.236921,0.2,5.5,9.6,58.5,212.6,100,243193232
54228,4988,2.54826e-05,0.991124,2.784e-05,0.223142,0.267875,0.2,5.4,10.2,61.6,204.0,100,243193232
54230,4942,2.53204e-05,0.991135,2.75771e-05,0.460136,0.265966,0.8,6.1,9.8,61.1,205.6,100,243193232
