Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4980,2.36893e-05,0.991418,2.75314e-05,0.400447,0.24768,0.6,5.5,8.7,64.8,216.8,100,2756835229
54002,4948,2.35066e-05,0.991252,2.66629e-05,0.312935,0.268417,0.6,5.6,9.7,63.3,214.9,100,2756835229
54004,4959,2.43084e-05,0.991185,2.74857e-05,0.190515,0.238812,0.3,5.0,10.1,65.5,222.2,100,2756835229
54006,4958,2.40731e-05,0.991212,2.61371e-05,0.236851,0.27209,0.5,5.3,7.8,60.6,211.2,100,2756835229
54008,4963,2.36985e-05,0.991162,2.792e-05,0.337048,0.239676,0.4,5.5,8.4,62.6,211.6,100,2756835229
54010,4995,2.40708e-05,0.991278,2.65371e-05,0.252727,0.253686,0.5,5.5,8.4,60.6,217.4,100,2756835229
54012,4977,2.42536e-05,0.991297,2.704e-05,0.308504,0.25198,0.4,5.8,8.7,64.5,215.4,100,2756835229
54014,4939,2.37898e-05,0.991284,2.68343e-05,0.208023,0.260709,0.2,5.2,11.2,64.0,209.1,100,2756835229
54016,4956,2.49023e-05,0.991231,2.648e-05,0.224612,0.268998,0.4,5.6,9.6,62.5,209.1,100,2756835229
54018,4985,2.47698e-05,0.991314,2.71657e-05,0.168263,0.262893,0.1,4.4,9.6,61.6,219.4,100,2756835229
54020,4981,2.52199e-05,0.991381,2.62857e-05,0.229128,0.271418,0.4,5.2,9.6,62.8,208.0,100,2756835229
54022,5003,2.47127e-05,0.991414,2.736e-05,0.307775,0.240101,0.5,5.2,9.0,63.7,212.9,100,2756835229
54024,4983,2.43495e-05,0.991459,2.72229e-05,0.192769,0.264743,0.2,4.5,8.6,61.8,216.7,100,2756835229
54026,4965,2.48795e-05,0.991457,2.74171e-05,0.330737,0.239365,0.5,7.5,9.8,60.6,214.8,100,2756835229
54028,4897,2.506e-05,0.991534,2.75886e-05,0.203501,0.261611,0.3,4.5,9.6,65.8,216.5,100,2756835229
54030,4983,2.4217e-05,0.991518,2.68343e-05,0.206498,0.262549,0.3,4.6,9.6,62.6,217.6,100,2756835229
54032,5010,2.4313e-05,0.991477,2.79657e-05,0.279585,0.230983,0.4,4.8,9.1,65.0,216.9,100,2756835229
54034,4944,2.35957e-05,0.991427,2.73943e-05,0.289847,0.251011,0.3,5.5,9.7,62.4,207.8,100,2756835229
54036,5047,2.4546e-05,0.991409,2.67543e-05,0.272605,0.249878,0.1,5.3,8.1,63.9,216.7,100,2756835229
54038,4988,2.39589e-05,0.991408,2.62286e-05,0.185436,0.27939,0.1,5.5,8.9,62.5,209.5,100,2756835229
54040,4960,2.39543e-05,0.991486,2.71886e-05,0.314756,0.272618,0.4,5.1,8.4,64.5,211.9,100,2756835229
54042,4928,2.47059e-05,0.99149,2.73943e-05,0.295056,0.256647,0.4,5.3,9.5,60.6,210.8,100,2756835229
54044,4917,2.35066e-05,0.991538,2.74629e-05,0.284489,0.261439,0.5,4.6,8.2,66.1,217.1,100,2756835229
54046,4972,2.39703e-05,0.991393,2.66057e-05,0.327382,0.255119,0.3,5.8,8.4,63.3,211.8,100,2756835229
54048,4935,2.40685e-05,0.991511,2.60114e-05,0.153413,0.283014,0.3,3.6,8.2,61.1,209.2,100,2756835229
54050,4990,2.4418e-05,0.991574,2.67429e-05,0.208927,0.263309,0.3,5.3,9.1,65.3,214.5,100,2756835229
54052,4969,2.40114e-05,0.991458,2.752e-05,0.172044,0.246973,0.2,4.8,7.7,65.7,213.5,100,2756835229
54054,4966,2.39772e-05,0.991418,2.70514e-05,0.297834,0.256844,0.2,5.1,9.1,62.2,214.7,100,2756835229
54056,4953,2.48292e-05,0.991442,2.63657e-05,0.278965,0.289732,0.3,4.5,8.1,62.7,211.4,100,2756835229
54058,4956,2.48407e-05,0.991358,2.68114e-05,0.322799,0.276633,0.4,4.9,8.4,64.8,211.4,100,2756835229
54060,5016,2.4329e-05,0.991352,2.66857e-05,0.265344,0.255503,0.2,4.8,9.7,62.9,213.4,100,2756835229
54062,4964,2.42422e-05,0.991322,2.70286e-05,0.218568,0.240846,0.5,5.3,8.7,66.8,209.1,100,2756835229
54064,4952,2.37967e-05,0.991363,2.83886e-05,0.250488,0.224015,0.5,5.4,10.1,64.5,213.2,100,2756835229
54066,4956,2.39086e-05,0.99141,2.73143e-05,0.24002,0.267116,0.4,6.5,8.3,63.7,218.4,100,2756835229
54068,5010,2.38538e-05,0.991489,2.74057e-05,0.260196,0.26184,0.4,6.1,7.7,63.1,215.1,100,2756835229
54070,4972,2.48178e-05,0.99145,2.672e-05,0.20189,0.27227,0.2,5.2,8.4,61.3,215.7,100,2756835229
54072,4983,2.392e-05,0.991443,2.68e-05,0.29805,0.278314,0.3,5.3,9.6,64.4,209.2,100,2756835229
54074,4955,2.33467e-05,0.991485,2.67086e-05,0.262255,0.282975,0.5,5.7,7.5,63.7,211.0,100,2756835229
54076,4899,2.48429e-05,0.991589,2.664e-05,0.38631,0.272146,0.4,5.4,7.4,64.2,219.0,100,2756835229
54078,4978,2.40251e-05,0.991584,2.63543e-05,0.155384,0.276272,0.2,4.1,9.0,64.4,210.7,100,2756835229
54080,4936,2.50623e-05,0.991549,2.616e-05,0.210451,0.274549,0.5,5.7,7.8,62.8,205.7,100,2756835229
54082,4993,2.40137e-05,0.991566,2.68e-05,0.200554,0.26052,0.3,5.1,8.6,63.1,213.3,100,2756835229
54084,4917,2.32621e-05,0.991469,2.67771e-05,0.256813,0.258602,0.2,5.1,9.1,66.2,210.3,100,2756835229
54086,4937,2.3566e-05,0.9914,2.73486e-05,0.207788,0.26783,0.1,6.3,9.0,63.3,220.5,100,2756835229
54088,4971,2.45368e-05,0.991451,2.57371e-05,0.153226,0.294255,0.4,4.3,9.1,61.2,210.1,100,2756835229
54090,4950,2.33101e-05,0.991338,2.68457e-05,0.236523,0.281072,0.4,5.4,8.5,65.2,211.2,100,2756835229
54092,4949,2.39132e-05,0.991363,2.65029e-05,0.181577,0.287396,0.2,5.7,8.9,65.1,213.6,100,2756835229
54094,4946,2.50988e-05,0.991394,2.66286e-05,0.168093,0.265565,0.3,4.2,9.3,62.3,214.9,100,2756835229
54096,4918,2.51788e-05,0.991517,2.68e-05,0.126533,0.233067,0.1,3.6,8.2,65.7,209.2,100,2756835229
54098,4903,2.41051e-05,0.991517,2.78057e-05,0.317537,0.246495,0.6,5.2,9.6,64.5,221.1,100,2756835229
54100,4952,2.51582e-05,0.991527,2.60343e-05,0.162347,0.284989,0.1,4.5,8.3,63.0,207.0,100,2756835229
54102,4956,2.40731e-05,0.991448,2.64571e-05,0.1548,0.275288,0.0,4.9,8.2,64.1,212.0,100,2756835229
54104,4986,2.38995e-05,0.991425,2.74971e-05,0.283871,0.266806,0.4,5.1,9.2,69.9,211.4,100,2756835229
54106,4881,2.43861e-05,0.991513,2.65371e-05,0.169326,0.278774,0.3,4.3,9.0,58.6,210.4,100,2756835229
