Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4985,2.42216e-05,0.990327,2.712e-05,0.533271,0.27127,0.8,6.9,10.0,68.6,198.3,100,2099581089
54002,4950,2.43609e-05,0.990318,2.62629e-05,0.303554,0.275899,0.3,6.2,8.5,67.7,199.0,100,2099581089
54004,4960,2.43632e-05,0.990234,2.71429e-05,0.226,0.263098,0.5,5.9,8.6,66.9,204.7,100,2099581089
54006,4940,2.46442e-05,0.990298,2.66743e-05,0.203088,0.269183,0.2,6.0,7.8,68.2,204.0,100,2099581089
54008,4952,2.33124e-05,0.990295,2.71657e-05,0.228618,0.292313,0.4,5.9,8.7,66.4,198.5,100,2099581089
54010,4959,2.40708e-05,0.990228,2.68e-05,0.235421,0.267235,0.3,6.0,7.3,67.3,199.9,100,2099581089
54012,4989,2.49275e-05,0.990273,2.70743e-05,0.25984,0.249188,0.5,6.5,9.2,67.1,199.4,100,2099581089
54014,5009,2.46556e-05,0.990154,2.69829e-05,0.275318,0.255494,0.2,5.5,6.3,69.6,204.0,100,2099581089
54016,4974,2.46328e-05,0.99028,2.696e-05,0.324429,0.260203,0.4,6.5,9.6,65.5,200.0,100,2099581089
54018,5002,2.45391e-05,0.990294,2.61943e-05,0.402312,0.284444,0.7,5.3,7.8,71.1,200.9,100,2099581089
54020,4998,2.46625e-05,0.990402,2.672e-05,0.30895,0.286052,0.3,4.6,8.5,66.5,204.7,100,2099581089
54022,4935,2.45003e-05,0.990369,2.74743e-05,0.274576,0.271276,0.3,5.3,10.5,67.8,201.3,100,2099581089
54024,4932,2.42102e-05,0.990229,2.68914e-05,0.187013,0.25895,0.1,6.3,8.6,68.8,203.2,100,2099581089
54026,4903,2.39429e-05,0.990293,2.75657e-05,0.209863,0.275488,0.4,5.6,8.1,70.3,204.4,100,2099581089
54028,4963,2.49869e-05,0.990291,2.66286e-05,0.308432,0.278745,0.5,4.7,7.9,68.6,206.0,100,2099581089
54030,4898,2.41142e-05,0.990384,2.74057e-05,0.368693,0.245123,0.6,7.0,9.1,69.3,200.8,100,2099581089
54032,4943,2.42444e-05,0.990463,2.63886e-05,0.307149,0.254622,0.2,6.7,7.7,69.6,202.8,100,2099581089
54034,4907,2.43312e-05,0.990497,2.67886e-05,0.184139,0.265986,0.2,4.7,9.6,63.9,199.3,100,2099581089
54036,4948,2.39543e-05,0.990415,2.664e-05,0.400352,0.271061,0.2,6.4,9.1,63.1,205.2,100,2099581089
54038,4941,2.39475e-05,0.990385,2.83886e-05,0.447382,0.227185,0.3,7.4,11.2,71.4,208.3,100,2099581089
54040,4930,2.52838e-05,0.990289,2.68343e-05,0.222886,0.244672,0.4,5.9,7.6,68.5,198.6,100,2099581089
54042,4993,2.39772e-05,0.990385,2.77143e-05,0.405951,0.261486,0.5,5.9,7.8,71.0,203.1,100,2099581089
54044,4945,2.46533e-05,0.990361,2.728e-05,0.155902,0.262067,0.1,5.0,8.7,69.1,208.5,100,2099581089
54046,4945,2.43107e-05,0.990448,2.65029e-05,0.182657,0.289495,0.2,5.5,8.5,68.8,202.3,100,2099581089
54048,4911,2.38492e-05,0.990435,2.70629e-05,0.227891,0.261907,0.5,5.9,10.4,69.5,201.8,100,2099581089
54050,5038,2.35386e-05,0.9904,2.62971e-05,0.313065,0.270084,0.2,7.0,7.1,65.5,200.8,100,2099581089
54052,4976,2.45871e-05,0.990342,2.73486e-05,0.480512,0.260711,0.4,8.1,9.8,70.2,205.0,100,2099581089
54054,4932,2.45277e-05,0.990304,2.71543e-05,0.231739,0.257658,0.4,6.4,10.1,66.6,208.8,100,2099581089
54056,4968,2.37944e-05,0.990316,2.73143e-05,0.315794,0.27309,0.2,5.9,9.3,72.4,210.6,100,2099581089
54058,4987,2.5181e-05,0.990266,2.75086e-05,0.413104,0.264499,0.3,6.4,7.3,70.8,200.8,100,2099581089
54060,4976,2.4699e-05,0.990173,2.70971e-05,0.359825,0.232328,0.3,4.8,8.5,67.0,201.1,100,2099581089
