Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4986,2.53661e-05,0.99058,2.83657e-05,0.29567,0.239254,0.3,5.4,6.8,75.2,207.5,100,2840308672
54002,4988,2.47881e-05,0.990602,2.81257e-05,0.197672,0.270704,0.3,5.3,8.3,67.8,208.6,100,2840308672
54004,4971,2.55237e-05,0.990716,2.82057e-05,0.321715,0.237846,0.4,4.9,8.4,69.9,207.8,100,2840308672
54006,4834,2.58504e-05,0.990628,2.77943e-05,0.295217,0.262178,0.3,5.3,7.4,73.3,200.5,100,2840308672
54008,4856,2.51034e-05,0.990645,2.81257e-05,0.319045,0.235022,0.5,5.3,9.1,69.8,208.0,100,2840308672
54010,4937,2.45871e-05,0.990547,2.98629e-05,0.421037,0.205484,0.5,6.9,8.6,70.8,215.4,100,2840308672
54012,4961,2.54232e-05,0.990581,2.86514e-05,0.162267,0.222689,0.1,4.7,8.5,71.7,211.4,100,2840308672
54014,5019,2.51262e-05,0.990579,2.84343e-05,0.219745,0.232736,0.2,5.4,9.2,70.4,206.9,100,2840308672
54016,4976,2.54118e-05,0.990739,2.82971e-05,0.196232,0.217156,0.2,5.3,6.6,69.6,209.5,100,2840308672
54018,5008,2.58093e-05,0.990694,2.95657e-05,0.42876,0.21234,0.4,6.1,8.2,72.0,210.2,100,2840308672
54020,5011,2.48384e-05,0.990603,2.76686e-05,0.234684,0.228747,0.5,5.9,8.1,70.1,203.7,100,2840308672
54022,4990,2.49709e-05,0.990725,2.82171e-05,0.298419,0.248271,0.3,4.6,7.4,73.2,216.0,100,2840308672
54024,4924,2.59006e-05,0.990945,2.87657e-05,0.28734,0.230663,0.2,5.2,8.3,72.6,210.3,100,2840308672
54026,5004,2.52107e-05,0.990916,2.88e-05,0.221522,0.252379,0.3,5.9,7.6,70.0,211.5,100,2840308672
54028,5036,2.38652e-05,0.990799,2.86514e-05,0.376827,0.218815,0.5,6.8,8.0,71.7,206.1,100,2840308672
54030,4930,2.57293e-05,0.990717,2.77943e-05,0.387932,0.242834,0.3,6.0,7.8,70.1,209.9,100,2840308672
54032,4917,2.48133e-05,0.990678,2.75429e-05,0.307926,0.240256,0.5,4.8,7.4,71.7,210.2,100,2840308672
54034,4935,2.53113e-05,0.990742,2.85714e-05,0.323887,0.213725,0.4,6.6,8.5,71.1,205.5,100,2840308672
54036,4930,2.56653e-05,0.990592,2.80914e-05,0.377175,0.247196,0.5,4.9,7.7,70.2,212.1,100,2840308672
