Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4947,2.45368e-05,0.991557,2.65257e-05,0.247478,0.246861,0.1,3.9,11.1,63.3,187.4,100,3456607645
54002,5014,2.40297e-05,0.991415,2.69257e-05,0.18069,0.282648,0.2,5.0,9.1,59.5,188.8,100,3456607645
54004,4991,2.58184e-05,0.991373,2.632e-05,0.421133,0.299952,0.3,4.5,10.2,63.4,187.3,100,3456607645
54006,4988,2.47607e-05,0.991443,2.67314e-05,0.186625,0.264098,0.3,4.4,10.6,66.6,187.1,100,3456607645
54008,4917,2.40663e-05,0.991431,2.76686e-05,0.248647,0.227925,0.1,4.6,10.0,64.8,191.0,100,3456607645
54010,4949,2.48041e-05,0.991265,2.61371e-05,0.267986,0.291694,0.2,5.6,8.4,65.1,186.5,100,3456607645
54012,4941,2.32507e-05,0.991318,2.68457e-05,0.333257,0.256589,0.4,6.1,9.2,59.7,186.3,100,3456607645
54014,4927,2.36688e-05,0.991317,2.75886e-05,0.332876,0.245471,0.6,5.3,8.4,64.9,190.0,100,3456607645
54016,4947,2.27824e-05,0.991352,2.71771e-05,0.182527,0.25402,0.2,5.0,11.7,64.0,188.9,100,3456607645
54018,4955,2.42353e-05,0.991399,2.70857e-05,0.283483,0.253975,0.2,4.8,10.8,67.5,190.3,100,3456607645
54020,4978,2.36094e-05,0.991524,2.69143e-05,0.34203,0.260266,0.5,5.9,13.1,66.7,185.6,100,3456607645
54022,4961,2.43632e-05,0.991551,2.768e-05,0.154608,0.246936,0.1,5.0,11.2,65.8,187.7,100,3456607645
54024,4941,2.46214e-05,0.991634,2.75314e-05,0.210175,0.247077,0.4,5.0,11.1,67.1,190.0,100,3456607645
54026,4946,2.41302e-05,0.991637,2.63543e-05,0.151679,0.273709,0.2,4.0,9.1,64.3,189.2,100,3456607645
54028,4958,2.43472e-05,0.991631,2.65829e-05,0.182655,0.286899,0.3,4.4,10.3,63.3,186.5,100,3456607645
54030,4974,2.41713e-05,0.991709,2.68457e-05,0.177898,0.25297,0.2,5.1,9.7,66.5,190.7,100,3456607645
54032,4978,2.57042e-05,0.991644,2.69486e-05,0.202588,0.263372,0.1,2.7,12.1,64.1,190.7,100,3456607645
54034,4930,2.4578e-05,0.991491,2.66857e-05,0.169275,0.266857,0.1,5.1,10.5,63.6,186.6,100,3456607645
54036,4958,2.37693e-05,0.991478,2.77371e-05,0.12772,0.248904,0.0,3.8,12.4,64.6,193.9,100,3456607645
54038,4936,2.40777e-05,0.991451,2.75086e-05,0.23483,0.244791,0.2,4.1,9.2,70.9,192.1,100,3456607645
54040,4933,2.39794e-05,0.991483,2.68e-05,0.235088,0.239012,0.1,4.0,10.2,64.9,192.3,100,3456607645
54042,5015,2.42467e-05,0.991619,2.72343e-05,0.19132,0.258106,0.3,5.0,12.3,63.9,187.5,100,3456607645
54044,4922,2.42741e-05,0.991528,2.65943e-05,0.401848,0.270372,0.7,5.5,10.9,64.0,186.4,100,3456607645
54046,4994,2.5229e-05,0.991492,2.74171e-05,0.166227,0.24873,0.1,4.2,11.3,64.4,195.2,100,3456607645
54048,5025,2.39292e-05,0.991562,2.664e-05,0.121252,0.261759,0.1,4.4,10.5,64.1,191.4,100,3456607645
54050,4964,2.52039e-05,0.991536,2.75429e-05,0.242319,0.256294,0.5,5.5,11.6,68.3,192.6,100,3456607645
54052,4921,2.44546e-05,0.991543,2.71771e-05,0.245494,0.24787,0.1,5.1,10.1,64.9,190.3,100,3456607645
54054,4969,2.38355e-05,0.991505,2.67657e-05,0.144576,0.299458,0.0,4.4,11.1,64.1,180.2,100,3456607645
54056,4969,2.37464e-05,0.991565,2.73371e-05,0.282411,0.259295,0.2,4.3,10.9,65.2,188.7,100,3456607645
54058,4910,2.41371e-05,0.991534,2.66514e-05,0.165877,0.267446,0.1,5.2,10.0,64.6,183.3,100,3456607645
54060,4976,2.43221e-05,0.99151,2.74629e-05,0.271933,0.232397,0.3,4.4,9.8,65.7,191.3,100,3456607645
54062,5000,2.42787e-05,0.991441,2.66286e-05,0.276131,0.277993,0.2,5.6,8.7,65.0,187.7,100,3456607645
