Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4971,2.47402e-05,0.991735,2.736e-05,0.131585,0.262287,0.1,3.3,8.9,60.9,229.6,100,2271938144
54002,4937,2.45094e-05,0.991757,2.78171e-05,0.0885339,0.245544,0.0,2.1,8.9,65.2,229.1,100,2271938144
54004,4995,2.52701e-05,0.991604,2.69257e-05,0.157034,0.278204,0.2,4.0,7.3,59.4,227.7,100,2271938144
54006,4955,2.46419e-05,0.991624,2.76457e-05,0.280643,0.272605,0.2,5.0,8.4,67.0,225.5,100,2271938144
54008,4915,2.55648e-05,0.991686,2.792e-05,0.170252,0.284421,0.1,4.1,10.0,64.6,224.0,100,2271938144
54010,4970,2.47424e-05,0.991694,2.76686e-05,0.111135,0.250643,0.1,3.4,8.3,61.9,221.9,100,2271938144
54012,4941,2.44523e-05,0.991601,2.71771e-05,0.190041,0.253892,0.3,4.3,10.3,64.8,226.3,100,2271938144
54014,4989,2.52085e-05,0.991421,2.70286e-05,0.264854,0.253636,0.2,3.8,7.8,61.7,217.0,100,2271938144
54016,5004,2.48864e-05,0.991599,2.792e-05,0.182281,0.263838,0.5,3.7,9.7,66.6,227.4,100,2271938144
54018,4980,2.42467e-05,0.991679,2.70629e-05,0.343198,0.278447,0.2,4.4,7.2,61.1,229.2,100,2271938144
54020,4959,2.46328e-05,0.991682,2.72571e-05,0.294892,0.271649,0.4,4.8,9.3,66.1,226.7,100,2271938144
54022,4993,2.52724e-05,0.991693,2.76914e-05,0.212178,0.272681,0.1,5.3,10.7,63.1,223.5,100,2271938144
54024,4990,2.42193e-05,0.991695,2.85943e-05,0.241007,0.237736,0.2,3.9,9.1,63.8,233.5,100,2271938144
54026,4919,2.47196e-05,0.991609,2.656e-05,0.156577,0.257669,0.0,4.7,6.6,67.4,221.7,100,2271938144
54028,4933,2.51902e-05,0.991682,2.65486e-05,0.202761,0.260416,0.5,4.8,8.4,65.8,226.5,100,2271938144
54030,4946,2.43587e-05,0.991706,2.74171e-05,0.155924,0.25461,0.2,4.3,8.6,70.1,225.5,100,2271938144
54032,4950,2.46236e-05,0.991697,2.69943e-05,0.285304,0.25393,0.4,3.3,11.2,64.2,224.0,100,2271938144
54034,4965,2.44226e-05,0.991706,2.68343e-05,0.162428,0.285092,0.2,4.5,9.0,61.8,228.5,100,2271938144
54036,4915,2.48475e-05,0.991729,2.67657e-05,0.133031,0.281235,0.1,3.3,7.1,62.9,226.7,100,2271938144
54038,4972,2.58572e-05,0.991652,2.76914e-05,0.25151,0.265665,0.1,4.6,9.6,62.3,224.6,100,2271938144
54040,4923,2.41965e-05,0.991478,2.78286e-05,0.167286,0.265913,0.1,4.3,9.3,64.1,228.0,100,2271938144
54042,4935,2.45894e-05,0.991536,2.77714e-05,0.219428,0.253411,0.3,5.3,7.5,69.7,228.6,100,2271938144
54044,4915,2.46419e-05,0.991547,2.85829e-05,0.31956,0.236311,0.5,4.9,10.4,64.1,228.5,100,2271938144
54046,4972,2.38218e-05,0.991445,2.74629e-05,0.168012,0.256681,0.1,4.5,9.2,63.3,227.4,100,2271938144
54048,4960,2.49526e-05,0.991469,2.78971e-05,0.197822,0.230103,0.4,4.2,9.2,62.8,227.1,100,2271938144
54050,4923,2.50714e-05,0.99157,2.80343e-05,0.393935,0.238509,0.6,4.6,9.4,62.0,236.2,100,2271938144
54052,4916,2.59874e-05,0.991637,2.77143e-05,0.290543,0.250248,0.4,3.7,9.9,63.7,227.2,100,2271938144
54054,4962,2.47995e-05,0.991586,2.75314e-05,0.276831,0.250973,0.3,4.5,7.9,60.7,228.0,100,2271938144
54056,4949,2.56768e-05,0.991628,2.79086e-05,0.302947,0.241963,0.3,5.4,10.0,68.4,227.3,100,2271938144
54058,4945,2.37556e-05,0.991685,2.74171e-05,0.168589,0.254445,0.1,3.0,10.6,64.1,228.7,100,2271938144
54060,4918,2.41782e-05,0.991642,2.79886e-05,0.368983,0.269764,0.4,4.2,10.1,66.1,226.4,100,2271938144
54062,5000,2.46236e-05,0.991635,2.77029e-05,0.376199,0.250598,0.5,4.3,9.3,63.9,220.2,100,2271938144
54064,4959,2.5245e-05,0.991681,2.704e-05,0.292293,0.296674,0.5,4.6,9.6,62.4,222.3,100,2271938144
54066,4951,2.34609e-05,0.991566,2.74171e-05,0.134386,0.235701,0.1,4.4,9.1,65.1,229.5,100,2271938144
54068,4856,2.50029e-05,0.991628,2.8e-05,0.469936,0.250622,0.3,5.3,9.9,67.1,226.7,100,2271938144
54070,4965,2.41987e-05,0.991491,2.79543e-05,0.166247,0.251536,0.3,4.0,9.5,66.1,231.0,100,2271938144
54072,4950,2.46351e-05,0.991535,2.75429e-05,0.237485,0.265296,0.2,4.1,7.8,64.3,226.1,100,2271938144
54074,4936,2.40228e-05,0.991578,2.73943e-05,0.189616,0.241906,0.2,4.1,9.5,67.9,228.6,100,2271938144
54076,4911,2.47196e-05,0.991532,2.71429e-05,0.207555,0.264752,0.3,4.8,9.4,65.6,227.4,100,2271938144
54078,4932,2.41119e-05,0.991541,2.752e-05,0.223908,0.267218,0.4,5.6,8.5,64.8,225.9,100,2271938144
54080,4936,2.53524e-05,0.991506,2.74286e-05,0.159219,0.276215,0.2,4.5,8.1,62.3,226.3,100,2271938144
54082,4919,2.44409e-05,0.991426,2.82286e-05,0.2448,0.224897,0.5,5.6,8.5,62.9,223.5,100,2271938144
54084,4992,2.50394e-05,0.991506,2.77371e-05,0.292521,0.251941,0.7,5.3,9.7,63.9,226.7,100,2271938144
54086,4973,2.47196e-05,0.991392,2.75429e-05,0.227464,0.246129,0.7,4.3,7.8,65.7,223.1,100,2271938144
54088,4986,2.47516e-05,0.991464,2.71314e-05,0.160756,0.266255,0.3,3.5,8.8,61.7,229.3,100,2271938144
54090,4998,2.50577e-05,0.991408,2.824e-05,0.480158,0.255218,0.7,4.1,8.7,67.0,230.3,100,2271938144
54092,4986,2.43564e-05,0.9915,2.75657e-05,0.289989,0.242213,0.2,5.3,7.9,65.7,232.9,100,2271938144
54094,4929,2.42947e-05,0.991459,2.63314e-05,0.24741,0.277211,0.2,3.6,8.1,60.7,226.0,100,2271938144
54096,4915,2.46762e-05,0.991317,2.77029e-05,0.198686,0.247684,0.3,4.8,11.9,64.7,230.3,100,2271938144
54098,4951,2.49435e-05,0.991357,2.74629e-05,0.281318,0.263785,0.4,3.6,9.3,65.4,227.7,100,2271938144
54100,4950,2.3799e-05,0.991318,2.66514e-05,0.206167,0.270853,0.3,5.2,8.8,60.7,230.8,100,2271938144
54102,4910,2.48407e-05,0.991536,2.77943e-05,0.148886,0.227775,0.2,3.3,7.8,64.2,225.6,100,2271938144
54104,4977,2.46008e-05,0.99152,2.72343e-05,0.206323,0.24923,0.4,4.4,10.2,64.0,229.9,100,2271938144
54106,4933,2.43198e-05,0.991388,2.71886e-05,0.267212,0.275966,0.5,5.5,10.2,64.5,224.2,100,2271938144
54108,4946,2.49115e-05,0.991545,2.73714e-05,0.169271,0.275029,0.4,4.1,9.1,65.1,223.2,100,2271938144
54110,5044,2.52656e-05,0.991603,2.80114e-05,0.222745,0.260574,0.4,5.5,9.6,67.2,232.6,100,2271938144
54112,4979,2.43495e-05,0.991505,2.79429e-05,0.19503,0.250885,0.1,4.9,10.7,60.0,227.6,100,2271938144
54114,4930,2.47356e-05,0.991546,2.75086e-05,0.487942,0.259991,0.3,5.4,10.3,62.8,226.6,100,2271938144
54116,4880,2.49732e-05,0.991593,2.72571e-05,0.335802,0.279351,0.3,4.1,9.6,60.5,220.3,100,2271938144
54118,4949,2.48589e-05,0.991523,2.74057e-05,0.239624,0.264512,0.1,4.0,8.2,63.4,230.8,100,2271938144
54120,4930,2.54163e-05,0.991554,2.73943e-05,0.266336,0.260235,0.2,4.4,9.4,64.4,230.4,100,2271938144
54122,4977,2.38744e-05,0.991532,2.76914e-05,0.163752,0.250438,0.1,4.0,9.5,67.0,226.9,100,2271938144
54124,5002,2.4996e-05,0.991523,2.78171e-05,0.297362,0.256104,0.5,4.6,9.0,63.2,227.1,100,2271938144
54126,4957,2.4763e-05,0.991475,2.74629e-05,0.267505,0.262472,0.1,4.3,8.6,61.2,227.1,100,2271938144
54128,4977,2.38218e-05,0.991483,2.77029e-05,0.177208,0.243785,0.3,4.0,11.2,64.4,223.7,100,2271938144
54130,4947,2.43495e-05,0.991441,2.74171e-05,0.171395,0.281112,0.2,5.5,8.6,62.3,225.0,100,2271938144
54132,4971,2.596e-05,0.991419,2.73943e-05,0.175602,0.246286,0.1,4.8,10.3,62.9,227.9,100,2271938144
54134,4923,2.43952e-05,0.991363,2.816e-05,0.223291,0.235933,0.3,5.8,9.0,66.6,224.7,100,2271938144
54136,4984,2.53067e-05,0.991176,2.78857e-05,0.170012,0.238357,0.1,4.5,10.3,63.0,227.8,100,2271938144
54138,4929,2.54323e-05,0.991158,2.86057e-05,0.227444,0.241622,0.5,3.9,10.4,65.1,232.3,100,2271938144
54140,5009,2.52222e-05,0.991196,2.77829e-05,0.26422,0.257713,0.3,4.8,7.2,65.9,225.3,100,2271938144
54142,4946,2.45848e-05,0.99128,2.73371e-05,0.316792,0.253082,0.6,4.9,10.4,60.9,228.3,100,2271938144
54144,4981,2.48201e-05,0.991397,2.69714e-05,0.142035,0.277954,0.1,3.8,9.6,60.1,225.6,100,2271938144
54146,4989,2.57544e-05,0.991457,2.81371e-05,0.318402,0.236391,0.5,4.0,9.0,67.3,226.3,100,2271938144
54148,4982,2.49549e-05,0.991592,2.73943e-05,0.156701,0.259008,0.1,4.1,9.8,61.6,226.2,100,2271938144
54150,4974,2.52244e-05,0.991541,2.84e-05,0.251474,0.226951,0.2,4.1,9.6,65.8,225.9,100,2271938144
54152,4959,2.48087e-05,0.991456,2.68229e-05,0.183512,0.271454,0.3,5.3,9.8,64.4,223.0,100,2271938144
54154,4918,2.38241e-05,0.991368,2.74743e-05,0.146127,0.249042,0.1,3.1,8.9,64.0,224.2,100,2271938144
54156,4880,2.46191e-05,0.991322,2.736e-05,0.168054,0.263805,0.1,4.1,9.3,62.5,224.7,100,2271938144
54158,4914,2.48909e-05,0.991316,2.82057e-05,0.265442,0.224413,0.4,4.4,8.7,65.3,228.3,100,2271938144
54160,4970,2.54597e-05,0.991361,2.66057e-05,0.227664,0.272208,0.2,3.9,8.0,63.6,224.0,100,2271938144
54162,4896,2.52336e-05,0.991457,2.76457e-05,0.145779,0.223938,0.2,3.6,8.8,63.7,226.2,100,2271938144
54164,4996,2.46282e-05,0.991418,2.76571e-05,0.146413,0.244087,0.2,3.6,10.3,64.3,227.2,100,2271938144
54166,5004,2.48155e-05,0.991413,2.72914e-05,0.130145,0.246726,0.1,4.0,10.0,64.9,225.0,100,2271938144
