Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1982,2.47881e-05,0.991412,2.75886e-05,0.219573,0.244934,0.6,4.6,6.8,68.8,225.2,107,2.15283e-05,0.988867,2.45143e-05,0.106127,0.347461,0.2,2.4,7.6,66.2,218.6,10,2.47447e-05,0.990368,2.744e-05,0.305455,0.248301,0.7,4.2,7.7,73.6,221.9,100,311997329
55568,2011,2.46625e-05,0.991476,2.76686e-05,0.132055,0.253932,0.0,4.1,8.0,71.2,221.7,123,2.22547e-05,0.988152,2.42514e-05,0.13756,0.366638,0.3,3.4,8.7,65.4,221.6,29,2.07836e-05,0.96358,2.71771e-05,0.223042,0.243373,0.6,3.6,8.0,73.6,226.5,100,311997329
55570,2002,2.37647e-05,0.991338,2.66629e-05,0.173979,0.267351,0.4,4.2,9.0,67.4,216.6,122,2.12656e-05,0.989602,2.44114e-05,0.0922316,0.342856,0.1,2.7,6.2,63.3,221.7,21,2.13135e-05,0.886022,2.64114e-05,0.246653,0.276693,0.6,5.0,6.9,73.0,228.7,100,311997329
55572,1985,2.31639e-05,0.991497,2.74857e-05,0.180527,0.258689,0.4,4.8,7.7,71.6,226.3,117,2.17087e-05,0.988249,2.39771e-05,0.102375,0.363385,0.2,2.4,8.5,63.0,219.4,24,2.09138e-05,0.854022,2.50286e-05,0.241659,0.326763,0.6,5.2,6.6,72.1,226.5,100,311997329
55574,2008,2.42741e-05,0.99149,2.80914e-05,0.168097,0.2525,0.3,4.5,8.2,70.7,219.0,115,2.16882e-05,0.988557,2.24571e-05,0.0899287,0.423635,0.4,2.5,9.1,67.4,226.6,20,2.09046e-05,0.858034,2.18971e-05,0.19728,0.419636,0.4,5.0,5.9,72.9,224.5,100,311997329
55576,1980,2.39726e-05,0.991155,2.71429e-05,0.252003,0.263962,0.3,4.7,7.1,71.5,216.1,109,2.14734e-05,0.990804,2.296e-05,0.0638077,0.391147,0.0,1.7,6.3,63.7,224.8,18,2.09069e-05,0.858136,2.50286e-05,0.151572,0.332019,0.2,4.3,5.6,76.3,224.8,100,311997329
55578,1988,2.43587e-05,0.991137,2.70514e-05,0.16325,0.25682,0.3,4.8,7.4,69.2,222.7,111,2.06305e-05,0.990894,2.464e-05,0.12243,0.356531,0.3,3.5,8.2,67.5,223.5,25,2.02787e-05,0.872912,2.40914e-05,0.179201,0.343557,0.2,3.9,6.7,75.3,225.3,100,311997329
55580,1961,2.46967e-05,0.991145,2.65714e-05,0.345323,0.281524,0.7,5.4,9.1,68.9,219.8,117,2.15945e-05,0.991033,2.27886e-05,0.0903815,0.390681,0.2,2.5,7.3,61.4,221.6,27,1.86659e-05,0.903816,2.38743e-05,0.12439,0.370967,0.0,3.7,6.8,80.0,225.2,100,311997329
55582,1952,2.40937e-05,0.991183,2.61714e-05,0.272147,0.263584,0.3,4.4,8.1,69.0,225.4,45,2.13181e-05,0.991201,2.44229e-05,0.121681,0.347818,0.2,3.9,7.2,65.7,217.4,34,1.7012e-05,0.922815,2.09714e-05,0.128202,0.431747,0.0,4.6,5.8,76.3,227.9,100,311997329
55584,1976,2.37464e-05,0.991034,2.68571e-05,0.272055,0.24989,0.6,3.9,8.9,72.3,222.3,51,2.18367e-05,0.99193,2.424e-05,0.127429,0.33606,0.3,2.9,8.4,70.5,219.1,26,1.60457e-05,0.860426,2.12e-05,0.122917,0.440249,0.0,5.3,6.2,72.4,231.2,100,311997329
55586,1979,2.49069e-05,0.990971,2.64571e-05,0.19734,0.266136,0.4,5.0,7.6,70.9,222.4,50,2.10874e-05,0.99215,2.39314e-05,0.109912,0.346252,0.1,2.9,7.0,69.3,217.8,22,1.70828e-05,0.85395,1.73714e-05,0.0924395,0.556751,0.0,4.6,5.7,75.2,231.7,100,311997329
55588,1993,2.42284e-05,0.991328,2.70286e-05,0.324568,0.265168,0.3,4.5,6.8,69.2,221.7,46,2.27481e-05,0.992431,2.30057e-05,0.0767475,0.394369,0.1,2.3,7.6,66.0,227.9,28,1.54723e-05,0.864319,1.86514e-05,0.0448132,0.526283,0.0,3.7,5.4,75.1,234.3,100,311997329
