Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1960,2.40822e-05,0.988776,2.72457e-05,0.282076,0.271721,0.4,5.5,12.1,74.7,196.9,105,1.83826e-05,0.98164,2.25943e-05,0.114256,0.402946,0.0,5.5,9.1,71.7,192.0,10,2.44637e-05,0.988357,2.69714e-05,0.139052,0.291174,0.1,4.6,8.2,73.3,203.7,100,1462077412
55568,2007,2.46214e-05,0.988921,2.70743e-05,0.179397,0.266139,0.3,5.7,9.0,72.3,199.5,118,1.95203e-05,0.980245,2.09257e-05,0.147496,0.450886,0.1,6.2,8.1,70.7,185.1,16,2.30337e-05,1.27021,2.69371e-05,0.156076,0.287369,0.1,4.9,7.7,74.1,199.3,100,1462077412
55570,1979,2.43267e-05,0.989096,2.696e-05,0.574018,0.279077,1.0,6.9,8.8,70.5,196.0,112,1.99817e-05,0.981168,2.23771e-05,0.139645,0.420625,0.1,6.4,7.7,68.0,188.1,25,2.28829e-05,1.15655,2.66514e-05,0.178763,0.300376,0.1,5.0,7.7,78.9,202.8,100,1462077412
55572,1964,2.392e-05,0.989221,2.74743e-05,0.824572,0.281495,1.2,6.2,10.3,67.1,202.2,119,1.76608e-05,0.981245,2.16343e-05,0.15139,0.445386,0.1,6.1,9.9,70.4,189.8,19,2.2024e-05,1.17766,2.44457e-05,0.0956415,0.35459,0.0,3.6,7.7,75.9,201.4,100,1462077412
55574,1975,2.35934e-05,0.989299,2.72114e-05,0.164056,0.269893,0.2,4.7,11.2,69.5,203.4,120,2.05414e-05,0.979762,2.16686e-05,0.111906,0.438029,0.1,4.5,10.4,69.9,183.7,24,2.20149e-05,1.09892,2.47886e-05,0.150847,0.354911,0.1,4.9,8.8,73.2,205.0,100,1462077412
55576,1982,2.35294e-05,0.989112,2.66171e-05,0.27566,0.286004,0.3,4.9,11.0,70.9,197.8,120,1.92804e-05,0.979911,2.33029e-05,0.202723,0.386868,0.2,7.5,8.6,70.0,186.7,17,1.9422e-05,0.934101,2.60686e-05,0.214021,0.356578,0.3,5.8,7.5,74.6,206.5,100,1462077412
55578,1954,2.35066e-05,0.989121,2.712e-05,0.351582,0.254249,0.9,5.1,10.0,73.8,200.3,118,2.01599e-05,0.982323,2.28457e-05,0.174826,0.386989,0.1,6.1,8.1,68.9,192.5,36,2.01211e-05,0.950535,2.39086e-05,0.143354,0.383066,0.3,3.4,7.7,75.2,204.0,100,1462077412
55580,1975,2.42033e-05,0.989136,2.72457e-05,0.282019,0.27629,0.4,4.4,9.8,72.1,198.9,116,1.92096e-05,0.982833,2.25029e-05,0.142775,0.398216,0.1,4.9,8.6,71.5,184.0,15,2.03312e-05,1.17719,2.25371e-05,0.114185,0.405319,0.1,3.3,8.1,76.9,196.9,100,1462077412
55582,1979,2.47904e-05,0.989169,2.752e-05,0.395688,0.255766,0.5,5.5,10.9,75.5,196.7,46,1.96482e-05,0.979136,2.26857e-05,0.1258,0.43945,0.0,5.4,11.0,69.0,188.7,27,1.80126e-05,0.892298,2.17371e-05,0.153685,0.430093,0.6,4.0,7.8,73.9,197.9,100,1462077412
55584,1987,2.34951e-05,0.988896,2.744e-05,0.236404,0.272154,0.4,6.8,9.7,71.0,195.7,43,1.8739e-05,0.97895,2.20114e-05,0.115322,0.445589,0.0,6.1,9.1,68.5,190.3,32,1.66419e-05,0.933932,1.81714e-05,0.0460009,0.532276,0.0,3.3,10.1,80.5,196.4,100,1462077412
55586,1963,2.42056e-05,0.988847,2.75543e-05,0.327696,0.25313,0.8,4.9,10.7,70.7,202.0,49,1.8988e-05,0.978507,2.17257e-05,0.169955,0.448876,0.2,6.6,8.9,66.2,187.3,21,1.4538e-05,1.19449,1.93714e-05,0.113351,0.492195,0.0,6.2,10.4,87.4,195.7,100,1462077412
55588,1930,2.39726e-05,0.988787,2.74057e-05,0.451551,0.278982,0.9,5.4,11.0,73.0,197.9,45,1.88921e-05,0.981236,2.136e-05,0.190832,0.464908,0.2,7.3,9.0,66.8,188.8,24,1.6795e-05,1.08387,1.91657e-05,0.126014,0.493787,0.0,5.8,10.6,85.7,194.1,100,1462077412
55590,1954,2.48292e-05,0.988497,2.64914e-05,0.230066,0.259347,0.4,6.0,8.5,74.4,198.2,50,1.78115e-05,0.979134,2.12114e-05,0.150614,0.467639,0.1,6.1,10.1,68.8,186.1,31,1.36927e-05,1.15357,1.568e-05,0.0974671,0.610105,0.0,5.3,10.7,87.2,200.0,100,1462077412
55592,1963,2.43038e-05,0.988452,2.65486e-05,0.264952,0.274462,0.3,5.9,10.7,71.8,196.8,46,1.9189e-05,0.977939,2.11886e-05,0.155709,0.488239,0.0,7.0,9.4,68.5,185.7,20,1.5968e-05,1.15768,1.66857e-05,0.0832117,0.573805,0.0,5.9,10.3,84.9,198.2,100,1462077412
55594,2023,2.4233e-05,0.988406,2.74171e-05,0.260128,0.254171,0.8,4.9,9.3,75.1,196.1,47,1.91799e-05,0.978811,2.13829e-05,0.191832,0.463775,0.2,6.5,8.9,68.8,190.7,34,1.16688e-05,0.889799,1.42971e-05,0.0525756,0.642893,0.0,2.7,11.3,84.1,201.8,100,1462077412
55596,1960,2.40594e-05,0.988575,2.72114e-05,0.352092,0.277783,0.9,5.7,11.9,70.6,197.5,48,2.04546e-05,0.979839,2.21029e-05,0.250739,0.421524,0.2,5.8,10.4,67.8,191.9,25,1.04717e-05,0.880785,1.04686e-05,0.0541582,0.751037,0.0,2.8,11.8,82.0,195.8,100,1462077412
55598,2010,2.40388e-05,0.988718,2.72571e-05,0.306264,0.279902,0.5,5.6,10.4,74.8,202.5,47,1.77156e-05,0.979231,2.19314e-05,0.235701,0.430833,0.3,7.5,9.3,63.5,196.8,31,9.14906e-06,0.896576,1.18629e-05,0.0467848,0.728934,0.0,2.4,11.0,82.7,202.3,100,1462077412
55600,1953,2.45848e-05,0.988873,2.72457e-05,0.271555,0.260978,0.3,5.4,11.5,72.8,200.6,47,2.02673e-05,0.983907,2.12114e-05,0.225621,0.449873,0.3,7.1,9.5,63.0,188.8,17,9.92347e-06,0.872317,1.21829e-05,0.0411987,0.731049,0.0,1.5,11.5,83.2,200.3,100,1462077412
55602,1985,2.44569e-05,0.988608,2.73143e-05,0.365486,0.259275,0.5,4.6,10.0,73.0,200.8,57,2.02673e-05,0.982848,2.21943e-05,0.16727,0.441502,0.0,6.4,10.1,71.1,185.4,20,8.28555e-06,0.856335,1.048e-05,0.0355379,0.766249,0.0,2.0,10.9,83.6,198.7,100,1462077412
