Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,2006,2.35705e-05,0.990758,2.57829e-05,0.290832,0.288715,0.8,6.4,8.3,73.1,184.6,110,2.15785e-05,0.981834,2.19771e-05,0.203001,0.405376,0.7,4.8,10.3,70.5,191.7,10,2.26179e-05,0.990464,2.456e-05,0.176637,0.304144,0.4,5.4,8.6,71.8,181.9,100,352709137
55568,1946,2.43472e-05,0.990745,2.64229e-05,0.272811,0.27168,0.3,4.9,11.1,70.6,186.9,119,2.05825e-05,0.984336,2.32457e-05,0.200761,0.345805,0.5,5.3,11.0,70.3,195.6,22,1.9767e-05,0.944933,2.48114e-05,0.199733,0.293483,0.7,5.6,10.0,70.1,181.6,100,352709137
55570,2008,2.24557e-05,0.990632,2.58857e-05,0.166174,0.287278,0.1,4.4,9.4,68.5,186.7,126,2.0185e-05,0.984299,2.33943e-05,0.163036,0.357862,0.1,4.5,11.5,74.0,188.8,26,2.09869e-05,1.20084,2.32343e-05,0.182322,0.355367,0.5,5.4,9.0,71.3,187.4,100,352709137
55572,1977,2.28509e-05,0.99076,2.61143e-05,0.140059,0.264974,0.3,4.9,10.7,68.8,183.9,115,1.97282e-05,0.985043,2.43771e-05,0.146402,0.335231,0.2,3.9,12.4,73.8,195.0,30,2.01622e-05,1.21143,2.24343e-05,0.222276,0.3591,0.8,6.3,7.4,69.2,186.6,100,352709137
55574,1980,2.32416e-05,0.990603,2.60914e-05,0.194333,0.291613,0.1,6.3,8.8,71.9,184.4,117,1.94609e-05,0.987415,2.30514e-05,0.151536,0.374185,0.4,3.8,11.2,67.1,191.3,28,1.89903e-05,1.19777,2.14743e-05,0.200342,0.404392,1.0,5.3,9.5,69.3,176.4,100,352709137
55576,1962,2.29857e-05,0.990676,2.57143e-05,0.162059,0.301491,0.2,3.3,12.2,69.6,190.8,118,2.08704e-05,0.987221,2.36457e-05,0.109637,0.346842,0.0,4.3,11.5,68.3,194.8,26,1.91205e-05,1.18413,2.17714e-05,0.161485,0.411573,0.4,6.0,9.3,71.8,182.8,100,352709137
55578,1971,2.26613e-05,0.990588,2.68914e-05,0.1487,0.269686,0.2,5.1,10.8,70.3,193.3,120,2.06122e-05,0.985343,2.38057e-05,0.156386,0.348945,0.2,4.2,11.0,75.3,194.4,21,1.95842e-05,1.25104,2.13829e-05,0.152954,0.407388,0.6,6.1,9.4,71.6,179.2,100,352709137
55580,1971,2.28715e-05,0.99037,2.58971e-05,0.118694,0.293335,0.1,4.0,9.1,72.3,188.4,119,2.07973e-05,0.98346,2.27429e-05,0.153005,0.367926,0.1,5.3,11.1,71.5,190.7,31,1.85974e-05,1.16499,2.056e-05,0.170417,0.435002,0.3,5.9,11.1,65.7,180.1,100,352709137
55582,1987,2.36528e-05,0.990181,2.60914e-05,0.1618,0.274058,0.2,4.9,9.4,67.1,186.4,41,2.13547e-05,0.983776,2.28343e-05,0.190467,0.37482,0.4,6.7,10.5,76.2,194.7,23,1.60274e-05,0.875621,2.17029e-05,0.180434,0.409017,0.5,6.7,9.5,73.6,172.2,100,352709137
55584,2007,2.29994e-05,0.990208,2.51657e-05,0.149054,0.308796,0.3,3.9,9.5,63.7,187.3,50,2.06511e-05,0.982174,2.34743e-05,0.162572,0.381846,0.3,4.5,9.8,71.3,195.1,31,1.62673e-05,0.835766,1.77143e-05,0.10203,0.525868,0.1,7.5,10.5,71.4,168.6,100,352709137
55586,1970,2.39772e-05,0.990372,2.56914e-05,0.208206,0.301898,0.4,6.0,9.0,70.5,183.8,50,2.07493e-05,0.982028,2.35429e-05,0.212185,0.36278,0.6,6.4,11.2,74.8,192.2,21,1.59041e-05,0.838369,1.75086e-05,0.10754,0.543186,0.4,6.8,9.0,71.0,170.7,100,352709137
