Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1992,2.25151e-05,0.990909,2.39657e-05,0.11753,0.351247,0.0,3.7,6.8,60.2,189.2,107,1.78595e-05,0.985106,2.13943e-05,0.133722,0.433733,0.2,3.8,7.2,72.3,189.6,10,2.26157e-05,0.991825,2.53143e-05,0.156669,0.26478,0.3,3.2,10.8,60.8,188.3,100,2008401793
55568,1983,2.21176e-05,0.99105,2.512e-05,0.160832,0.301959,0.2,4.3,8.7,62.3,187.6,121,1.79052e-05,0.984622,1.93943e-05,0.106826,0.480274,0.1,3.4,7.3,67.6,192.4,26,1.96002e-05,0.880184,2.50743e-05,0.139758,0.311675,0.2,2.8,16.3,57.0,183.7,100,2008401793
55570,1972,2.23073e-05,0.991015,2.49943e-05,0.291083,0.319606,0.3,4.6,10.2,62.3,186.9,118,1.90131e-05,0.985539,2.16457e-05,0.169552,0.428778,0.3,4.6,6.7,66.1,187.0,25,1.94449e-05,1.26573,2.58971e-05,0.20547,0.262795,0.2,2.7,12.6,59.9,191.0,100,2008401793
55572,1988,2.23941e-05,0.991178,2.47429e-05,0.128009,0.312146,0.0,3.2,7.4,60.4,186.8,119,1.80742e-05,0.98558,2.07543e-05,0.125887,0.453998,0.0,3.9,8.2,67.6,189.1,25,1.85791e-05,0.964164,2.29257e-05,0.0800013,0.398075,0.0,2.4,12.1,64.6,191.7,100,2008401793
55574,1986,2.25677e-05,0.99133,2.472e-05,0.164325,0.296914,0.3,4.0,7.1,61.7,187.4,123,1.90702e-05,0.985349,2.06971e-05,0.148308,0.466371,0.1,4.4,8.0,64.9,185.5,19,1.87687e-05,1.18484,2.17257e-05,0.0737676,0.441654,0.0,2.6,11.8,66.2,190.5,100,2008401793
55576,1994,2.22342e-05,0.991321,2.47543e-05,0.186589,0.30234,0.2,4.9,9.0,60.7,184.5,124,1.78252e-05,0.986697,2.01714e-05,0.128018,0.489086,0.2,3.3,8.1,69.5,187.2,23,1.79258e-05,1.12871,2.02629e-05,0.0719963,0.491984,0.0,2.5,13.3,64.7,189.4,100,2008401793
55578,1979,2.23461e-05,0.991179,2.54971e-05,0.186747,0.293546,0.3,4.0,9.0,62.9,185.6,110,1.91479e-05,0.986651,2.07086e-05,0.104819,0.462381,0.1,2.7,7.0,70.5,189.4,23,1.79075e-05,1.16044,2.00343e-05,0.0920164,0.499726,0.0,2.9,13.9,66.9,190.1,100,2008401793
55580,2002,2.23118e-05,0.991147,2.42286e-05,0.187048,0.302223,0.4,4.5,8.5,63.4,181.8,123,1.74666e-05,0.985262,2.17943e-05,0.0963075,0.433165,0.2,3.0,8.8,66.7,189.1,12,1.74529e-05,1.16229,1.96571e-05,0.0862792,0.501342,0.0,3.4,13.8,65.4,193.1,100,2008401793
55582,2018,2.23004e-05,0.991182,2.55086e-05,0.309106,0.266759,0.5,4.7,8.4,62.5,185.4,49,1.78664e-05,0.986739,2.00571e-05,0.112454,0.475745,0.1,3.2,6.7,69.1,190.0,20,1.79509e-05,1.21126,1.94286e-05,0.10524,0.519538,0.0,3.8,14.1,70.0,191.6,100,2008401793
55584,2015,2.24672e-05,0.991081,2.50629e-05,0.230407,0.302169,0.6,4.4,8.8,62.6,183.4,52,1.70623e-05,0.987202,1.97029e-05,0.160872,0.484431,0.5,3.9,6.8,67.7,186.1,30,1.68795e-05,1.14682,1.88343e-05,0.115845,0.502667,0.0,3.2,14.3,67.7,192.6,100,2008401793
55586,1983,2.17362e-05,0.991002,2.46743e-05,0.269086,0.310392,0.5,4.5,7.8,60.9,192.5,46,1.68292e-05,0.987499,1.96914e-05,0.128512,0.484919,0.1,3.4,7.5,68.4,189.9,31,1.64066e-05,1.15334,1.86857e-05,0.0795478,0.52791,0.0,2.7,14.8,67.3,197.2,100,2008401793
55588,1996,2.23529e-05,0.990949,2.45714e-05,0.238589,0.315057,0.1,3.8,9.1,65.5,184.7,51,1.79623e-05,0.981679,1.93829e-05,0.116822,0.468537,0.4,3.7,8.2,65.9,179.9,29,1.51799e-05,1.15017,1.83429e-05,0.069613,0.536109,0.0,3.4,13.7,64.7,201.6,100,2008401793
55590,1985,2.1446e-05,0.991002,2.49943e-05,0.135572,0.30316,0.0,3.5,8.2,63.6,182.2,47,1.75009e-05,0.98061,1.96114e-05,0.128253,0.474904,0.2,3.4,7.7,67.9,182.4,30,1.4787e-05,0.917908,1.70743e-05,0.098235,0.547767,0.0,3.2,15.7,66.6,196.7,100,2008401793
