Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4986,2.34655e-05,0.991035,2.61486e-05,0.305114,0.28236,0.2,5.3,10.7,71.2,173.5,100,2128579024
54002,4961,2.32005e-05,0.990935,2.72343e-05,0.197742,0.267076,0.2,6.2,9.1,69.9,180.7,100,2128579024
54004,4882,2.3671e-05,0.991083,2.57829e-05,0.258501,0.276904,0.2,5.1,9.8,69.4,174.8,100,2128579024
54006,4939,2.31959e-05,0.990967,2.568e-05,0.435589,0.273343,0.7,6.5,7.2,68.0,175.8,100,2128579024
54008,4951,2.30977e-05,0.991094,2.56914e-05,0.311209,0.292157,0.4,5.8,7.4,68.0,175.8,100,2128579024
54010,4901,2.3687e-05,0.991197,2.57714e-05,0.334703,0.28354,0.4,6.4,9.3,64.1,180.9,100,2128579024
54012,4942,2.33832e-05,0.99125,2.49829e-05,0.242798,0.282387,0.4,5.5,8.5,67.4,173.0,100,2128579024
54014,4977,2.34335e-05,0.991108,2.56e-05,0.224439,0.283228,0.4,6.1,9.0,70.0,175.6,100,2128579024
54016,4936,2.41805e-05,0.991151,2.60571e-05,0.284601,0.257348,0.3,5.6,9.6,66.3,172.4,100,2128579024
54018,4967,2.294e-05,0.991036,2.57371e-05,0.247723,0.270108,0.5,6.2,10.7,66.7,170.1,100,2128579024
54020,4979,2.3751e-05,0.990956,2.57143e-05,0.190859,0.266683,0.2,5.4,9.1,67.3,173.6,100,2128579024
54022,4960,2.3984e-05,0.990963,2.52343e-05,0.321612,0.295645,0.5,5.9,9.8,67.3,174.7,100,2128579024
54024,4964,2.31091e-05,0.991143,2.54743e-05,0.197858,0.298079,0.1,4.9,9.6,68.4,173.5,100,2128579024
54026,4892,2.32896e-05,0.991108,2.544e-05,0.455073,0.279241,0.5,6.6,9.7,70.5,168.9,100,2128579024
54028,4901,2.34426e-05,0.991192,2.45143e-05,0.192004,0.304091,0.3,5.1,8.6,66.5,165.5,100,2128579024
54030,4956,2.40571e-05,0.991237,2.53257e-05,0.260568,0.286626,0.2,5.0,11.2,70.5,172.6,100,2128579024
54032,4918,2.30771e-05,0.991269,2.65486e-05,0.201894,0.287994,0.2,4.6,8.0,68.3,176.2,100,2128579024
54034,4929,2.23415e-05,0.99125,2.62971e-05,0.174122,0.296262,0.0,5.5,8.7,68.5,181.9,100,2128579024
54036,4854,2.30885e-05,0.99107,2.584e-05,0.148597,0.283014,0.0,4.1,8.9,69.7,179.5,100,2128579024
54038,4952,2.30177e-05,0.99111,2.68914e-05,0.212519,0.268552,0.2,6.3,9.3,69.1,177.1,100,2128579024
54040,4943,2.34015e-05,0.991092,2.56686e-05,0.270267,0.302023,0.2,5.6,10.0,68.4,170.7,100,2128579024
54042,4957,2.32987e-05,0.991071,2.65829e-05,0.26877,0.262571,0.2,5.7,9.3,64.1,180.8,100,2128579024
54044,4932,2.31251e-05,0.991139,2.55543e-05,0.147363,0.277115,0.1,4.7,9.4,65.6,178.2,100,2128579024
54046,4941,2.37647e-05,0.991072,2.61143e-05,0.176531,0.26947,0.4,4.4,8.9,70.0,177.5,100,2128579024
54048,4966,2.26522e-05,0.991034,2.64e-05,0.219166,0.245147,0.4,4.9,11.7,70.8,171.9,100,2128579024
54050,4929,2.39657e-05,0.991079,2.59543e-05,0.189982,0.305756,0.0,6.4,8.3,68.1,174.8,100,2128579024
54052,4947,2.30131e-05,0.991108,2.648e-05,0.228555,0.265636,0.5,6.3,11.0,69.4,176.0,100,2128579024
54054,4967,2.33649e-05,0.99109,2.57943e-05,0.160734,0.284676,0.2,4.7,10.2,67.8,172.8,100,2128579024
54056,4949,2.31159e-05,0.991084,2.59314e-05,0.238833,0.296057,0.4,6.6,9.9,71.8,174.2,100,2128579024
54058,4968,2.35066e-05,0.990983,2.69029e-05,0.18292,0.286591,0.2,4.9,11.4,68.6,179.9,100,2128579024
54060,4958,2.32553e-05,0.99104,2.54857e-05,0.235275,0.300258,0.4,5.8,8.3,65.7,174.8,100,2128579024
54062,4972,2.36962e-05,0.991038,2.55543e-05,0.304758,0.298216,0.5,5.9,11.0,66.2,177.4,100,2128579024
54064,4949,2.32027e-05,0.991202,2.56571e-05,0.309135,0.296662,0.4,6.1,10.1,67.6,177.5,100,2128579024
54066,4982,2.32918e-05,0.991096,2.60571e-05,0.258701,0.276294,0.2,5.1,11.1,67.2,176.6,100,2128579024
54068,4979,2.28624e-05,0.990923,2.72343e-05,0.477698,0.241069,0.9,6.5,11.2,66.2,181.4,100,2128579024
54070,4965,2.29994e-05,0.9911,2.61029e-05,0.203526,0.280875,0.2,5.5,9.5,68.3,182.4,100,2128579024
54072,4905,2.30634e-05,0.991071,2.58971e-05,0.260391,0.281161,0.4,5.9,9.6,66.8,176.7,100,2128579024
54074,4951,2.32187e-05,0.990946,2.66286e-05,0.1757,0.25563,0.1,5.2,9.6,70.3,177.8,100,2128579024
54076,4961,2.32302e-05,0.990932,2.49371e-05,0.163888,0.290252,0.1,5.6,9.3,68.3,170.9,100,2128579024
54078,5001,2.30017e-05,0.990934,2.59086e-05,0.156164,0.271947,0.1,5.0,9.4,72.3,176.5,100,2128579024
54080,4931,2.32027e-05,0.990808,2.57486e-05,0.557987,0.293359,1.1,6.8,8.4,67.3,173.5,100,2128579024
54082,4962,2.25905e-05,0.990815,2.69029e-05,0.219493,0.250533,0.3,6.0,11.4,68.8,179.8,100,2128579024
54084,4983,2.33718e-05,0.990972,2.58629e-05,0.345732,0.292428,0.4,6.9,10.6,68.2,178.3,100,2128579024
