Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4990,2.51559e-05,0.990282,2.64229e-05,0.299413,0.268853,0.4,5.0,9.0,59.0,186.8,100,1815131561
54002,4953,2.4016e-05,0.990279,2.66514e-05,0.425796,0.281459,0.9,6.0,12.3,60.6,192.3,100,1815131561
54004,4983,2.43267e-05,0.990406,2.72229e-05,0.324624,0.269023,0.5,6.0,8.6,60.3,190.5,100,1815131561
54006,4971,2.46122e-05,0.990421,2.66857e-05,0.298271,0.266791,0.5,6.9,10.5,66.2,186.5,100,1815131561
54008,4921,2.48749e-05,0.990294,2.61029e-05,0.18206,0.284558,0.2,5.6,8.1,58.1,194.2,100,1815131561
54010,5024,2.36231e-05,0.99026,2.664e-05,0.193776,0.282161,0.2,5.0,9.3,61.7,194.9,100,1815131561
54012,5003,2.40845e-05,0.990329,2.72e-05,0.162915,0.242974,0.3,4.7,8.4,65.0,186.1,100,1815131561
54014,4917,2.35979e-05,0.99051,2.66286e-05,0.36029,0.231498,0.6,6.2,10.0,61.3,191.8,100,1815131561
54016,4970,2.37556e-05,0.990625,2.59429e-05,0.312711,0.254244,0.5,4.5,9.0,62.8,189.8,100,1815131561
54018,5001,2.42444e-05,0.990722,2.66971e-05,0.307013,0.254426,0.3,5.8,9.5,63.1,187.3,100,1815131561
54020,4946,2.41234e-05,0.990603,2.69829e-05,0.369953,0.262723,0.4,4.8,10.9,62.5,190.3,100,1815131561
54022,5016,2.42924e-05,0.990674,2.64686e-05,0.363878,0.282859,0.8,5.5,9.6,60.9,190.8,100,1815131561
54024,5014,2.38469e-05,0.990612,2.68e-05,0.298002,0.25775,0.5,5.5,10.6,64.3,192.7,100,1815131561
54026,4973,2.43358e-05,0.990421,2.71543e-05,0.249362,0.272129,0.3,6.5,8.8,63.5,188.0,100,1815131561
54028,4956,2.40069e-05,0.990454,2.71314e-05,0.348496,0.259335,0.4,6.2,9.4,62.9,195.3,100,1815131561
54030,4919,2.55328e-05,0.990369,2.69257e-05,0.213802,0.267609,0.2,5.6,9.8,60.4,193.5,100,1815131561
54032,4940,2.43884e-05,0.990454,2.72686e-05,0.296034,0.260068,0.2,5.5,9.1,59.7,194.6,100,1815131561
54034,4914,2.37647e-05,0.990391,2.776e-05,0.298651,0.22552,0.4,4.6,10.8,63.8,191.5,100,1815131561
54036,4958,2.33558e-05,0.990481,2.67543e-05,0.301346,0.245336,0.3,5.2,10.6,65.2,193.7,100,1815131561
54038,4943,2.43998e-05,0.990364,2.66057e-05,0.235347,0.257178,0.5,5.0,9.6,57.1,190.2,100,1815131561
54040,4912,2.42102e-05,0.990319,2.6e-05,0.272092,0.292111,0.2,4.2,10.0,63.5,187.1,100,1815131561
54042,4947,2.34746e-05,0.990359,2.74286e-05,0.246449,0.246292,0.7,5.5,10.0,60.9,194.4,100,1815131561
54044,4979,2.44318e-05,0.99027,2.62629e-05,0.276849,0.267902,0.2,5.0,10.4,62.8,192.1,100,1815131561
