Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,5028,2.46259e-05,0.990167,2.74743e-05,0.216467,0.24161,0.3,5.8,9.9,60.2,203.4,100,159818054
54002,4907,2.57681e-05,0.990216,2.848e-05,0.286987,0.224687,0.7,6.3,9.8,62.6,211.0,100,159818054
54004,4963,2.64032e-05,0.990166,2.85257e-05,0.19497,0.222697,0.2,5.4,9.5,64.2,207.3,100,159818054
54006,4900,2.51011e-05,0.99007,2.85371e-05,0.224828,0.226928,0.5,5.3,11.3,63.3,213.7,100,159818054
54008,4998,2.5711e-05,0.990138,2.81943e-05,0.213525,0.2303,0.3,6.5,11.0,66.5,207.8,100,159818054
54010,4984,2.60651e-05,0.99003,2.85257e-05,0.173263,0.230093,0.0,5.5,11.2,58.2,204.2,100,159818054
54012,4918,2.4827e-05,0.990052,2.77943e-05,0.205153,0.242931,0.3,5.1,8.5,65.3,202.7,100,159818054
54014,4996,2.48178e-05,0.990042,2.78171e-05,0.271654,0.241913,0.6,6.1,9.5,65.3,203.4,100,159818054
54016,4943,2.58184e-05,0.989915,2.72914e-05,0.316412,0.25079,0.4,5.8,11.3,58.6,199.7,100,159818054
54018,4977,2.48407e-05,0.989958,2.81943e-05,0.271301,0.226181,0.3,5.3,11.6,61.2,204.9,100,159818054
54020,4994,2.48772e-05,0.990031,2.83657e-05,0.420696,0.226244,0.4,5.6,9.5,62.6,206.8,100,159818054
54022,4986,2.49754e-05,0.990025,2.83314e-05,0.22865,0.211784,0.3,6.2,11.0,64.0,209.7,100,159818054
54024,4971,2.45254e-05,0.989931,2.816e-05,0.207415,0.238002,0.2,7.0,8.9,63.6,204.6,100,159818054
54026,4972,2.63963e-05,0.990049,2.83314e-05,0.176422,0.216294,0.1,6.2,10.0,63.9,203.0,100,159818054
54028,4967,2.52153e-05,0.989989,2.85143e-05,0.397128,0.236368,0.5,5.2,9.9,59.2,209.3,100,159818054
54030,4943,2.54392e-05,0.989968,2.82057e-05,0.188623,0.238075,0.2,5.5,9.0,64.7,208.3,100,159818054
54032,4913,2.56425e-05,0.989914,2.89029e-05,0.206334,0.217551,0.3,5.3,12.8,66.0,208.3,100,159818054
54034,4918,2.46625e-05,0.989896,2.86629e-05,0.192461,0.25539,0.1,5.6,11.2,62.2,209.2,100,159818054
54036,4966,2.47881e-05,0.989857,2.776e-05,0.239814,0.226552,0.3,5.9,11.1,64.2,206.7,100,159818054
54038,4935,2.64306e-05,0.98986,2.86171e-05,0.333601,0.203123,0.4,6.4,10.9,65.0,206.3,100,159818054
54040,4911,2.53181e-05,0.989977,2.75886e-05,0.199025,0.221457,0.2,5.7,9.9,62.7,206.9,100,159818054
54042,4945,2.60149e-05,0.989978,2.80457e-05,0.140517,0.229643,0.0,4.3,10.5,64.3,205.6,100,159818054
54044,4957,2.52359e-05,0.990195,2.70857e-05,0.511534,0.244892,0.5,7.1,9.9,66.4,200.2,100,159818054
54046,4962,2.52039e-05,0.990124,2.84914e-05,0.392108,0.242553,0.7,5.2,10.8,66.4,199.9,100,159818054
54048,4971,2.44957e-05,0.990125,2.75886e-05,0.316737,0.254758,0.4,6.5,10.5,62.9,205.9,100,159818054
