Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4966,2.48749e-05,0.990829,2.73029e-05,0.323367,0.263147,0.7,4.9,9.1,70.3,207.9,100,2658565837
54002,4914,2.4169e-05,0.99085,2.696e-05,0.179481,0.244427,0.2,4.9,9.4,70.9,208.8,100,2658565837
54004,4924,2.53912e-05,0.990765,2.68e-05,0.227357,0.285731,0.4,5.5,8.7,66.7,209.7,100,2658565837
54006,4875,2.38835e-05,0.990813,2.77943e-05,0.251134,0.27242,0.4,5.9,10.1,68.3,214.3,100,2658565837
54008,4935,2.40731e-05,0.990879,2.752e-05,0.277849,0.251365,0.3,5.0,8.7,68.5,211.1,100,2658565837
54010,4997,2.44797e-05,0.990963,2.70171e-05,0.239655,0.251902,0.3,6.7,8.5,71.8,212.8,100,2658565837
54012,4890,2.5261e-05,0.990726,2.77714e-05,0.303425,0.266867,0.5,4.5,10.0,75.2,210.6,100,2658565837
54014,4941,2.4514e-05,0.990697,2.736e-05,0.256314,0.269253,0.6,5.7,9.3,72.2,211.5,100,2658565837
54016,4930,2.32713e-05,0.990721,2.76229e-05,0.331114,0.253362,0.5,6.4,10.5,71.0,208.2,100,2658565837
54018,4968,2.43861e-05,0.990809,2.73829e-05,0.246593,0.269177,0.4,5.5,10.8,70.5,215.6,100,2658565837
54020,4988,2.55123e-05,0.990856,2.67086e-05,0.313535,0.278614,0.2,5.5,10.2,69.5,211.7,100,2658565837
54022,5027,2.48178e-05,0.990833,2.72571e-05,0.162339,0.264144,0.1,5.0,8.4,71.9,209.5,100,2658565837
54024,5062,2.44477e-05,0.990984,2.70743e-05,0.176104,0.266653,0.3,4.4,10.4,75.7,212.1,100,2658565837
54026,4919,2.33147e-05,0.990981,2.78171e-05,0.28153,0.237485,0.8,6.8,10.2,70.1,206.9,100,2658565837
54028,4920,2.35637e-05,0.991034,2.632e-05,0.270722,0.269062,0.8,5.3,9.6,68.3,206.9,100,2658565837
54030,4982,2.38332e-05,0.990967,2.72343e-05,0.366846,0.255873,0.7,6.4,9.6,70.6,207.7,100,2658565837
54032,4987,2.50942e-05,0.990918,2.71657e-05,0.25094,0.265121,0.1,5.4,9.5,69.4,207.2,100,2658565837
54034,4937,2.36368e-05,0.990851,2.69257e-05,0.318412,0.290002,0.5,5.4,12.1,70.3,209.8,100,2658565837
54036,5000,2.4932e-05,0.990854,2.69943e-05,0.230019,0.260134,0.4,6.2,9.6,69.0,212.3,100,2658565837
54038,5006,2.37007e-05,0.990872,2.65486e-05,0.177159,0.266522,0.2,5.7,10.2,71.5,208.3,100,2658565837
54040,4896,2.45917e-05,0.990888,2.62057e-05,0.474794,0.273342,0.5,5.4,10.4,70.0,211.2,100,2658565837
54042,4975,2.40754e-05,0.990868,2.72114e-05,0.310077,0.283706,0.6,5.5,9.5,69.7,210.5,100,2658565837
54044,4937,2.50988e-05,0.990958,2.71771e-05,0.379947,0.245532,0.4,5.8,8.1,71.8,205.7,100,2658565837
54046,4921,2.43564e-05,0.991001,2.656e-05,0.313978,0.294248,0.7,5.1,10.5,70.9,208.6,100,2658565837
54048,4926,2.44112e-05,0.991035,2.68914e-05,0.281847,0.27472,0.4,4.6,9.4,71.3,210.1,100,2658565837
54050,4949,2.36162e-05,0.991074,2.74971e-05,0.369615,0.248191,0.7,6.6,10.9,72.7,208.9,100,2658565837
54052,4961,2.47881e-05,0.991072,2.77486e-05,0.220511,0.244368,0.2,6.2,11.1,68.2,213.9,100,2658565837
54054,4965,2.33969e-05,0.991017,2.65371e-05,0.302501,0.287021,0.6,5.9,9.6,73.6,207.2,100,2658565837
54056,4968,2.40777e-05,0.99121,2.68457e-05,0.167417,0.279371,0.2,4.6,8.9,72.9,207.7,100,2658565837
54058,4994,2.40343e-05,0.991126,2.69486e-05,0.192037,0.275408,0.4,4.6,9.1,74.8,208.6,100,2658565837
54060,4978,2.5012e-05,0.991149,2.76457e-05,0.318754,0.245722,0.5,5.6,9.7,68.4,209.6,100,2658565837
54062,4910,2.44934e-05,0.99112,2.74857e-05,0.246082,0.245263,0.1,5.2,7.1,74.6,213.1,100,2658565837
54064,4981,2.31708e-05,0.991049,2.79314e-05,0.190404,0.237407,0.3,5.1,11.1,67.3,216.9,100,2658565837
54066,4918,2.44021e-05,0.991099,2.71771e-05,0.325983,0.248309,0.6,6.3,8.8,73.2,209.1,100,2658565837
54068,4930,2.45094e-05,0.99111,2.73829e-05,0.292111,0.240245,0.2,6.0,9.5,70.1,211.0,100,2658565837
