Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4968,2.31274e-05,0.991043,2.79429e-05,0.181661,0.221974,0.4,4.7,10.9,58.4,196.0,100,860635011
54002,4891,2.42581e-05,0.990974,2.71429e-05,0.188508,0.250362,0.3,4.9,11.1,57.8,191.5,100,860635011
54004,4908,2.35728e-05,0.990995,2.70971e-05,0.195344,0.240049,0.3,5.3,10.6,57.2,192.8,100,860635011
54006,4946,2.46419e-05,0.991035,2.70971e-05,0.242483,0.254931,0.6,5.9,10.7,57.1,197.6,100,860635011
54008,4908,2.40731e-05,0.991076,2.65486e-05,0.235983,0.250365,0.6,6.0,11.5,57.6,193.1,100,860635011
54010,4937,2.43495e-05,0.99102,2.75771e-05,0.189576,0.222435,0.5,5.1,10.2,57.4,197.1,100,860635011
54012,4972,2.43221e-05,0.99103,2.74286e-05,0.199225,0.265289,0.2,4.8,10.7,55.1,198.2,100,860635011
54014,4979,2.49252e-05,0.991034,2.62743e-05,0.231663,0.263431,0.4,6.1,12.0,55.9,195.9,100,860635011
54016,4957,2.44021e-05,0.990917,2.61829e-05,0.18941,0.265194,0.3,4.3,10.9,57.0,191.1,100,860635011
54018,4940,2.34495e-05,0.990964,2.76571e-05,0.158818,0.252161,0.0,5.0,12.3,56.6,193.1,100,860635011
54020,4909,2.43495e-05,0.99098,2.57371e-05,0.175589,0.249369,0.1,5.2,9.7,58.3,193.9,100,860635011
54022,4922,2.30177e-05,0.99106,2.71429e-05,0.178081,0.229929,0.4,4.4,10.7,55.3,195.2,100,860635011
54024,4935,2.49457e-05,0.99105,2.66514e-05,0.196514,0.253806,0.5,4.9,12.3,57.8,189.8,100,860635011
54026,5002,2.37716e-05,0.991083,2.73257e-05,0.153295,0.24754,0.3,4.6,11.7,55.0,196.7,100,860635011
54028,4884,2.43541e-05,0.991139,2.70171e-05,0.182678,0.2486,0.3,5.8,11.4,54.3,191.3,100,860635011
54030,4920,2.47264e-05,0.991076,2.60914e-05,0.225182,0.256146,0.5,5.9,12.0,57.7,194.7,100,860635011
54032,4899,2.42056e-05,0.991151,2.60686e-05,0.228894,0.269747,0.7,6.0,10.2,56.0,190.9,100,860635011
54034,5029,2.42422e-05,0.991169,2.67657e-05,0.293556,0.259276,0.5,7.2,10.1,56.3,190.1,100,860635011
54036,4961,2.47402e-05,0.991088,2.712e-05,0.208969,0.258223,0.3,5.8,13.0,60.3,196.3,100,860635011
54038,4963,2.37761e-05,0.991018,2.73829e-05,0.249808,0.237469,0.6,7.0,10.2,61.4,191.6,100,860635011
54040,4933,2.40754e-05,0.990903,2.704e-05,0.253998,0.256698,0.3,5.5,11.8,61.2,195.7,100,860635011
54042,4957,2.41416e-05,0.99101,2.69371e-05,0.231327,0.262903,0.6,5.2,11.8,59.5,189.7,100,860635011
54044,4967,2.4064e-05,0.991013,2.64343e-05,0.149786,0.251318,0.2,4.3,10.5,57.9,192.7,100,860635011
54046,4936,2.44774e-05,0.991099,2.69257e-05,0.174378,0.235455,0.4,4.8,11.4,55.4,197.4,100,860635011
54048,4948,2.38401e-05,0.991121,2.65829e-05,0.173009,0.261464,0.2,5.1,11.3,55.2,198.8,100,860635011
54050,5024,2.39041e-05,0.991092,2.69257e-05,0.152677,0.270493,0.1,4.4,13.2,57.5,196.3,100,860635011
54052,4940,2.46625e-05,0.991112,2.63086e-05,0.323259,0.241076,0.5,5.7,12.2,59.9,191.2,100,860635011
54054,4900,2.3767e-05,0.991043,2.65371e-05,0.192529,0.274126,0.4,5.3,12.8,56.5,193.2,100,860635011
54056,4955,2.42079e-05,0.991015,2.61714e-05,0.219932,0.273459,0.4,5.3,9.4,54.7,199.5,100,860635011
54058,4948,2.44843e-05,0.991044,2.64914e-05,0.234133,0.25078,0.5,5.7,12.1,59.1,190.4,100,860635011
54060,4946,2.43541e-05,0.991134,2.78286e-05,0.245483,0.231754,0.2,6.6,12.2,59.4,192.4,100,860635011
