Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4955,2.58595e-05,0.990769,2.78629e-05,0.398359,0.232203,0.6,4.5,11.2,65.7,200.4,100,3753661497
54002,5002,2.4932e-05,0.990685,2.91314e-05,0.19177,0.210038,0.4,5.2,12.9,68.0,202.9,100,3753661497
54004,4875,2.49595e-05,0.990708,2.74743e-05,0.217545,0.257061,0.4,5.7,9.7,65.1,204.9,100,3753661497
54006,4957,2.46556e-05,0.990817,2.83771e-05,0.225006,0.23782,0.5,5.4,12.4,68.6,197.4,100,3753661497
54008,4955,2.45117e-05,0.990766,2.76e-05,0.193365,0.247034,0.4,5.1,13.4,67.0,199.0,100,3753661497
54010,5001,2.49686e-05,0.990805,2.79086e-05,0.237842,0.238322,0.3,4.3,10.5,67.9,199.9,100,3753661497
54012,5019,2.50874e-05,0.990892,2.83771e-05,0.227521,0.203538,0.6,4.6,11.7,71.1,195.5,100,3753661497
54014,4957,2.5076e-05,0.990912,2.82629e-05,0.154859,0.225471,0.2,4.0,11.0,69.0,203.1,100,3753661497
54016,4982,2.59555e-05,0.990931,2.81714e-05,0.193327,0.227566,0.3,4.9,12.0,69.4,200.7,100,3753661497
54018,5004,2.56699e-05,0.990868,2.80457e-05,0.307976,0.242506,0.5,4.8,10.8,66.1,203.2,100,3753661497
54020,4910,2.42422e-05,0.990893,2.83886e-05,0.249791,0.233607,0.7,4.8,12.1,68.2,203.5,100,3753661497
54022,4937,2.51788e-05,0.990951,2.808e-05,0.435234,0.255032,1.0,5.3,11.1,67.5,198.2,100,3753661497
54024,4940,2.59166e-05,0.990907,2.78286e-05,0.22036,0.234788,0.6,4.6,13.9,63.5,200.1,100,3753661497
54026,4966,2.48224e-05,0.990917,2.808e-05,0.153921,0.226316,0.2,4.5,12.2,68.3,199.4,100,3753661497
54028,4907,2.52519e-05,0.990818,2.77714e-05,0.191336,0.240791,0.5,4.5,9.5,65.8,201.3,100,3753661497
54030,4901,2.59966e-05,0.991016,2.78171e-05,0.167396,0.251007,0.3,4.5,13.1,68.0,191.9,100,3753661497
54032,5026,2.54643e-05,0.991,2.80343e-05,0.249488,0.252102,0.6,5.6,9.4,66.6,202.9,100,3753661497
54034,4926,2.56448e-05,0.99098,2.78857e-05,0.180552,0.217029,0.3,4.7,13.2,69.4,204.0,100,3753661497
54036,4948,2.5679e-05,0.990975,2.85371e-05,0.225073,0.239131,0.7,5.7,12.5,68.2,199.3,100,3753661497
54038,4914,2.4434e-05,0.990964,2.84457e-05,0.218534,0.237093,0.3,5.1,10.6,66.9,208.0,100,3753661497
54040,4890,2.53615e-05,0.990905,2.80914e-05,0.34751,0.229967,0.7,6.1,11.6,69.2,199.8,100,3753661497
54042,4970,2.56516e-05,0.990888,2.80229e-05,0.225936,0.234196,0.6,4.1,12.7,67.8,197.0,100,3753661497
54044,4904,2.5743e-05,0.990852,2.84686e-05,0.216585,0.227604,0.5,4.9,12.6,64.9,205.3,100,3753661497
54046,4941,2.55785e-05,0.991027,2.78171e-05,0.262451,0.263413,0.4,4.0,11.2,65.7,200.1,100,3753661497
54048,4893,2.5807e-05,0.990866,2.81943e-05,0.415036,0.23273,0.7,5.2,11.4,68.5,203.0,100,3753661497
54050,4915,2.551e-05,0.990811,2.73143e-05,0.1709,0.254574,0.3,4.5,11.4,68.0,199.3,100,3753661497
54052,4953,2.43701e-05,0.990815,2.79429e-05,0.160385,0.238175,0.4,4.2,11.2,72.8,201.5,100,3753661497
54054,4898,2.48909e-05,0.990793,2.82514e-05,0.236634,0.248438,0.6,5.0,11.0,66.0,200.4,100,3753661497
