Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4938,2.52382e-05,0.990485,2.85943e-05,0.179463,0.256483,0.2,4.8,11.5,71.4,218.8,100,1725507501
54002,4877,2.60445e-05,0.990482,2.808e-05,0.214242,0.254387,0.5,4.5,11.2,69.4,212.2,100,1725507501
54004,4976,2.51216e-05,0.990408,2.80343e-05,0.190989,0.240105,0.3,4.6,8.9,69.2,220.1,100,1725507501
54006,4900,2.65129e-05,0.990482,2.744e-05,0.259569,0.255302,0.6,5.4,9.6,66.7,222.9,100,1725507501
54008,4990,2.61839e-05,0.990416,2.91771e-05,0.185443,0.212148,0.2,5.4,10.0,69.9,222.4,100,1725507501
54010,4945,2.50485e-05,0.990383,2.864e-05,0.19821,0.226313,0.1,5.3,12.3,67.5,221.8,100,1725507501
54012,4957,2.5494e-05,0.990387,2.80114e-05,0.254991,0.230824,0.8,5.0,9.3,68.4,225.2,100,1725507501
54014,4960,2.60057e-05,0.990434,2.75886e-05,0.182252,0.2472,0.4,3.7,10.0,66.2,222.4,100,1725507501
54016,4985,2.57042e-05,0.990502,2.768e-05,0.174497,0.244708,0.3,4.2,10.6,66.5,221.7,100,1725507501
54018,4931,2.52016e-05,0.99059,2.85943e-05,0.235845,0.232553,0.6,4.7,12.1,68.7,219.8,100,1725507501
54020,4970,2.59829e-05,0.990595,2.76e-05,0.213469,0.222632,0.2,4.9,10.2,68.6,218.6,100,1725507501
54022,4906,2.58572e-05,0.990613,2.808e-05,0.293492,0.235335,0.3,4.8,9.8,68.0,227.3,100,1725507501
54024,5009,2.59166e-05,0.99048,2.85143e-05,0.245452,0.224494,0.7,4.9,9.8,71.9,220.1,100,1725507501
54026,4964,2.61314e-05,0.990567,2.81143e-05,0.169987,0.227168,0.2,4.2,10.2,67.3,221.1,100,1725507501
54028,4996,2.48064e-05,0.990622,2.78629e-05,0.2398,0.259416,0.6,5.0,9.9,65.1,224.2,100,1725507501
54030,4892,2.66362e-05,0.9906,2.77143e-05,0.181299,0.240273,0.4,4.1,10.3,68.1,218.4,100,1725507501
54032,4936,2.48726e-05,0.990556,2.87314e-05,0.185159,0.239082,0.2,4.2,8.5,67.3,225.1,100,1725507501
54034,4992,2.51194e-05,0.990524,2.73486e-05,0.338606,0.250492,0.8,5.4,9.8,68.2,220.2,100,1725507501
54036,4955,2.53295e-05,0.990427,2.86629e-05,0.241268,0.229677,0.5,5.3,11.6,65.7,228.6,100,1725507501
54038,4927,2.49343e-05,0.990394,2.776e-05,0.308023,0.249444,0.6,4.8,11.5,70.0,219.6,100,1725507501
54040,4972,2.48338e-05,0.990497,2.87886e-05,0.228323,0.256511,0.3,5.3,11.2,66.8,221.1,100,1725507501
54042,4891,2.56745e-05,0.990449,2.77829e-05,0.309055,0.238374,0.4,4.9,7.9,66.7,230.7,100,1725507501
54044,4854,2.55009e-05,0.990413,2.88571e-05,0.254552,0.213218,0.5,5.9,9.4,67.1,222.5,100,1725507501
54046,4982,2.53821e-05,0.990287,2.84e-05,0.216213,0.254265,0.4,4.8,12.7,67.6,223.9,100,1725507501
54048,4919,2.52199e-05,0.990264,2.848e-05,0.211863,0.231705,0.6,3.6,10.0,72.4,223.7,100,1725507501
54050,4875,2.5823e-05,0.990339,2.81371e-05,0.140281,0.221131,0.0,3.6,12.0,66.2,219.5,100,1725507501
54052,4893,2.53524e-05,0.990389,2.84914e-05,0.23818,0.229104,0.6,5.0,10.0,71.2,215.0,100,1725507501
54054,4936,2.61611e-05,0.9904,2.81143e-05,0.176886,0.23567,0.4,4.0,10.6,70.8,218.1,100,1725507501
54056,4984,2.59235e-05,0.990474,2.85257e-05,0.177718,0.224318,0.2,4.6,10.9,67.9,226.3,100,1725507501
54058,4921,2.51399e-05,0.990572,2.84114e-05,0.270435,0.226799,0.7,6.2,9.2,66.2,217.7,100,1725507501
54060,5052,2.47447e-05,0.990611,2.76229e-05,0.176443,0.273978,0.5,3.9,7.7,67.5,225.9,100,1725507501
54062,4971,2.57499e-05,0.990556,2.92571e-05,0.220964,0.214237,0.2,5.6,9.7,70.7,231.1,100,1725507501
