Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,5004,2.37304e-05,0.989836,2.65943e-05,0.341334,0.287282,0.8,8.1,14.1,65.1,186.8,100,874332255
54002,4951,2.39452e-05,0.98985,2.696e-05,0.239419,0.293767,0.4,6.4,14.7,69.0,185.7,100,874332255
54004,4932,2.46168e-05,0.989665,2.64114e-05,0.282857,0.277229,0.5,6.4,12.5,69.0,187.8,100,874332255
54006,4983,2.42787e-05,0.989568,2.60571e-05,0.367801,0.294321,0.5,7.0,11.2,65.8,182.3,100,874332255
54008,5010,2.29994e-05,0.989529,2.52e-05,0.242351,0.30266,0.6,6.3,10.3,64.1,186.9,100,874332255
54010,4925,2.41097e-05,0.989663,2.69029e-05,0.290638,0.273418,0.8,6.5,12.2,64.0,186.9,100,874332255
54012,4952,2.41965e-05,0.989615,2.66857e-05,0.319191,0.29198,0.5,7.4,13.4,65.2,185.0,100,874332255
54014,4916,2.38584e-05,0.989717,2.61829e-05,0.206749,0.286098,0.2,6.5,10.8,68.9,187.8,100,874332255
54016,4988,2.40548e-05,0.989844,2.58057e-05,0.317862,0.287712,0.6,5.7,10.7,66.6,187.9,100,874332255
54018,4950,2.36779e-05,0.990021,2.61029e-05,0.350607,0.273501,0.6,5.5,12.6,68.9,184.0,100,874332255
54020,4915,2.31091e-05,0.990021,2.61829e-05,0.206961,0.262783,0.4,5.1,12.5,63.2,193.7,100,874332255
54022,4971,2.35363e-05,0.989944,2.56229e-05,0.257165,0.291754,0.4,7.1,12.4,64.9,186.5,100,874332255
54024,4945,2.38492e-05,0.989754,2.68914e-05,0.3295,0.241268,0.6,7.0,10.9,64.9,188.9,100,874332255
54026,4985,2.38332e-05,0.989879,2.67657e-05,0.36446,0.269282,0.5,7.0,11.7,66.7,183.8,100,874332255
54028,4968,2.43061e-05,0.989858,2.67543e-05,0.248671,0.267551,0.8,4.9,13.5,68.9,188.6,100,874332255
54030,4902,2.43495e-05,0.989686,2.59314e-05,0.360704,0.28806,0.6,7.0,11.1,67.4,185.9,100,874332255
54032,4945,2.43724e-05,0.989746,2.73371e-05,0.282196,0.246471,0.4,8.4,12.9,68.0,186.1,100,874332255
54034,4946,2.37419e-05,0.989764,2.66629e-05,0.360297,0.270792,0.4,7.3,13.4,67.1,186.7,100,874332255
54036,4955,2.38424e-05,0.989828,2.63086e-05,0.200461,0.270269,0.3,5.7,10.2,68.0,190.2,100,874332255
54038,4909,2.31525e-05,0.989849,2.58857e-05,0.218927,0.292448,0.5,5.7,10.3,67.3,187.2,100,874332255
54040,4946,2.36185e-05,0.989761,2.65486e-05,0.262892,0.278105,0.4,6.6,14.7,67.1,186.1,100,874332255
54042,4991,2.4281e-05,0.989663,2.672e-05,0.319666,0.28838,1.0,6.8,12.0,70.0,190.9,100,874332255
