Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,5004,2.51468e-05,0.991294,2.84571e-05,0.268053,0.243106,0.2,4.7,10.4,67.6,208.9,100,2312480036
54002,4944,2.47105e-05,0.99139,2.79657e-05,0.219046,0.243627,0.2,6.1,10.2,66.9,206.7,100,2312480036
54004,4955,2.38241e-05,0.991358,2.87086e-05,0.156262,0.240237,0.1,5.4,10.7,67.7,214.8,100,2312480036
54006,4969,2.51216e-05,0.991357,2.82171e-05,0.257304,0.270775,0.3,5.5,10.2,70.1,208.0,100,2312480036
54008,5045,2.50051e-05,0.991299,2.80343e-05,0.159179,0.290728,0.1,5.7,7.7,69.0,209.9,100,2312480036
54010,4966,2.55214e-05,0.991335,2.77714e-05,0.236482,0.242781,0.4,7.4,10.1,65.5,209.1,100,2312480036
54012,4946,2.5462e-05,0.991426,2.81257e-05,0.281488,0.251316,0.1,5.6,9.6,67.0,215.1,100,2312480036
54014,4927,2.53455e-05,0.991457,2.74171e-05,0.229562,0.237227,0.3,6.0,10.0,66.7,206.9,100,2312480036
54016,4922,2.46556e-05,0.991391,2.86971e-05,0.195536,0.217213,0.2,5.4,11.3,67.7,208.6,100,2312480036
54018,4922,2.46282e-05,0.991313,2.75086e-05,0.183634,0.248917,0.3,4.8,10.6,67.7,210.4,100,2312480036
54020,4914,2.52656e-05,0.991401,2.81486e-05,0.127842,0.267913,0.2,4.0,9.5,70.2,205.4,100,2312480036
54022,4965,2.47607e-05,0.991254,2.73829e-05,0.228646,0.261054,0.5,5.2,10.1,67.4,207.4,100,2312480036
54024,4957,2.63781e-05,0.99128,2.76914e-05,0.365251,0.254434,0.5,4.8,9.8,69.0,210.5,100,2312480036
54026,4999,2.54506e-05,0.991415,2.67086e-05,0.211978,0.29272,0.4,5.2,9.8,61.6,213.6,100,2312480036
54028,4967,2.48841e-05,0.991408,2.71657e-05,0.20188,0.269821,0.3,5.2,10.1,65.8,210.1,100,2312480036
54030,4989,2.5293e-05,0.991435,2.784e-05,0.17213,0.267597,0.3,5.1,9.6,65.1,211.7,100,2312480036
54032,4945,2.44637e-05,0.991493,2.79314e-05,0.311902,0.252098,0.5,5.5,10.4,62.7,208.4,100,2312480036
54034,4967,2.57202e-05,0.991556,2.79886e-05,0.196606,0.241478,0.3,5.8,10.2,63.4,208.9,100,2312480036
54036,4912,2.57887e-05,0.991508,2.73143e-05,0.281459,0.280088,0.3,5.6,10.2,66.2,209.2,100,2312480036
54038,4937,2.39909e-05,0.991482,2.85714e-05,0.221491,0.246179,0.3,6.5,11.9,65.4,212.2,100,2312480036
54040,4940,2.42604e-05,0.991451,2.83429e-05,0.153146,0.261543,0.1,4.4,10.2,67.3,211.6,100,2312480036
54042,4938,2.52016e-05,0.991506,2.74171e-05,0.17989,0.281299,0.5,4.4,9.1,66.1,208.9,100,2312480036
54044,5029,2.49732e-05,0.991469,2.82857e-05,0.176853,0.250584,0.5,5.2,9.9,65.8,216.4,100,2312480036
54046,4897,2.51079e-05,0.991461,2.73029e-05,0.273522,0.255523,0.3,6.0,11.9,64.9,212.6,100,2312480036
