Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4942,2.60194e-05,0.991158,2.82514e-05,0.288373,0.257646,0.2,5.8,7.9,68.2,220.2,100,1564831380
54002,4960,2.45254e-05,0.991289,2.80686e-05,0.228543,0.223128,0.2,6.9,8.0,68.8,217.6,100,1564831380
54004,4921,2.52587e-05,0.991246,2.70743e-05,0.175907,0.25591,0.4,6.0,8.4,68.0,217.9,100,1564831380
54006,4921,2.53135e-05,0.991345,2.75086e-05,0.16428,0.276515,0.3,4.7,8.2,70.4,215.3,100,1564831380
54008,4958,2.51079e-05,0.991265,2.77943e-05,0.181158,0.260344,0.2,4.8,9.5,70.9,218.0,100,1564831380
54010,4959,2.49069e-05,0.991223,2.75771e-05,0.251858,0.265217,0.5,5.8,8.9,71.7,219.7,100,1564831380
54012,4912,2.44889e-05,0.991225,2.78629e-05,0.662313,0.220601,1.2,6.5,9.2,68.8,220.4,100,1564831380
54014,5010,2.44203e-05,0.991141,2.808e-05,0.218448,0.240308,0.3,6.2,8.2,65.1,212.1,100,1564831380
54016,4926,2.46236e-05,0.991097,2.86857e-05,0.238234,0.250401,0.4,6.4,9.6,67.3,218.6,100,1564831380
54018,4969,2.51993e-05,0.991076,2.83771e-05,0.284348,0.242376,0.5,6.0,8.9,66.3,222.2,100,1564831380
54020,4964,2.45962e-05,0.990953,2.76114e-05,0.290587,0.256513,0.4,4.6,8.4,69.7,220.8,100,1564831380
54022,4910,2.45346e-05,0.991039,2.77143e-05,0.274253,0.241257,0.2,6.4,10.5,69.3,219.8,100,1564831380
54024,4952,2.54826e-05,0.991032,2.768e-05,0.226528,0.254115,0.3,5.7,10.0,69.1,221.8,100,1564831380
54026,4951,2.50371e-05,0.99101,2.77029e-05,0.256576,0.242934,0.1,5.9,8.6,68.2,219.4,100,1564831380
54028,4937,2.46922e-05,0.990896,2.83886e-05,0.19044,0.226735,0.2,5.5,9.9,70.6,215.9,100,1564831380
54030,4910,2.4731e-05,0.99084,2.76457e-05,0.368996,0.262656,0.2,6.1,9.0,67.3,217.8,100,1564831380
54032,4940,2.63598e-05,0.990926,2.74171e-05,0.404605,0.263609,0.9,5.0,8.2,68.9,221.5,100,1564831380
54034,4951,2.49846e-05,0.990948,2.78857e-05,0.376159,0.238099,0.4,5.5,9.6,68.4,218.3,100,1564831380
54036,4937,2.45688e-05,0.991067,2.77943e-05,0.185731,0.249255,0.3,5.8,9.4,68.8,222.2,100,1564831380
54038,4916,2.62776e-05,0.991114,2.84914e-05,0.301073,0.221725,0.6,5.9,9.9,70.0,220.3,100,1564831380
54040,4934,2.48841e-05,0.991157,2.78057e-05,0.201083,0.239786,0.4,5.7,10.2,72.1,216.5,100,1564831380
54042,4971,2.61565e-05,0.991152,2.76457e-05,0.492716,0.233402,0.7,4.9,10.1,68.3,222.2,100,1564831380
54044,4921,2.51011e-05,0.99114,2.77257e-05,0.277487,0.233628,0.3,5.2,8.5,65.9,222.1,100,1564831380
54046,5021,2.53135e-05,0.99109,2.73714e-05,0.297379,0.256518,0.4,5.6,9.7,69.2,211.4,100,1564831380
54048,4991,2.46785e-05,0.991127,2.77829e-05,0.160149,0.232144,0.0,5.4,10.1,69.8,219.1,100,1564831380
54050,4920,2.58458e-05,0.99111,2.84114e-05,0.529298,0.252202,0.6,5.6,10.8,69.2,223.6,100,1564831380
54052,4931,2.4747e-05,0.99116,2.84229e-05,0.156673,0.237493,0.0,5.0,8.0,69.5,221.8,100,1564831380
54054,4972,2.45939e-05,0.991245,2.77714e-05,0.209503,0.239169,0.3,5.6,9.7,69.4,216.2,100,1564831380
54056,4924,2.48315e-05,0.991208,2.74857e-05,0.15913,0.243599,0.3,5.5,7.6,68.2,220.8,100,1564831380
54058,4984,2.45734e-05,0.991163,2.736e-05,0.267024,0.259845,0.4,4.6,10.0,68.2,225.1,100,1564831380
54060,4898,2.51148e-05,0.991204,2.75543e-05,0.42358,0.23352,0.6,5.9,10.2,66.2,216.6,100,1564831380
54062,4985,2.55625e-05,0.991197,2.79543e-05,0.327646,0.227481,0.4,6.3,10.9,69.6,212.6,100,1564831380
54064,4964,2.56174e-05,0.991319,2.728e-05,0.267822,0.270548,0.1,5.1,9.3,68.9,213.7,100,1564831380
54066,4939,2.56813e-05,0.991295,2.73943e-05,0.431594,0.263576,0.7,5.5,9.3,67.1,216.6,100,1564831380
54068,5006,2.50371e-05,0.991291,2.69029e-05,0.215553,0.289326,0.3,5.4,9.2,66.4,212.0,100,1564831380
54070,4971,2.45186e-05,0.991271,2.81829e-05,0.196088,0.252166,0.2,5.6,9.0,69.0,217.5,100,1564831380
54072,4952,2.50942e-05,0.991155,2.76e-05,0.402209,0.236634,0.5,6.2,8.6,68.4,211.2,100,1564831380
54074,4884,2.47744e-05,0.991116,2.81029e-05,0.414225,0.23509,1.0,5.4,11.6,68.9,226.6,100,1564831380
54076,4964,2.49275e-05,0.991096,2.83314e-05,0.300805,0.251955,0.4,6.3,9.1,68.2,221.8,100,1564831380
54078,4933,2.58184e-05,0.991135,2.78286e-05,0.309813,0.273406,0.6,5.2,9.3,70.8,213.5,100,1564831380
54080,4990,2.47744e-05,0.9912,2.78743e-05,0.431065,0.236562,0.9,5.2,9.0,64.4,214.6,100,1564831380
