Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4931,2.34517e-05,0.991884,2.55086e-05,0.33048,0.295848,0.6,5.3,7.1,56.6,190.6,100,3106611913
54002,4976,2.27276e-05,0.991867,2.54743e-05,0.166041,0.297212,0.0,5.5,7.4,59.1,191.9,100,3106611913
54004,4971,2.355e-05,0.991836,2.54743e-05,0.333387,0.273478,0.6,4.7,8.9,59.0,186.3,100,3106611913
54006,5017,2.32781e-05,0.99176,2.48914e-05,0.322413,0.30328,0.6,5.7,8.2,55.7,187.6,100,3106611913
54008,4974,2.27047e-05,0.991636,2.45486e-05,0.123645,0.300386,0.0,4.2,8.0,59.5,183.7,100,3106611913
54010,5000,2.22776e-05,0.991817,2.57943e-05,0.293677,0.286592,0.5,5.1,8.5,58.4,187.0,100,3106611913
54012,4927,2.28281e-05,0.991856,2.57371e-05,0.158545,0.282109,0.2,4.5,9.0,59.3,192.5,100,3106611913
54014,4937,2.29583e-05,0.991813,2.56e-05,0.235074,0.275797,0.5,6.1,7.5,57.9,189.0,100,3106611913
54016,4998,2.30543e-05,0.991762,2.48343e-05,0.266438,0.322015,0.4,4.3,8.1,57.8,187.5,100,3106611913
54018,4989,2.30131e-05,0.991764,2.488e-05,0.248421,0.280839,0.5,5.4,9.4,59.7,187.4,100,3106611913
54020,4989,2.23347e-05,0.99176,2.49829e-05,0.241425,0.317927,0.7,5.2,6.5,57.7,186.2,100,3106611913
54022,5021,2.2924e-05,0.991776,2.46857e-05,0.396332,0.317746,0.5,5.7,6.2,56.5,190.9,100,3106611913
54024,4920,2.26316e-05,0.991874,2.46629e-05,0.31569,0.321803,0.5,5.8,7.5,60.9,183.4,100,3106611913
54026,4943,2.3004e-05,0.991948,2.45829e-05,0.217195,0.301941,0.0,6.6,8.0,57.1,186.7,100,3106611913
54028,5005,2.24169e-05,0.99179,2.52343e-05,0.29407,0.323853,0.4,5.8,8.0,61.5,184.7,100,3106611913
54030,4927,2.2835e-05,0.991879,2.53486e-05,0.367834,0.295173,0.6,4.2,7.7,61.1,184.9,100,3106611913
54032,4926,2.25448e-05,0.991899,2.52229e-05,0.180874,0.274856,0.3,4.2,9.7,56.3,187.8,100,3106611913
54034,4930,2.23347e-05,0.991849,2.55657e-05,0.252667,0.271327,0.5,6.8,7.8,58.8,186.4,100,3106611913
54036,4941,2.22342e-05,0.991751,2.55429e-05,0.137987,0.279208,0.2,3.8,8.6,58.4,186.8,100,3106611913
54038,4931,2.29492e-05,0.99177,2.59429e-05,0.340852,0.289482,0.6,6.0,9.5,60.7,195.1,100,3106611913
54040,4945,2.31319e-05,0.991745,2.63543e-05,0.382846,0.276617,0.6,6.2,9.1,59.6,189.3,100,3106611913
54042,5031,2.15534e-05,0.991731,2.57371e-05,0.318269,0.270986,0.7,5.1,8.6,60.8,186.8,100,3106611913
54044,5030,2.24101e-05,0.991816,2.536e-05,0.389687,0.303713,0.6,4.8,6.0,57.0,191.1,100,3106611913
54046,4942,2.24946e-05,0.991989,2.51086e-05,0.253585,0.304028,0.3,3.8,8.7,58.0,185.9,100,3106611913
54048,4975,2.21953e-05,0.991914,2.55543e-05,0.288865,0.2957,0.3,6.0,9.3,58.5,189.5,100,3106611913
54050,4928,2.28578e-05,0.991981,2.44914e-05,0.392929,0.299944,0.5,4.5,7.4,57.5,184.1,100,3106611913
54052,4920,2.25266e-05,0.991997,2.52686e-05,0.219335,0.290525,0.6,4.9,8.3,58.8,186.8,100,3106611913
54054,4939,2.24626e-05,0.991985,2.51771e-05,0.267924,0.29763,0.2,4.8,8.5,61.3,188.6,100,3106611913
54056,4928,2.1823e-05,0.99205,2.46743e-05,0.289855,0.319619,0.3,4.7,8.7,56.0,189.0,100,3106611913
54058,4989,2.27893e-05,0.991993,2.49714e-05,0.16955,0.302422,0.3,4.3,7.2,62.5,190.4,100,3106611913
54060,4944,2.34129e-05,0.991898,2.544e-05,0.1839,0.306345,0.2,5.0,8.3,59.3,186.8,100,3106611913
54062,4984,2.26865e-05,0.991857,2.52114e-05,0.350362,0.297322,0.8,4.5,10.5,59.7,191.2,100,3106611913
54064,4981,2.29172e-05,0.991924,2.52914e-05,0.362515,0.255783,0.7,5.8,8.0,55.3,192.4,100,3106611913
54066,4951,2.27504e-05,0.992027,2.53257e-05,0.403696,0.308428,0.6,6.1,9.1,56.7,191.0,100,3106611913
54068,4951,2.28692e-05,0.992007,2.45143e-05,0.254994,0.297318,0.1,4.4,8.9,55.4,182.3,100,3106611913
54070,4947,2.17453e-05,0.99193,2.48114e-05,0.123121,0.303522,0.2,3.6,9.2,61.6,186.6,100,3106611913
54072,4907,2.19052e-05,0.991987,2.46857e-05,0.242615,0.307827,0.7,4.6,8.4,62.5,185.0,100,3106611913
54074,4952,2.29674e-05,0.992012,2.54743e-05,0.342701,0.265509,0.6,6.7,8.3,58.9,183.3,100,3106611913
54076,4971,2.24626e-05,0.991964,2.51657e-05,0.186209,0.262393,0.4,4.8,8.0,55.6,191.8,100,3106611913
54078,4947,2.27641e-05,0.991964,2.53943e-05,0.392895,0.305371,0.3,5.7,8.4,57.7,186.0,100,3106611913
54080,4941,2.28989e-05,0.992156,2.512e-05,0.222665,0.262074,0.2,6.0,7.7,57.5,191.1,100,3106611913
54082,4952,2.31251e-05,0.992154,2.44571e-05,0.442217,0.31365,0.5,4.8,6.7,57.5,194.9,100,3106611913
54084,5021,2.29286e-05,0.992174,2.53943e-05,0.211448,0.294157,0.3,5.2,7.3,57.2,193.0,100,3106611913
54086,4946,2.25334e-05,0.992125,2.576e-05,0.124496,0.275225,0.1,3.5,8.4,59.5,188.1,100,3106611913
54088,4967,2.26568e-05,0.992143,2.49714e-05,0.175686,0.283747,0.3,4.3,8.5,60.4,187.3,100,3106611913
54090,4895,2.25471e-05,0.992225,2.54057e-05,0.139108,0.283836,0.1,4.4,8.2,64.5,184.4,100,3106611913
54092,4987,2.26705e-05,0.992121,2.584e-05,0.254478,0.28091,0.2,5.4,6.5,60.1,190.3,100,3106611913
54094,4900,2.21885e-05,0.992115,2.51771e-05,0.161691,0.28769,0.2,4.5,7.2,61.3,188.6,100,3106611913
54096,4902,2.25471e-05,0.99217,2.61829e-05,0.400702,0.286989,0.4,5.9,8.6,63.3,191.2,100,3106611913
54098,5003,2.2056e-05,0.992078,2.44343e-05,0.205555,0.311148,0.4,4.3,8.6,56.1,178.8,100,3106611913
54100,4989,2.26134e-05,0.992003,2.38743e-05,0.258055,0.279739,0.2,5.4,7.4,57.2,180.9,100,3106611913
54102,4930,2.28829e-05,0.991995,2.544e-05,0.309017,0.297678,0.7,4.2,9.8,58.8,183.4,100,3106611913
54104,4970,2.23826e-05,0.992155,2.51886e-05,0.149399,0.276795,0.0,4.7,9.4,58.9,196.9,100,3106611913
54106,4983,2.25837e-05,0.992092,2.49371e-05,0.239716,0.307479,0.8,5.2,6.8,59.2,186.2,100,3106611913
54108,4928,2.22913e-05,0.992134,2.45371e-05,0.151364,0.27758,0.1,4.6,7.9,59.6,190.6,100,3106611913
54110,4929,2.249e-05,0.992143,2.488e-05,0.29156,0.322433,0.5,4.7,8.1,57.7,184.1,100,3106611913
54112,5006,2.24832e-05,0.992134,2.56457e-05,0.41403,0.303925,0.8,5.0,8.0,58.3,197.0,100,3106611913
54114,4918,2.32324e-05,0.992078,2.50286e-05,0.369867,0.309329,0.4,4.4,8.9,59.7,189.6,100,3106611913
54116,4905,2.25768e-05,0.992033,2.49943e-05,0.276607,0.313842,0.5,4.4,7.4,59.8,190.0,100,3106611913
54118,4975,2.21588e-05,0.992101,2.50514e-05,0.200874,0.278357,0.5,3.9,7.7,58.1,190.2,100,3106611913
54120,4893,2.16539e-05,0.992079,2.54057e-05,0.343116,0.274608,0.5,3.3,7.5,60.2,191.2,100,3106611913
54122,4969,2.24055e-05,0.991942,2.60114e-05,0.350502,0.277518,0.4,4.4,8.7,57.1,191.8,100,3106611913
54124,4923,2.32165e-05,0.991897,2.55657e-05,0.165853,0.285884,0.2,4.9,7.5,59.0,184.8,100,3106611913
54126,4995,2.30908e-05,0.99199,2.51657e-05,0.305731,0.3087,0.4,5.1,8.9,56.1,194.1,100,3106611913
54128,4943,2.24009e-05,0.9921,2.55657e-05,0.212031,0.29203,0.3,5.5,7.0,59.7,191.8,100,3106611913
54130,4899,2.24991e-05,0.992094,2.592e-05,0.202936,0.282491,0.5,5.4,8.4,60.6,189.7,100,3106611913
54132,4992,2.28647e-05,0.992184,2.53029e-05,0.301384,0.292554,0.5,4.8,9.0,57.2,186.9,100,3106611913
