Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,KCrater,Seed
54000,4961,2.45117e-05,0.990223,2.70857e-05,0.199673,0.280753,0.1,6.0,11.3,68.8,205.1,100,2594767465
54002,4920,2.61177e-05,0.990208,2.78057e-05,0.227196,0.268007,0.1,4.1,9.6,67.1,213.1,100,2594767465
54004,4949,2.52496e-05,0.990232,2.77143e-05,0.171935,0.254147,0.0,5.2,11.0,69.3,210.1,100,2594767465
54006,4962,2.56471e-05,0.990262,2.84914e-05,0.20336,0.235626,0.6,5.1,11.8,68.0,211.1,100,2594767465
54008,4884,2.56676e-05,0.990253,2.73943e-05,0.27242,0.253353,0.3,5.0,9.8,68.6,210.1,100,2594767465
54010,4941,2.57247e-05,0.990236,2.816e-05,0.35303,0.254487,0.3,4.8,9.6,68.5,213.2,100,2594767465
54012,4960,2.52998e-05,0.990101,2.79314e-05,0.162255,0.261204,0.1,5.3,8.7,68.0,209.0,100,2594767465
54014,4959,2.55077e-05,0.99016,2.81486e-05,0.247805,0.215542,0.2,7.2,11.4,68.2,208.7,100,2594767465
54016,4979,2.52199e-05,0.990255,2.84457e-05,0.176899,0.222471,0.1,5.0,10.5,66.7,210.7,100,2594767465
54018,4949,2.56768e-05,0.990245,2.82286e-05,0.137984,0.227547,0.1,3.7,9.2,67.7,212.8,100,2594767465
54020,5049,2.51194e-05,0.990356,2.84457e-05,0.234078,0.242515,0.4,5.2,11.1,70.6,209.3,100,2594767465
54022,4988,2.56219e-05,0.990308,2.80343e-05,0.173327,0.273542,0.2,5.0,8.7,69.6,204.3,100,2594767465
54024,4896,2.52519e-05,0.990249,2.82971e-05,0.173762,0.260447,0.1,5.9,10.3,68.0,204.5,100,2594767465
54026,4996,2.57864e-05,0.990308,2.91429e-05,0.204441,0.220684,0.3,5.9,12.5,70.2,216.5,100,2594767465
54028,4940,2.53706e-05,0.990257,2.86514e-05,0.156104,0.238789,0.2,4.8,12.3,70.8,213.3,100,2594767465
