Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,2015,2.37122e-05,0.989239,2.54629e-05,0.553459,0.308326,1.0,5.6,10.0,68.9,184.4,81,2.01645e-05,0.982117,2.22971e-05,0.141389,0.404932,0.0,5.8,10.1,76.0,191.0,24,1.5582e-05,0.901817,1.952e-05,0.252578,0.50357,0.4,5.0,6.9,75.6,213.1,100,3797296214
55606,1948,2.38127e-05,0.989369,2.54514e-05,0.286718,0.275542,0.7,5.7,11.0,64.4,191.7,100,1.94426e-05,0.98284,2.18057e-05,0.173093,0.409557,0.1,6.6,9.6,75.3,189.6,25,1.51525e-05,0.869728,1.62514e-05,0.134591,0.609622,0.4,3.9,6.4,74.1,216.6,100,3797296214
55608,1957,2.38058e-05,0.989374,2.664e-05,0.206796,0.288819,0.5,5.3,10.1,67.2,195.6,101,1.98584e-05,0.983428,2.18743e-05,0.143939,0.417072,0.0,5.6,9.5,74.4,191.4,23,1.44146e-05,0.859827,1.29371e-05,0.0943689,0.696055,0.1,2.5,6.9,75.3,217.7,100,3797296214
55610,1977,2.44363e-05,0.989588,2.66629e-05,0.323247,0.250219,0.4,5.9,9.9,67.9,188.8,98,1.93832e-05,0.981417,2.14171e-05,0.128648,0.43387,0.2,5.3,9.4,74.3,188.9,16,1.18127e-05,0.86606,1.24e-05,0.0866072,0.695712,0.1,2.2,6.2,75.3,219.4,100,3797296214
55612,1998,2.38401e-05,0.989299,2.66514e-05,0.379683,0.283136,0.4,5.5,10.9,67.7,188.6,93,1.87047e-05,0.979842,2.18286e-05,0.233697,0.421002,0.1,6.2,10.0,78.4,188.9,26,1.20594e-05,0.857001,1.27771e-05,0.0402423,0.68907,0.2,1.5,8.2,74.0,216.3,100,3797296214
55614,2009,2.34106e-05,0.989685,2.63429e-05,0.345595,0.26743,0.5,5.3,10.4,69.3,183.8,105,1.8337e-05,0.978751,2.03886e-05,0.126885,0.470141,0.0,5.3,10.1,70.0,188.8,25,1.17167e-05,0.861554,1.44571e-05,0.177796,0.660636,0.5,2.5,7.4,75.5,217.3,100,3797296214
55616,1955,2.38881e-05,0.989521,2.63657e-05,0.23319,0.30009,0.5,5.9,9.7,70.3,185.3,99,1.87139e-05,0.979608,2.00343e-05,0.121275,0.464622,0.1,5.5,10.9,75.8,187.6,35,1.27059e-05,0.865342,1.38857e-05,0.101792,0.666533,0.2,2.3,6.8,76.7,217.9,100,3797296214
55618,1967,2.43906e-05,0.989407,2.632e-05,0.274157,0.279176,0.6,6.7,11.3,69.4,190.6,97,1.80925e-05,0.979396,2.00914e-05,0.100962,0.448963,0.0,4.2,9.3,73.1,188.9,25,1.18332e-05,0.851327,1.31086e-05,0.0988664,0.693328,0.1,2.8,8.1,79.4,215.3,100,3797296214
55620,1959,2.34335e-05,0.989227,2.592e-05,0.256147,0.276521,0.6,5.5,10.8,63.4,191.4,97,1.7992e-05,0.979722,2.28e-05,0.172232,0.364393,0.1,6.5,9.4,74.3,187.9,23,1.16391e-05,0.847679,1.32343e-05,0.140172,0.692701,0.3,3.3,8.5,78.5,215.1,100,3797296214
55622,1984,2.2956e-05,0.989457,2.72457e-05,0.17976,0.268789,0.3,4.2,11.8,70.0,186.8,100,1.84854e-05,0.979853,2.14857e-05,0.257848,0.44239,0.3,5.2,10.0,75.6,190.2,26,1.12073e-05,0.848631,1.176e-05,0.0921341,0.757883,0.1,3.2,7.8,77.7,213.6,100,3797296214
55624,1990,2.33261e-05,0.989344,2.664e-05,0.296399,0.297725,0.3,5.1,10.3,66.7,189.8,97,1.83758e-05,0.980212,2.18171e-05,0.125237,0.42441,0.0,6.1,11.4,75.8,190.6,20,1.12758e-05,0.849871,1.45143e-05,0.0868271,0.667342,0.1,3.2,9.0,78.6,212.4,100,3797296214
55626,2043,2.40571e-05,0.989496,2.62971e-05,0.373925,0.299747,0.4,5.4,9.3,68.1,193.0,99,1.76471e-05,0.979731,2.208e-05,0.112647,0.442279,0.1,3.8,10.2,73.8,190.5,19,1.19383e-05,0.858462,1.32114e-05,0.166519,0.704813,0.4,3.7,8.8,77.7,209.7,100,3797296214
55628,2004,2.42833e-05,0.989118,2.61714e-05,0.365248,0.289418,0.3,4.5,11.3,67.7,182.0,101,1.7928e-05,0.980122,2.12114e-05,0.125313,0.435715,0.1,5.3,9.4,75.5,187.9,26,1.15089e-05,0.851797,1.25257e-05,0.135785,0.724824,0.3,3.5,9.3,79.8,214.1,100,3797296214
55630,1977,2.32324e-05,0.988944,2.69943e-05,0.382483,0.276428,0.6,6.5,11.6,71.5,188.0,88,1.77476e-05,0.981478,2.11657e-05,0.125801,0.454905,0.1,4.8,10.5,74.2,186.9,28,1.07733e-05,0.83853,1.24229e-05,0.140016,0.713069,0.5,3.9,8.6,77.2,215.6,100,3797296214
55632,1994,2.33649e-05,0.989195,2.56914e-05,0.544498,0.317388,1.5,6.5,9.6,68.1,186.8,97,1.82821e-05,0.980028,2.05829e-05,0.115026,0.452662,0.0,5.2,9.9,72.4,183.9,27,1.11639e-05,0.856066,1.29829e-05,0.114445,0.721151,0.2,2.8,8.6,80.7,214.3,100,3797296214
55634,2003,2.34472e-05,0.989191,2.64343e-05,0.610792,0.275373,1.0,6.9,9.1,68.0,193.7,95,1.69823e-05,0.977664,2.21029e-05,0.16688,0.424428,0.3,5.6,10.3,74.2,180.7,25,9.51913e-06,0.867205,1.27429e-05,0.079227,0.724734,0.1,2.0,9.8,79.9,211.7,100,3797296214
55636,1993,2.35386e-05,0.989346,2.528e-05,0.329639,0.306815,0.6,5.0,11.5,64.2,189.5,97,1.80948e-05,0.978886,2.02286e-05,0.149579,0.452041,0.2,5.3,10.5,72.2,181.7,21,1.5534e-05,0.848817,1.56e-05,0.0898676,0.614999,0.0,3.8,9.0,79.6,205.9,100,3797296214
55638,1967,2.37624e-05,0.989464,2.72457e-05,0.308092,0.262392,0.3,5.4,11.1,71.5,185.4,96,1.72473e-05,0.97898,2.02171e-05,0.1047,0.488586,0.1,4.7,11.0,76.3,187.7,20,1.21325e-05,0.86283,1.728e-05,0.0789413,0.582546,0.0,2.6,9.1,81.4,210.3,100,3797296214
55640,1939,2.40708e-05,0.989303,2.64e-05,0.464964,0.268628,0.7,5.9,11.1,65.3,191.6,98,1.84009e-05,0.979254,1.936e-05,0.11098,0.50258,0.1,4.7,9.7,71.9,187.5,26,1.52256e-05,0.857304,1.56343e-05,0.0812722,0.644833,0.0,2.8,10.6,79.7,211.7,100,3797296214
55642,1977,2.42467e-05,0.989329,2.59543e-05,0.475068,0.264914,0.7,6.7,9.7,66.0,187.7,102,1.77019e-05,0.980309,2.01943e-05,0.120934,0.481307,0.0,4.2,12.9,73.9,188.0,27,1.38846e-05,0.853193,1.45943e-05,0.0789341,0.670973,0.0,3.0,9.7,80.8,209.8,100,3797296214
55644,1951,2.37441e-05,0.989264,2.53714e-05,0.145382,0.30012,0.2,4.7,10.1,68.0,190.1,107,1.83529e-05,0.980761,2.05829e-05,0.113469,0.45793,0.0,4.5,10.3,72.1,185.1,24,1.29138e-05,0.853161,1.42514e-05,0.0580399,0.671691,0.0,2.5,9.1,78.8,213.1,100,3797296214
55646,2006,2.39497e-05,0.988963,2.66057e-05,0.398428,0.276997,0.4,5.2,8.6,67.8,193.6,111,1.81633e-05,0.982678,2.09486e-05,0.126464,0.456959,0.0,4.6,9.9,71.4,185.7,22,1.306e-05,0.852759,1.36e-05,0.0832541,0.688007,0.0,3.1,10.1,78.3,208.5,100,3797296214
55648,1999,2.26659e-05,0.989174,2.72343e-05,0.355691,0.262706,0.7,6.5,11.5,67.1,191.7,96,1.80194e-05,0.982109,1.912e-05,0.139883,0.510399,0.2,5.7,10.1,72.7,192.1,28,1.33295e-05,0.853458,1.45714e-05,0.0481114,0.675387,0.0,1.8,8.9,81.4,213.2,100,3797296214
55650,1980,2.23278e-05,0.989355,2.57029e-05,0.29361,0.290764,0.5,5.4,9.3,70.8,189.3,101,1.79052e-05,0.980742,2.016e-05,0.139729,0.463665,0.1,5.0,11.2,73.4,181.4,29,1.17784e-05,0.865197,1.36914e-05,0.0677391,0.691575,0.0,1.9,9.8,83.8,216.9,100,3797296214
55652,1928,2.35774e-05,0.989481,2.59429e-05,0.652872,0.304137,0.5,5.2,12.0,64.6,189.5,102,1.75031e-05,0.982174,2.04343e-05,0.111557,0.45082,0.0,4.0,12.0,75.4,185.1,21,1.17122e-05,0.847679,1.28e-05,0.0709894,0.723173,0.0,2.2,10.6,85.4,218.6,100,3797296214
55654,1962,2.34586e-05,0.989606,2.63086e-05,0.188794,0.309917,0.3,4.8,9.0,68.1,187.4,91,1.72176e-05,0.982635,2.06057e-05,0.151794,0.475915,0.1,5.8,10.3,76.3,185.2,26,1.25848e-05,0.856205,1.31886e-05,0.062175,0.708785,0.0,2.0,9.5,83.8,215.9,100,3797296214
55656,1999,2.4032e-05,0.989594,2.64914e-05,0.566091,0.286588,0.8,6.1,11.8,64.0,190.8,102,1.80971e-05,0.981818,2.08686e-05,0.13607,0.446014,0.2,4.2,11.3,69.4,185.8,35,1.05083e-05,0.849335,1.46057e-05,0.078344,0.666833,0.1,2.2,9.8,83.4,210.7,100,3797296214
55658,1959,2.40206e-05,0.989761,2.48229e-05,0.318189,0.317804,0.5,5.8,10.9,68.0,189.4,102,1.67973e-05,0.980998,2.01257e-05,0.126038,0.483799,0.1,4.3,11.3,70.7,186.3,25,1.06659e-05,0.842267,1.37486e-05,0.0622977,0.700701,0.0,2.5,9.7,83.9,212.7,100,3797296214
55660,1983,2.38469e-05,0.989839,2.67886e-05,0.388044,0.26775,0.6,6.4,10.0,67.4,186.3,88,1.73158e-05,0.979321,2.00114e-05,0.110929,0.474578,0.0,5.2,13.1,72.7,189.6,24,1.08532e-05,0.837167,1.144e-05,0.154008,0.749132,0.1,2.5,9.5,82.1,218.5,100,3797296214
55662,1985,2.3952e-05,0.989756,2.63086e-05,0.274805,0.293786,0.6,6.3,10.1,67.9,186.7,102,1.74072e-05,0.978967,2.01943e-05,0.15939,0.474821,0.1,5.3,12.8,75.5,189.1,30,1.01359e-05,0.849121,1.19543e-05,0.280787,0.741365,0.2,3.2,8.6,81.3,219.7,100,3797296214
55664,1983,2.29697e-05,0.990002,2.55086e-05,0.478969,0.26337,0.5,5.8,10.2,68.5,186.4,92,1.73204e-05,0.978033,1.984e-05,0.122575,0.492485,0.1,5.2,11.5,73.7,187.0,25,1.06316e-05,0.846191,1.17943e-05,0.353769,0.744531,0.3,3.2,8.5,81.1,217.1,100,3797296214
55666,1968,2.34906e-05,0.989684,2.61257e-05,0.176383,0.283892,0.4,4.3,11.1,70.0,187.1,94,1.69732e-05,0.978333,1.95429e-05,0.0975621,0.494946,0.0,4.5,11.9,73.8,185.8,32,9.14221e-06,0.836869,1.168e-05,0.0820664,0.749018,0.0,3.3,8.1,80.1,216.0,100,3797296214
55668,1989,2.39931e-05,0.989915,2.624e-05,0.241351,0.299861,0.5,5.3,11.8,65.6,186.8,98,1.79417e-05,0.977377,1.92914e-05,0.0885478,0.499022,0.0,4.7,12.4,71.6,188.9,19,1.02981e-05,0.838364,1.22171e-05,0.189902,0.739328,0.1,3.4,8.6,82.8,218.5,100,3797296214
55670,1924,2.36848e-05,0.989927,2.568e-05,0.428513,0.2866,0.7,5.8,11.3,65.4,187.2,106,1.77613e-05,0.977141,2.00229e-05,0.132554,0.490584,0.0,4.9,14.2,71.3,185.2,24,1.04397e-05,0.855966,1.18514e-05,0.0823129,0.740423,0.0,3.4,7.9,81.7,216.1,100,3797296214
55672,1950,2.40251e-05,0.989705,2.60686e-05,0.378015,0.286548,0.3,7.3,10.7,65.8,190.2,89,1.80948e-05,0.976897,1.89371e-05,0.168852,0.495413,0.0,5.4,12.5,71.7,186.5,24,1.00308e-05,0.852408,1.11657e-05,0.071261,0.759543,0.0,4.3,6.8,83.1,217.6,100,3797296214
55674,1999,2.25403e-05,0.989179,2.57371e-05,0.480144,0.28633,0.4,5.8,10.4,65.6,194.3,89,1.77887e-05,0.976713,1.98629e-05,0.142369,0.494577,0.1,4.7,12.4,71.3,186.9,28,8.98458e-06,0.897875,1.11086e-05,0.107765,0.768573,0.0,5.1,7.3,84.7,227.5,100,3797296214
55676,2028,2.2924e-05,0.989694,2.58286e-05,0.404958,0.299634,0.6,5.5,11.5,65.8,191.9,94,1.80628e-05,0.976143,1.99086e-05,0.110481,0.498178,0.1,4.1,12.4,73.2,185.5,24,1.61279e-05,0.846524,1.27886e-05,0.0835016,0.682058,0.0,4.6,9.5,83.0,226.3,100,3797296214
55678,1945,2.24786e-05,0.989501,2.67771e-05,0.387567,0.28645,0.7,6.1,11.4,70.0,183.0,91,1.83895e-05,0.974788,1.82057e-05,0.126687,0.525267,0.0,5.0,11.2,73.1,186.2,31,1.06796e-05,0.840876,1.27771e-05,0.0943968,0.697899,0.0,5.1,8.9,83.0,226.6,100,3797296214
55680,1992,2.38561e-05,0.989587,2.69943e-05,0.403124,0.265386,0.4,6.0,10.1,68.7,190.3,93,1.7976e-05,0.97385,2.072e-05,0.151847,0.48142,0.1,5.0,11.7,72.5,188.9,25,8.90691e-06,0.82763,1.008e-05,0.0631049,0.772107,0.0,4.1,9.2,85.8,227.0,100,3797296214
