Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1951,2.41165e-05,0.991079,2.82629e-05,0.18973,0.21584,0.3,4.8,9.5,56.7,227.3,85,2.06785e-05,0.986237,2.47429e-05,0.148254,0.365931,0.2,4.1,8.4,67.6,223.2,26,1.3542e-05,0.866195,1.54057e-05,0.107238,0.613715,0.1,5.6,12.3,61.2,212.2,100,1831755336
55606,1934,2.53775e-05,0.991346,2.78857e-05,0.21018,0.232662,0.5,4.6,10.5,61.9,220.9,96,2.23141e-05,0.984867,2.66057e-05,0.124397,0.281828,0.3,2.6,9.0,62.3,226.8,25,1.22581e-05,0.857442,1.288e-05,0.110385,0.682773,0.2,4.0,10.5,61.9,211.9,100,1831755336
55608,1991,2.45894e-05,0.991275,2.72e-05,0.162298,0.233024,0.1,4.4,11.4,58.5,220.5,92,2.19806e-05,0.98364,2.47543e-05,0.177832,0.332222,0.6,3.2,8.5,62.8,228.5,18,1.26762e-05,0.840028,1.30286e-05,0.0829774,0.692586,0.1,3.9,10.9,60.0,216.4,100,1831755336
55610,1976,2.48452e-05,0.991396,2.768e-05,0.267771,0.237951,0.4,3.3,9.7,59.4,232.2,100,2.18481e-05,0.980989,2.54171e-05,0.150129,0.331511,0.4,3.4,8.9,62.4,223.1,28,1.07322e-05,0.858882,1.42286e-05,0.142674,0.646229,0.3,4.9,11.0,60.4,211.4,100,1831755336
55612,1950,2.51216e-05,0.991627,2.79886e-05,0.221,0.23387,0.4,5.3,8.8,58.3,227.5,102,2.19532e-05,0.98363,2.368e-05,0.0984797,0.389301,0.2,3.6,7.5,63.4,227.2,29,1.14906e-05,0.878709,1.34286e-05,0.148056,0.686181,0.3,5.4,13.0,61.4,215.1,100,1831755336
55614,1958,2.47721e-05,0.991684,2.752e-05,0.144617,0.249521,0.2,4.0,9.2,59.2,223.4,108,2.16882e-05,0.982978,2.48686e-05,0.147986,0.345692,0.2,4.2,8.5,62.2,223.2,34,1.05631e-05,0.891252,1.33714e-05,0.164873,0.698057,0.4,4.7,12.5,60.0,211.5,100,1831755336
55616,1982,2.57887e-05,0.991626,2.76914e-05,0.173129,0.221757,0.1,4.2,9.6,57.1,226.8,105,2.1277e-05,0.984235,2.44114e-05,0.12863,0.349627,0.1,3.7,10.3,66.6,222.8,28,1.12096e-05,0.933942,1.328e-05,0.122842,0.700092,0.2,4.7,11.9,58.5,206.4,100,1831755336
55618,1966,2.53295e-05,0.991707,2.78286e-05,0.197138,0.237406,0.3,5.1,9.2,59.5,229.6,97,2.24169e-05,0.983702,2.62857e-05,0.143912,0.311895,0.3,3.5,7.6,65.1,228.6,35,9.69503e-06,0.874015,1.208e-05,0.15241,0.728724,0.3,4.9,12.9,61.0,202.2,100,1831755336
55620,1990,2.49161e-05,0.99166,2.78629e-05,0.354921,0.246633,1.0,4.2,11.6,59.9,229.7,90,2.20834e-05,0.98407,2.57486e-05,0.185503,0.309856,0.4,3.6,8.3,63.3,228.1,27,1.03347e-05,0.852937,1.24686e-05,0.159366,0.737866,0.3,5.3,12.3,61.7,197.8,100,1831755336
55622,1963,2.43244e-05,0.991468,2.79657e-05,0.229717,0.230378,0.5,4.4,9.4,60.3,227.5,93,2.2289e-05,0.986382,2.43314e-05,0.174212,0.365457,0.4,4.8,8.3,61.5,229.6,27,9.29069e-06,0.885002,1.18857e-05,0.109926,0.746147,0.1,6.1,11.6,63.3,201.8,100,1831755336
