Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,2005,2.43746e-05,0.988541,2.71543e-05,0.308437,0.280436,0.5,5.2,12.2,70.5,197.4,39,2.00548e-05,0.981796,2.23314e-05,0.184021,0.422008,0.1,6.3,9.7,66.8,191.0,27,8.72644e-06,0.864104,1.04571e-05,0.0350376,0.766665,0.0,1.6,11.0,81.0,203.6,100,714011871
55606,1965,2.42056e-05,0.988787,2.78286e-05,0.119137,0.262936,0.0,4.4,12.2,73.8,198.4,47,1.89697e-05,0.982636,2.03657e-05,0.24081,0.480262,0.1,5.7,9.4,66.1,194.6,24,8.49343e-06,0.857773,8.36571e-06,0.0342282,0.823572,0.0,1.3,12.6,79.8,201.0,100,714011871
55608,2000,2.39178e-05,0.988773,2.74743e-05,0.386264,0.273832,0.4,6.2,8.6,70.9,204.0,39,1.90246e-05,0.98451,2.18629e-05,0.174466,0.417454,0.1,6.6,8.2,63.4,195.0,22,9.49629e-06,0.8787,1.06171e-05,0.0222128,0.767594,0.0,0.9,11.6,82.7,201.3,100,714011871
55610,1990,2.46374e-05,0.988713,2.64457e-05,0.319894,0.280712,0.8,5.2,10.6,75.4,194.4,46,1.89309e-05,0.982794,2.27771e-05,0.530321,0.401483,0.4,7.4,10.9,61.3,193.7,32,9.83895e-06,0.855998,1.088e-05,0.0261018,0.767598,0.0,1.2,12.0,84.0,205.8,100,714011871
55612,1999,2.4185e-05,0.988497,2.784e-05,0.2052,0.272681,0.4,5.2,12.1,75.2,205.3,49,1.90314e-05,0.980912,2.04686e-05,0.248504,0.475965,0.2,6.2,9.0,64.4,187.4,26,7.59338e-06,0.874389,9.2e-06,0.0324586,0.815688,0.0,0.8,11.8,81.1,201.4,100,714011871
55614,1992,2.32347e-05,0.988584,2.63771e-05,0.177515,0.290154,0.3,4.9,10.3,76.3,193.6,50,2.00571e-05,0.981546,2.16914e-05,0.313494,0.426762,0.3,6.8,10.9,60.9,194.1,28,7.27584e-06,0.849935,9.13143e-06,0.0281132,0.810312,0.0,0.8,12.3,82.4,203.2,100,714011871
55616,1978,2.39132e-05,0.988689,2.65371e-05,0.192854,0.266334,0.4,4.4,10.8,71.7,200.0,58,1.90383e-05,0.981778,2.16343e-05,0.311633,0.451695,0.4,6.9,10.0,63.1,192.2,23,7.43347e-06,0.847097,8.65143e-06,0.0163047,0.818884,0.0,0.5,10.8,83.2,204.8,100,714011871
55618,1969,2.36002e-05,0.988893,2.78857e-05,0.198109,0.246474,0.4,5.3,10.6,72.6,200.7,47,1.98469e-05,0.982333,2.14857e-05,0.228205,0.457424,0.3,7.4,9.9,63.6,197.0,22,7.33524e-06,0.851212,8.12571e-06,0.0244082,0.845042,0.0,0.9,10.4,82.9,204.1,100,714011871
55620,1982,2.4578e-05,0.988925,2.70286e-05,0.26998,0.266432,0.2,5.4,10.5,70.2,202.4,50,1.82798e-05,0.980767,2.20229e-05,0.224351,0.429829,0.3,7.5,9.0,66.9,196.7,28,7.79212e-06,0.850844,8.45714e-06,0.0185728,0.834875,0.0,0.8,10.4,82.7,201.0,100,714011871
55622,1942,2.4169e-05,0.989052,2.74514e-05,0.365839,0.270364,0.4,4.8,9.7,70.8,201.2,51,1.87116e-05,0.981148,2.22286e-05,0.370115,0.426426,0.3,6.1,9.1,67.9,192.4,30,6.79612e-06,0.850938,8.51429e-06,0.028458,0.848056,0.0,0.9,10.1,81.6,200.8,100,714011871
55624,1960,2.42376e-05,0.988909,2.69829e-05,0.491685,0.285043,0.9,7.2,12.3,70.9,204.9,49,1.89332e-05,0.980762,2.20229e-05,0.224413,0.444774,0.4,6.7,10.6,64.5,195.5,16,7.05197e-06,0.844751,7.66857e-06,0.029162,0.860268,0.0,1.1,10.4,80.2,199.9,100,714011871
55626,1982,2.38812e-05,0.989059,2.75886e-05,0.280453,0.273491,0.2,6.1,10.2,74.2,199.3,46,1.86294e-05,0.983541,2.304e-05,0.638323,0.423421,0.7,7.8,8.1,63.7,194.8,21,7.36265e-06,0.861132,6.92571e-06,0.0224637,0.868287,0.0,0.5,10.3,83.6,199.3,100,714011871
55628,1980,2.44089e-05,0.988803,2.59429e-05,0.252843,0.304142,0.2,4.6,10.2,70.3,194.0,53,1.74483e-05,0.98277,2.11771e-05,0.404309,0.478125,0.4,6.7,8.6,66.8,195.5,29,6.07653e-06,0.858897,7.17714e-06,0.0217352,0.865391,0.0,1.1,9.9,80.0,198.9,100,714011871
55630,1950,2.46785e-05,0.989198,2.69829e-05,0.431552,0.26408,0.4,7.2,11.6,73.0,198.7,48,1.81862e-05,0.981672,2.13143e-05,0.182174,0.476179,0.1,7.0,9.3,70.7,198.1,32,6.12679e-06,0.846204,7.41714e-06,0.0409258,0.86966,0.0,1.5,9.8,80.4,199.5,100,714011871
55632,1972,2.41234e-05,0.989111,2.75086e-05,0.512359,0.258857,0.8,5.3,9.7,74.7,206.4,54,1.97007e-05,0.977617,1.93714e-05,0.178437,0.50373,0.2,7.5,8.9,68.5,199.9,35,6.56768e-06,0.84367,7.36e-06,0.0503389,0.867326,0.0,1.9,9.3,80.2,196.0,100,714011871
55634,2014,2.39749e-05,0.988984,2.65143e-05,0.219223,0.279228,0.6,4.7,10.4,74.6,199.8,48,1.92073e-05,0.978446,2.088e-05,0.388336,0.491016,0.4,6.7,9.1,63.7,197.7,18,6.59966e-06,0.848018,7.23429e-06,0.034929,0.866721,0.0,1.4,10.2,82.5,199.5,100,714011871
55636,2011,2.48795e-05,0.98943,2.736e-05,0.368393,0.270921,0.9,5.1,10.0,74.1,198.7,50,1.85266e-05,0.976514,2.02171e-05,0.382175,0.478991,0.4,7.8,8.6,66.6,194.2,20,6.257e-06,0.858394,7.6e-06,0.033065,0.86448,0.0,1.5,10.2,81.9,201.5,100,714011871
55638,1978,2.46785e-05,0.989346,2.59771e-05,0.222014,0.278243,0.6,4.6,10.6,72.0,196.1,49,1.83666e-05,0.977771,2.09829e-05,0.48254,0.502362,0.5,6.6,6.2,68.3,195.5,27,6.10166e-06,0.853566,7.30286e-06,0.0197958,0.870097,0.0,0.7,9.4,80.9,201.1,100,714011871
55640,1952,2.45711e-05,0.989227,2.69257e-05,0.173016,0.253546,0.4,4.7,11.2,72.8,196.6,47,1.76608e-05,0.976245,2.024e-05,0.464734,0.51022,0.4,6.8,7.6,67.8,198.6,20,5.64249e-06,0.848556,6.90286e-06,0.0186183,0.869706,0.0,0.7,9.9,82.4,201.3,100,714011871
55642,1976,2.43701e-05,0.988687,2.66286e-05,0.16841,0.281437,0.2,5.2,9.1,73.5,198.7,47,1.84032e-05,0.977636,1.96114e-05,0.179177,0.502452,0.2,7.1,8.2,66.6,193.1,26,6.23644e-06,0.858188,5.93143e-06,0.0240874,0.896977,0.0,0.8,10.3,83.3,200.5,100,714011871
55644,1997,2.44615e-05,0.988439,2.67771e-05,0.18745,0.269504,0.3,5.3,12.0,73.2,200.2,48,1.84466e-05,0.968841,1.928e-05,0.245402,0.519227,0.1,6.3,8.1,64.8,195.0,22,5.64934e-06,0.854515,6.96e-06,0.0275486,0.879821,0.0,1.0,10.1,81.7,202.5,100,714011871
55646,1991,2.46145e-05,0.98866,2.72914e-05,0.191276,0.270049,0.3,5.5,9.5,72.2,196.2,47,1.86339e-05,0.973391,2.15429e-05,0.26272,0.47176,0.2,5.5,8.8,66.8,197.1,20,4.498e-06,0.85705,5.84e-06,0.0164917,0.9166,0.0,0.8,9.7,81.0,203.8,100,714011871
55648,1982,2.40503e-05,0.988919,2.74286e-05,0.689988,0.283815,1.0,6.8,10.3,76.1,202.3,51,1.86522e-05,0.973511,2.06286e-05,0.140156,0.49829,0.0,6.2,8.4,68.1,192.4,21,5.43689e-06,0.867067,6.50286e-06,0.0183943,0.899667,0.0,0.9,9.3,81.3,204.0,100,714011871
55650,1995,2.34129e-05,0.988841,2.71314e-05,0.198833,0.285817,0.3,5.9,10.4,77.1,199.3,48,1.72016e-05,0.974888,1.952e-05,0.151227,0.500854,0.0,5.9,8.8,65.4,191.1,32,5.59909e-06,0.85608,5.72571e-06,0.0139328,0.913713,0.0,0.9,10.3,82.0,204.3,100,714011871
55652,1950,2.40457e-05,0.988917,2.67886e-05,0.23977,0.266737,0.7,5.6,9.2,70.6,197.9,53,1.85974e-05,0.975143,2.00343e-05,0.190455,0.505079,0.1,7.0,9.4,64.8,195.3,31,5.15591e-06,0.911695,6.04571e-06,0.011237,0.903212,0.0,1.6,9.8,81.9,207.7,100,714011871
55654,1985,2.39109e-05,0.988944,2.76686e-05,0.212599,0.270127,0.2,6.8,11.8,73.1,196.6,40,1.74963e-05,0.973316,2.11086e-05,0.259977,0.473516,0.1,6.6,9.7,68.3,196.1,30,4.37693e-06,0.89831,5.30286e-06,0.0115416,0.912585,0.0,1.8,9.5,81.3,206.6,100,714011871
55656,1956,2.4948e-05,0.989054,2.61943e-05,0.220502,0.274956,0.4,5.4,8.6,74.2,198.1,47,1.76996e-05,0.977014,2.01486e-05,0.295293,0.523089,0.3,7.3,9.6,67.1,194.0,32,3.89492e-06,0.921857,4.60571e-06,0.0123754,0.927774,0.0,1.6,8.6,80.2,206.5,100,714011871
55658,1962,2.37464e-05,0.98934,2.73257e-05,0.306404,0.277768,0.7,4.5,10.5,72.6,201.4,48,1.84329e-05,0.976561,2.19886e-05,0.496604,0.46374,0.5,7.3,9.8,67.7,197.4,27,4.35865e-06,1.18262,4.53714e-06,0.0102697,0.92937,0.0,1.7,9.5,81.0,207.7,100,714011871
