Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1967,2.29492e-05,0.990317,2.56229e-05,0.200139,0.291988,0.1,5.0,7.8,74.3,182.8,81,2.00023e-05,0.980848,2.352e-05,0.130355,0.350585,0.3,3.7,10.6,73.9,193.1,23,1.02935e-05,0.858382,1.01829e-05,0.0844039,0.752137,0.0,8.9,10.5,78.7,155.2,100,1138615710
55606,1974,2.40023e-05,0.990297,2.55314e-05,0.178414,0.287024,0.3,4.9,12.9,66.5,186.2,97,2.02216e-05,0.981948,2.24343e-05,0.113385,0.399715,0.4,3.7,9.3,70.2,199.0,20,8.21017e-06,1.14097,7.95429e-06,0.0696392,0.798972,0.0,10.3,7.8,73.0,158.4,100,1138615710
55608,1999,2.31936e-05,0.990384,2.576e-05,0.163745,0.279554,0.1,4.5,10.3,68.0,184.4,97,2.07173e-05,0.980739,2.18857e-05,0.116241,0.416635,0.5,4.5,10.2,70.1,191.5,23,3.66191e-06,0.8724,5.07429e-06,0.0478274,0.881112,0.0,10.7,7.4,73.0,159.8,100,1138615710
55610,1973,2.19829e-05,0.990494,2.53943e-05,0.161252,0.287796,0.2,4.6,8.9,72.2,183.0,100,2.03084e-05,0.983954,2.32229e-05,0.152546,0.391238,0.5,4.2,10.8,73.3,191.5,19,6.81668e-06,1.05839,5.63429e-06,0.0618622,0.872708,0.0,11.2,7.8,73.7,157.3,100,1138615710
55612,1984,2.34243e-05,0.990428,2.58629e-05,0.22408,0.296262,0.3,6.3,11.4,69.0,185.0,95,1.98721e-05,0.985294,2.20914e-05,0.124735,0.418407,0.6,3.4,8.7,70.3,193.6,27,4.69218e-06,0.844231,5.85143e-06,0.0453367,0.877747,0.0,12.8,7.4,73.4,156.8,100,1138615710
55614,1991,2.25608e-05,0.990557,2.592e-05,0.201365,0.283836,0.4,4.0,10.7,68.1,184.6,103,1.90543e-05,0.987613,2.28914e-05,0.115503,0.383171,0.2,3.6,11.3,74.6,189.7,23,5.20845e-06,0.841145,6.19429e-06,0.0548783,0.851134,0.0,12.5,7.5,74.0,157.7,100,1138615710
55616,1968,2.34563e-05,0.990276,2.62629e-05,0.175264,0.28144,0.3,5.0,11.4,68.3,189.0,101,1.94951e-05,0.986015,2.31086e-05,0.115364,0.375905,0.1,3.5,10.6,68.2,191.8,24,4.3952e-06,0.810914,4.94857e-06,0.0412538,0.890267,0.0,11.5,6.7,72.7,160.7,100,1138615710
55618,1985,2.33786e-05,0.990488,2.54057e-05,0.128435,0.270291,0.2,3.3,7.8,72.2,184.0,103,1.99475e-05,0.985094,2.11314e-05,0.0876759,0.429424,0.4,2.9,10.2,70.5,189.3,29,4.38378e-06,0.791086,4.49143e-06,0.0453531,0.911743,0.0,11.9,6.6,73.1,163.6,100,1138615710
55620,1964,2.36002e-05,0.990226,2.60571e-05,0.139123,0.280777,0.1,4.3,10.6,69.4,185.0,93,1.99475e-05,0.983806,2.20571e-05,0.160352,0.395574,0.4,4.4,10.3,69.7,188.5,22,4.31982e-06,0.786601,5.44e-06,0.0460334,0.877415,0.0,11.8,6.6,72.9,163.5,100,1138615710
55622,1971,2.31525e-05,0.989969,2.576e-05,0.170672,0.261245,0.4,4.4,11.2,69.1,182.7,88,1.82844e-05,0.983528,2.21257e-05,0.135182,0.404352,0.5,3.1,9.6,67.0,194.9,25,4.49343e-06,0.791653,4.94857e-06,0.0375153,0.897351,0.0,11.8,6.1,71.8,163.3,100,1138615710
55624,2005,2.26705e-05,0.989789,2.59429e-05,0.191256,0.266788,0.3,5.5,9.4,67.6,185.2,98,1.92393e-05,0.983694,2.22057e-05,0.108226,0.395828,0.4,3.8,9.9,71.9,191.9,26,3.8241e-06,0.809223,4.66286e-06,0.020109,0.907693,0.0,11.8,5.4,72.9,164.0,100,1138615710
