Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1977,2.58549e-05,0.990323,2.92571e-05,0.318279,0.236395,0.2,3.5,13.7,78.8,202.6,100,2.24283e-05,0.984924,2.56343e-05,0.185419,0.311923,0.3,5.9,11.7,75.3,196.6,10,2.6273e-05,0.990741,2.88457e-05,0.174238,0.227382,0.3,4.1,13.6,76.6,210.4,100,138621393
55568,2005,2.53958e-05,0.990317,2.86057e-05,0.179136,0.242085,0.2,4.2,12.6,78.2,202.1,111,2.23027e-05,0.984262,2.432e-05,0.181668,0.367159,0.2,6.9,10.3,74.6,192.0,28,2.22159e-05,0.948187,2.95771e-05,0.17142,0.222868,0.0,4.4,13.4,74.5,211.7,100,138621393
55570,1952,2.45734e-05,0.990001,2.89143e-05,0.267813,0.238483,0.5,4.5,12.2,75.6,208.3,110,2.10074e-05,0.983668,2.55886e-05,0.193881,0.30698,0.2,6.3,13.8,79.3,196.4,27,2.106e-05,0.900057,2.87543e-05,0.14708,0.235925,0.2,3.4,12.4,75.1,202.6,100,138621393
55572,1983,2.57681e-05,0.990104,2.86743e-05,0.380668,0.263718,0.4,4.4,12.5,71.9,199.4,115,2.24192e-05,0.98414,2.57143e-05,0.20379,0.302116,0.2,6.6,12.6,77.0,196.6,27,2.09777e-05,1.23564,2.70629e-05,0.165314,0.304782,0.0,5.4,13.3,72.6,204.7,100,138621393
55574,1968,2.63278e-05,0.990187,2.91657e-05,0.298028,0.24652,0.3,5.0,12.0,78.2,204.6,115,2.21451e-05,0.984483,2.552e-05,0.157635,0.330117,0.1,5.3,11.7,76.9,197.8,21,1.99886e-05,1.19916,2.31086e-05,0.149441,0.389659,0.0,4.4,12.8,74.8,206.1,100,138621393
55576,1961,2.47173e-05,0.990181,2.82971e-05,0.30294,0.269533,0.4,5.2,12.5,71.1,199.5,125,2.27687e-05,0.984781,2.40114e-05,0.165222,0.343336,0.1,6.4,13.0,72.2,200.7,36,1.83666e-05,0.898898,2.31543e-05,0.105343,0.399264,0.0,3.2,12.9,76.3,208.3,100,138621393
55578,2019,2.61245e-05,0.990331,2.856e-05,0.0936655,0.239843,0.0,2.6,11.6,74.9,203.6,120,2.25334e-05,0.984276,2.54971e-05,0.157839,0.324683,0.1,5.2,12.4,78.6,205.1,25,1.89789e-05,1.15951,2.23314e-05,0.112006,0.425357,0.1,3.5,14.3,75.7,207.8,100,138621393
55580,1982,2.60674e-05,0.990326,2.85943e-05,0.178791,0.242431,0.3,4.6,12.4,76.1,207.7,118,2.21565e-05,0.983887,2.49029e-05,0.206069,0.34251,0.3,6.1,11.9,77.8,196.9,22,1.76699e-05,1.17297,2.18743e-05,0.0776032,0.444923,0.0,2.7,13.0,74.6,210.1,100,138621393
55582,1955,2.57773e-05,0.990331,2.808e-05,0.385228,0.268125,0.5,5.4,12.0,73.2,201.1,51,2.2972e-05,0.981001,2.53029e-05,0.316274,0.316813,0.2,7.4,11.8,77.7,194.7,28,1.66716e-05,0.88971,2.05143e-05,0.107481,0.447613,0.0,3.0,11.0,71.2,211.1,100,138621393
55584,1971,2.56676e-05,0.990369,2.77829e-05,0.147117,0.260871,0.0,4.8,11.4,72.7,204.4,53,2.2554e-05,0.982589,2.35429e-05,0.146443,0.352986,0.3,5.3,10.3,73.0,192.0,20,1.52279e-05,1.21653,1.904e-05,0.102632,0.506429,0.0,2.8,10.6,78.2,205.7,100,138621393
55586,2026,2.52678e-05,0.990327,2.91771e-05,0.165179,0.239975,0.1,4.2,12.8,81.7,206.4,42,2.27162e-05,0.982588,2.6e-05,0.306515,0.305026,0.4,6.6,11.9,77.2,201.8,26,1.51913e-05,1.15074,1.728e-05,0.0806249,0.546887,0.0,2.9,11.8,79.5,206.1,100,138621393
55588,1989,2.48955e-05,0.990476,2.86171e-05,0.227859,0.23592,0.3,3.8,11.8,77.5,200.3,43,2.25494e-05,0.976867,2.47657e-05,0.183998,0.347963,0.1,8.3,10.0,76.2,192.5,28,1.37499e-05,0.948684,1.52914e-05,0.114542,0.618518,0.0,3.2,10.4,83.9,209.1,100,138621393
55590,1982,2.53295e-05,0.990367,2.87314e-05,0.347724,0.253141,0.2,5.0,12.5,73.1,209.7,53,2.22958e-05,0.978377,2.45029e-05,0.158485,0.355454,0.0,7.0,9.7,78.9,193.8,26,1.11365e-05,0.881587,1.49257e-05,0.10045,0.630551,0.0,3.3,13.3,84.7,208.2,100,138621393
55592,1987,2.56539e-05,0.990258,2.88343e-05,0.29421,0.234241,0.3,4.4,12.7,78.7,201.7,54,2.10554e-05,0.977245,2.51657e-05,0.196357,0.327852,0.3,7.3,10.8,79.4,190.4,28,1.37179e-05,1.15345,1.38857e-05,0.12527,0.658694,0.0,3.8,13.8,83.0,210.9,100,138621393
55594,1975,2.66796e-05,0.990324,2.792e-05,0.280976,0.238952,0.4,4.0,11.8,73.0,210.0,53,2.26728e-05,0.976987,2.44457e-05,0.175152,0.356752,0.3,7.1,13.2,75.7,197.8,29,1.06956e-05,1.09637,1.28457e-05,0.0997257,0.691563,0.0,4.4,15.0,82.8,211.3,100,138621393
55596,2000,2.64375e-05,0.990242,2.91771e-05,0.325465,0.232636,0.2,4.1,11.8,75.2,211.6,53,2.1181e-05,0.982466,2.59657e-05,0.16049,0.298738,0.2,7.1,12.6,74.5,201.6,27,1.25894e-05,0.932956,1.53714e-05,0.0972587,0.613122,0.0,4.0,13.8,83.3,209.9,100,138621393
