Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55566,1957,2.28578e-05,0.99013,2.53257e-05,0.223198,0.298783,0.6,5.9,7.8,69.5,183.0,98,1.94403e-05,0.986352,2.232e-05,0.283912,0.386523,0.9,5.3,7.6,76.6,180.3,10,2.26728e-05,0.991008,2.58971e-05,0.21302,0.268841,0.3,5.5,9.3,72.8,181.2,100,3042626027
55568,2003,2.35454e-05,0.989972,2.59314e-05,0.230331,0.282374,0.3,5.4,9.4,71.1,183.7,113,2.01416e-05,0.986523,2.256e-05,0.167221,0.390126,0.2,5.3,6.9,72.9,181.8,30,2.06442e-05,0.902841,2.60114e-05,0.139182,0.271533,0.1,3.9,9.8,73.5,185.9,100,3042626027
55570,1979,2.21725e-05,0.99022,2.60686e-05,0.169087,0.295559,0.4,5.9,9.4,73.8,187.8,115,1.87778e-05,0.986523,2.07429e-05,0.237968,0.431488,0.8,4.5,5.3,75.0,182.9,33,2.03015e-05,0.882707,2.34514e-05,0.128128,0.347101,0.2,4.6,9.5,71.6,181.4,100,3042626027
55572,2008,2.29286e-05,0.990201,2.45943e-05,0.161302,0.339558,0.2,5.6,9.1,74.4,180.6,123,1.96825e-05,0.987253,2.18057e-05,0.225374,0.426039,0.7,4.1,6.0,72.1,181.4,38,2.12678e-05,0.969027,2.36686e-05,0.162444,0.346941,0.2,5.7,8.6,69.1,176.6,100,3042626027
55574,1949,2.25654e-05,0.990576,2.60571e-05,0.144983,0.291715,0.0,5.0,8.5,68.2,184.1,127,2.00091e-05,0.987295,2.23543e-05,0.156422,0.372254,0.3,4.1,4.6,69.9,182.7,25,1.73181e-05,0.916,2.22629e-05,0.137922,0.389784,0.2,5.5,11.2,70.3,179.6,100,3042626027
55576,1969,2.28943e-05,0.990642,2.53486e-05,0.2108,0.301176,0.5,5.8,9.0,71.4,184.0,108,1.95545e-05,0.98168,2.128e-05,0.22413,0.436648,0.8,5.5,6.1,73.3,183.4,23,1.7743e-05,0.866098,1.98743e-05,0.199282,0.474182,1.0,4.6,11.6,68.6,184.3,100,3042626027
55578,1994,2.37579e-05,0.990747,2.62057e-05,0.221961,0.281218,0.3,6.1,9.9,68.2,186.4,122,1.9671e-05,0.986619,2.25143e-05,0.188715,0.391916,0.6,4.9,5.2,73.6,176.7,25,1.58675e-05,0.887091,1.81714e-05,0.187268,0.53803,1.1,4.3,14.7,67.9,181.4,100,3042626027
55580,1998,2.35111e-05,0.990524,2.58171e-05,0.197973,0.284439,0.2,6.1,9.7,69.1,189.6,114,1.90406e-05,0.984132,2.25143e-05,0.179839,0.395048,0.5,4.3,4.8,72.9,185.3,20,1.47139e-05,0.847285,1.90171e-05,0.110707,0.49869,0.8,4.0,14.6,69.9,176.4,100,3042626027
55582,1935,2.27344e-05,0.990634,2.64343e-05,0.202005,0.264759,0.4,5.4,9.5,75.3,179.1,55,2.00434e-05,0.984145,2.248e-05,0.368849,0.408026,0.8,5.3,7.2,74.3,180.8,16,1.47344e-05,0.812787,1.576e-05,0.181161,0.600411,1.7,4.9,13.0,67.3,183.3,100,3042626027
55584,1958,2.33901e-05,0.99034,2.60114e-05,0.203328,0.274495,0.4,4.7,9.2,69.9,182.1,45,1.87047e-05,0.98764,2.25943e-05,0.197977,0.401543,0.5,5.4,7.1,74.3,182.1,30,1.47299e-05,0.825178,1.62857e-05,0.163999,0.584287,1.3,4.8,12.9,70.1,178.0,100,3042626027
