Year,popSizeP1,PiP1,FitnessP1,meanHetP1,BP1,FROHP1,avgvStrDelP1,avgStrDelP1,avgModDelP1,avgWkDelP1,avgNeutP1,popSizeP2,PiP2,FitnessP2,meanHetP2,BP2,FROHP2,avgvStrDelP2,avgStrDelP2,avgModDelP2,avgWkDelP2,avgNeutP2,popSizeP3,PiP3,FitnessP3,meanHetP3,BP3,FROHP3,avgvStrDelP3,avgStrDelP3,avgModDelP3,avgWkDelP3,avgNeutP3, KCrater,Seed
55604,1982,2.34814e-05,0.988838,2.66743e-05,0.342787,0.284072,0.6,6.3,10.0,72.9,198.6,82,1.87893e-05,0.978976,2.19771e-05,0.258134,0.443891,0.1,7.3,8.7,62.8,195.6,24,8.19874e-06,0.890599,8.11429e-06,0.0455801,0.829309,0.0,2.4,12.4,79.8,205.3,100,3086182476
55606,1983,2.40982e-05,0.98891,2.70743e-05,0.223542,0.292333,0.6,4.5,10.7,73.0,199.2,94,1.85151e-05,0.979118,2.23314e-05,0.13736,0.432233,0.0,6.7,7.9,63.5,198.1,23,8.33809e-06,0.858692,8.77714e-06,0.049855,0.808781,0.0,2.7,12.6,79.6,204.1,100,3086182476
55608,1965,2.38287e-05,0.989014,2.65943e-05,0.549417,0.277165,0.9,6.1,10.8,71.5,196.6,98,1.96117e-05,0.979307,2.05143e-05,0.259802,0.473126,0.2,7.1,8.4,65.7,196.9,27,7.86522e-06,0.875409,1.05943e-05,0.0529787,0.768104,0.0,2.4,13.8,81.6,200.9,100,3086182476
55610,1984,2.46488e-05,0.98869,2.69829e-05,0.28242,0.293585,0.5,4.5,9.2,76.4,200.7,92,1.95203e-05,0.97835,2.19314e-05,0.25027,0.459491,0.2,7.0,8.6,66.9,195.9,25,7.17076e-06,0.850076,8.73143e-06,0.0439018,0.802647,0.0,2.0,13.3,81.5,199.2,100,3086182476
55612,1967,2.42513e-05,0.988533,2.74857e-05,0.250048,0.262463,0.5,5.7,10.0,74.2,199.7,98,2.03449e-05,0.978102,2.28686e-05,0.198332,0.411275,0.2,6.8,8.8,70.4,189.4,22,6.53113e-06,0.851565,7.69143e-06,0.0272876,0.836984,0.0,1.7,13.4,85.2,200.3,100,3086182476
55614,1956,2.45643e-05,0.988651,2.80229e-05,0.170092,0.260507,0.2,5.2,10.0,76.4,203.2,97,2.045e-05,0.979641,2.09714e-05,0.211205,0.461399,0.3,6.5,9.4,71.5,194.7,30,7.02456e-06,0.857526,7.53143e-06,0.0240607,0.837501,0.0,1.3,14.1,82.2,197.8,100,3086182476
55616,1983,2.53181e-05,0.9889,2.61829e-05,0.213093,0.288417,0.4,5.0,10.9,71.5,193.6,92,1.93695e-05,0.981139,2.20914e-05,0.147044,0.437393,0.0,6.1,8.8,70.6,196.2,24,6.2707e-06,0.842632,7.40571e-06,0.0312607,0.846872,0.0,2.0,13.7,81.7,195.6,100,3086182476
55618,1958,2.39657e-05,0.988899,2.672e-05,0.387533,0.286904,0.5,5.1,9.3,73.0,201.9,92,2.11833e-05,0.981256,2.21829e-05,0.162734,0.403725,0.0,6.4,9.1,68.3,200.7,19,5.94403e-06,0.858518,7.26857e-06,0.0241256,0.850375,0.0,1.7,13.6,80.0,193.0,100,3086182476
55620,2004,2.44523e-05,0.988794,2.72686e-05,0.345846,0.260804,0.8,5.4,10.0,79.5,200.6,103,2.05391e-05,0.981136,2.18629e-05,0.199595,0.435851,0.3,6.2,8.9,71.7,198.7,27,5.85494e-06,0.865102,6.12571e-06,0.0167431,0.876553,0.0,1.7,14.3,80.2,189.8,100,3086182476
55622,1965,2.40183e-05,0.989073,2.816e-05,0.507632,0.256542,0.6,5.2,8.9,76.3,201.2,106,1.96094e-05,0.980877,2.15314e-05,0.130413,0.456418,0.2,5.7,8.9,72.6,193.9,31,5.92804e-06,0.850274,6.52571e-06,0.022358,0.868796,0.0,1.5,13.6,79.1,190.7,100,3086182476
55624,2009,2.29583e-05,0.989195,2.688e-05,0.237639,0.301882,0.7,5.1,10.0,74.9,196.0,98,2.00251e-05,0.983794,2.152e-05,0.141892,0.440211,0.1,5.9,8.9,71.3,192.2,30,6.27299e-06,0.844346,7.18857e-06,0.0239882,0.848326,0.0,1.8,14.3,82.2,192.7,100,3086182476
55626,1955,2.46191e-05,0.988935,2.73486e-05,0.299459,0.272682,0.6,4.5,11.3,75.5,197.4,92,1.96368e-05,0.982768,2.33714e-05,0.149997,0.391876,0.0,6.3,9.5,68.5,203.3,32,5.71559e-06,0.836618,7.82857e-06,0.0412517,0.848393,0.0,2.1,14.2,82.3,192.9,100,3086182476
55628,1986,2.41759e-05,0.988609,2.776e-05,0.297807,0.238127,0.5,5.3,8.6,75.0,206.4,92,2.01142e-05,0.980545,2.30743e-05,0.235767,0.392973,0.1,6.3,9.2,68.1,207.9,26,5.28612e-06,0.835728,6.34286e-06,0.0266147,0.883186,0.0,1.9,13.9,80.8,192.6,100,3086182476
55630,1985,2.4498e-05,0.988454,2.74971e-05,0.395223,0.267979,0.6,5.3,9.9,76.1,205.7,97,1.91959e-05,0.980985,2.28457e-05,0.117384,0.387978,0.0,5.0,9.5,69.0,195.5,24,5.75443e-06,0.838818,6.89143e-06,0.0418562,0.868031,0.0,2.5,14.7,79.6,190.8,100,3086182476
55632,1985,2.50554e-05,0.988449,2.66286e-05,0.315486,0.286728,0.5,5.6,10.5,71.8,199.7,113,2.08658e-05,0.981137,2.23657e-05,0.227514,0.42778,0.1,6.0,9.0,68.7,195.9,25,6.04912e-06,0.836943,6.51429e-06,0.0412022,0.880542,0.0,2.5,15.0,81.8,193.9,100,3086182476
55634,1969,2.47424e-05,0.988104,2.73029e-05,0.309994,0.261634,0.6,4.6,10.3,72.8,197.7,98,2.11445e-05,0.979923,2.28914e-05,0.176778,0.427158,0.2,5.4,9.4,68.7,196.1,32,5.46431e-06,0.84057,5.96571e-06,0.0290333,0.891436,0.0,2.0,14.2,79.6,191.5,100,3086182476
55636,1986,2.45437e-05,0.988454,2.74514e-05,0.391574,0.263895,0.6,4.7,10.5,73.0,199.7,85,1.8755e-05,0.980221,2.33371e-05,0.147778,0.40621,0.0,6.5,10.3,70.1,197.0,22,5.35237e-06,0.833914,6.0e-06,0.0318063,0.889687,0.0,2.3,14.7,79.1,194.5,100,3086182476
55638,1978,2.39726e-05,0.988716,2.65829e-05,0.463263,0.288773,0.5,4.6,9.1,72.7,201.3,94,2.02353e-05,0.980213,2.10971e-05,0.110845,0.477661,0.0,5.6,6.4,68.6,196.3,34,5.3341e-06,0.840237,5.79429e-06,0.0256597,0.896724,0.0,2.2,15.9,81.0,192.8,100,3086182476
